"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 499 NA 1 3 1 NA
"tu" "td" 111 NA NA NA 1 11
"tu" "tu" 3173 NA NA 10 5 4
"kd" "kd" 24 16 17 NA NA NA
"ku" "kd" 224 3 24 2 1 NA
"ku" "ku" 1260 9 8 8 2 1
"p" "kd" 479 7 34 14 NA NA
"p" "ku" 1517 6 5 8 NA 3
"p" "p" 5419 4 9 82 3 NA
"td" "kd" 62 NA 5 NA 1 NA
"td" "ku" 47 NA 1 NA 1 NA
"td" "p" 665 NA 2 1 23 NA
"td" "td" 192 NA NA 2 NA 4
"tu" "kd" 116 NA 5 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 513 NA 3 3 NA NA
"tu" "td" 132 1 NA NA NA 13
"tu" "tu" 3025 2 NA 6 4 1
"kd" "kd" 34 7 6 3 NA NA
"ku" "kd" 241 5 24 8 NA NA
"ku" "ku" 1213 2 11 12 NA 1
"p" "kd" 427 1 24 14 NA NA
"p" "ku" 1579 6 1 12 NA 2
"p" "p" 5371 4 31 95 NA 2
"td" "kd" 57 NA 1 NA 2 NA
"td" "ku" 32 NA NA NA NA NA
"td" "p" 695 NA 1 2 28 1
"td" "td" 256 NA NA NA 9 11
"tu" "kd" 117 1 4 5 NA NA
"tu" "p" 503 NA NA 2 NA NA
"tu" "td" 130 NA NA NA NA 11
"tu" "tu" 3127 1 2 9 NA 5
"kd" "kd" 20 13 21 2 NA NA
"ku" "kd" 230 5 25 4 NA NA
"ku" "ku" 1337 8 13 8 3 2
"p" "kd" 465 5 27 14 NA NA
"p" "ku" 1628 8 6 27 3 1
"p" "p" 5444 1 12 129 2 1
"td" "kd" 38 NA NA NA NA NA
"td" "ku" 33 NA NA NA 1 NA
"td" "p" 648 NA NA 1 28 NA
"td" "td" 137 NA NA NA 10 17
"tu" "kd" 124 NA 5 1 NA NA
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 489 1 1 5 NA NA
"tu" "td" 161 NA NA NA 1 9
"tu" "tu" 3212 1 2 7 3 1
"kd" "kd" 45 4 18 NA NA NA
"ku" "kd" 217 5 11 1 NA NA
"ku" "ku" 1145 18 13 15 1 3
"p" "kd" 472 1 26 9 NA NA
"p" "ku" 1516 14 6 9 NA 1
"p" "p" 5444 14 7 102 NA 4
"td" "kd" 46 NA 1 NA NA NA
"td" "ku" 40 NA NA NA NA NA
"td" "p" 669 NA NA 4 39 2
"td" "td" 209 NA NA NA 35 7
"tu" "kd" 105 NA 7 1 NA NA
"tu" "p" 408 NA NA 1 NA NA
"tu" "td" 100 NA NA NA NA 10
"tu" "tu" 3193 NA NA 8 2 1
"kd" "kd" 27 3 21 NA NA NA
"ku" "kd" 213 11 16 2 NA NA
"ku" "ku" 1156 10 11 11 NA NA
"p" "kd" 501 6 23 5 NA NA
"p" "ku" 1475 5 3 17 1 NA
"p" "p" 5297 7 9 82 2 1
"td" "kd" 83 NA 9 1 NA NA
"td" "ku" 52 NA NA NA 2 NA
"td" "p" 655 NA 3 5 37 NA
"td" "td" 189 NA NA 20 NA 6
"tu" "kd" 88 NA 4 4 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 487 1 1 3 NA NA
"tu" "td" 122 1 NA NA NA 10
"tu" "tu" 2974 NA 1 5 1 4
"kd" "kd" 50 10 17 NA NA NA
"ku" "kd" 230 4 9 4 NA NA
"ku" "ku" 1216 11 8 9 NA 1
"p" "kd" 530 5 7 13 NA NA
"p" "ku" 1709 3 1 8 NA 2
"p" "p" 5395 1 9 120 NA 1
"td" "kd" 71 NA 3 28 3 NA
"td" "ku" 18 NA NA NA 2 NA
"td" "p" 686 NA 1 27 27 NA
"td" "td" 140 NA NA NA 4 NA
"tu" "kd" 80 NA NA 2 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 468 NA NA 3 NA 1
"tu" "td" 86 NA NA NA NA 9
"tu" "tu" 2976 NA NA 8 1 2
"kd" "kd" 34 NA 3 5 NA NA
"ku" "kd" 262 2 30 3 NA NA
"ku" "ku" 1235 12 15 7 2 2
"p" "kd" 521 1 14 17 NA NA
"p" "ku" 1532 7 2 13 NA NA
"p" "p" 5115 NA 6 110 1 3
"td" "kd" 68 NA 12 1 NA NA
"td" "ku" 47 NA 1 NA 3 NA
"td" "p" 655 NA 9 5 30 1
"td" "td" 157 NA NA NA 11 6
"tu" "kd" 73 NA 2 NA NA NA
"tu" "ku" 7 NA NA NA NA NA
"tu" "p" 452 NA 1 3 1 2
"tu" "td" 118 NA NA NA NA 13
"tu" "tu" 2988 NA NA 3 3 4
"kd" "kd" 39 9 12 4 NA NA
"ku" "kd" 241 3 14 2 1 NA
"ku" "ku" 1286 9 12 11 6 NA
"p" "kd" 483 1 12 48 1 NA
"p" "ku" 1542 12 3 19 NA 2
"p" "p" 5395 3 13 122 3 3
"td" "kd" 60 NA 11 NA 1 NA
"td" "ku" 43 NA 1 1 1 NA
"td" "p" 737 NA 5 3 33 NA
"td" "td" 166 NA NA NA 4 18
"tu" "kd" 131 1 3 3 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 447 NA 1 7 1 NA
"tu" "td" 89 NA NA NA NA 7
"tu" "tu" 3113 NA 3 10 4 6
"kd" "kd" 38 6 1 6 NA NA
"ku" "kd" 197 1 12 9 NA NA
"ku" "ku" 1209 5 11 16 1 1
"p" "kd" 456 NA 9 14 NA NA
"p" "ku" 1551 5 3 22 1 1
"p" "p" 5274 NA 4 159 6 3
"td" "kd" 69 NA 1 NA NA NA
"td" "ku" 35 NA NA NA 2 NA
"td" "p" 645 NA NA 2 46 NA
"td" "td" 197 NA NA NA 4 22
"tu" "kd" 124 NA 2 1 NA NA
"tu" "p" 486 NA NA 3 NA 1
"tu" "td" 125 NA NA NA NA 14
"tu" "tu" 3226 NA 1 12 1 3
"kd" "kd" 54 13 5 1 NA NA
"ku" "kd" 181 5 18 3 NA NA
"ku" "ku" 1290 7 18 15 NA 1
"p" "kd" 420 7 21 7 NA NA
"p" "ku" 1398 7 3 20 NA 1
"p" "p" 5218 2 22 121 1 1
"td" "kd" 89 NA 1 NA 1 NA
"td" "ku" 49 NA NA NA NA NA
"td" "p" 708 NA 1 1 46 NA
"td" "td" 112 NA NA NA 34 NA
"tu" "kd" 99 NA 3 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 490 NA 1 5 NA 1
"tu" "td" 112 NA NA NA NA 9
"tu" "tu" 3194 NA NA 9 5 6
"kd" "kd" 38 2 19 NA NA NA
"ku" "kd" 242 8 30 6 NA NA
"ku" "ku" 1254 14 24 12 3 NA
"p" "kd" 470 7 19 12 NA NA
"p" "ku" 1588 9 7 16 NA 3
"p" "p" 5444 2 18 128 3 2
"td" "kd" 50 NA 3 1 NA NA
"td" "ku" 43 NA NA 2 3 NA
"td" "p" 689 NA NA 4 30 3
"td" "td" 187 NA NA 14 20 19
"tu" "kd" 85 NA 3 1 NA NA
"tu" "ku" 7 NA NA NA NA NA
"tu" "p" 522 NA NA 1 NA NA
"tu" "td" 90 NA NA 1 NA 7
"tu" "tu" 3092 2 NA 10 1 4
"kd" "kd" 53 35 8 NA NA NA
"ku" "kd" 214 8 39 7 NA NA
"ku" "ku" 1290 16 16 12 NA 1
"p" "kd" 481 3 40 31 NA NA
"p" "ku" 1597 13 5 20 NA NA
"p" "p" 5395 7 25 138 1 1
"td" "kd" 49 NA 4 NA NA NA
"td" "ku" 28 NA NA NA NA NA
"td" "p" 662 NA NA 5 18 1
"td" "td" 122 NA NA NA 25 4
"tu" "kd" 93 NA 4 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 550 NA NA 2 NA NA
"tu" "td" 148 NA NA NA NA 4
"tu" "tu" 3233 1 2 9 2 7
"kd" "kd" 38 1 3 8 NA NA
"ku" "kd" 221 NA 26 5 NA NA
"ku" "ku" 1275 19 11 12 NA NA
"p" "kd" 442 NA 22 8 NA NA
"p" "ku" 1721 7 11 21 2 2
"p" "p" 5318 14 4 119 3 4
"td" "kd" 62 NA 14 NA NA NA
"td" "ku" 37 NA NA NA NA NA
"td" "p" 640 NA 6 6 14 NA
"td" "td" 185 NA NA NA 9 3
"tu" "kd" 100 NA 1 2 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 474 NA 1 6 1 NA
"tu" "td" 124 NA NA NA NA 9
"tu" "tu" 3110 1 NA 10 6 1
"kd" "kd" 50 4 1 NA NA NA
"ku" "kd" 253 NA 18 4 NA NA
"ku" "ku" 1172 2 12 8 6 1
"p" "kd" 492 3 17 11 NA NA
"p" "ku" 1575 4 2 14 1 4
"p" "p" 5422 1 9 105 2 3
"td" "kd" 89 NA 1 NA NA NA
"td" "ku" 28 NA NA NA 2 NA
"td" "p" 601 NA 1 1 30 2
"td" "td" 159 NA NA NA 15 NA
"tu" "kd" 96 NA 4 1 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 530 NA NA 6 1 NA
"tu" "td" 127 NA NA NA NA 11
"tu" "tu" 3222 NA NA 11 4 1
"kd" "kd" 22 2 19 19 NA NA
"ku" "kd" 181 5 24 11 NA NA
"ku" "ku" 1218 15 11 15 1 NA
"p" "kd" 410 1 13 32 NA NA
"p" "ku" 1471 2 1 17 NA 1
"p" "p" 5093 4 6 141 2 4
"td" "kd" 58 NA NA NA NA NA
"td" "ku" 40 NA NA NA NA NA
"td" "p" 685 NA NA 7 47 1
"td" "td" 145 NA NA NA 43 12
"tu" "kd" 111 NA 1 1 NA NA
"tu" "p" 536 NA NA 1 NA NA
"tu" "td" 159 NA NA NA 1 13
"tu" "tu" 3006 NA 1 14 4 8
"kd" "kd" 40 2 15 NA NA NA
"ku" "kd" 220 3 26 5 NA NA
"ku" "ku" 1208 10 8 12 2 1
"p" "kd" 466 6 27 16 NA NA
"p" "ku" 1440 5 5 22 1 2
"p" "p" 5512 5 8 138 7 2
"td" "kd" 67 NA 18 2 NA NA
"td" "ku" 54 NA 2 1 NA NA
"td" "p" 672 NA 7 14 29 NA
"td" "td" 148 NA NA NA 12 25
"tu" "kd" 129 NA 2 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 506 NA NA 9 1 NA
"tu" "td" 120 NA NA 3 1 13
"tu" "tu" 3021 1 NA 9 4 2
"kd" "kd" 31 21 40 10 NA NA
"ku" "kd" 209 7 34 3 1 NA
"ku" "ku" 1312 19 13 15 2 2
"p" "kd" 536 12 47 24 1 NA
"p" "ku" 1563 2 11 20 1 2
"p" "p" 5296 10 13 134 1 1
"td" "kd" 38 NA 3 NA 3 NA
"td" "ku" 39 NA 1 NA NA NA
"td" "p" 685 NA NA 4 25 NA
"td" "td" 115 NA NA 8 NA 11
"tu" "kd" 115 NA 5 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 513 NA NA 7 NA 1
"tu" "td" 121 NA NA NA NA 10
"tu" "tu" 3079 1 NA 11 3 5
"kd" "kd" 28 20 26 NA NA NA
"ku" "kd" 218 12 24 3 2 NA
"ku" "ku" 1217 14 21 10 3 4
"p" "kd" 511 7 30 14 NA NA
"p" "ku" 1615 7 8 15 NA 1
"p" "p" 5189 3 6 103 2 2
"td" "kd" 71 NA 7 NA 1 NA
"td" "ku" 29 NA NA NA 4 NA
"td" "p" 685 NA 1 1 31 NA
"td" "td" 123 NA NA NA 2 1
"tu" "kd" 127 1 6 NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 486 NA 1 6 2 NA
"tu" "td" 103 NA NA NA NA 9
"tu" "tu" 3215 1 1 14 2 3
"kd" "kd" 35 24 56 9 NA NA
"ku" "kd" 212 7 31 14 NA NA
"ku" "ku" 1294 10 15 10 NA NA
"p" "kd" 473 27 25 15 NA NA
"p" "ku" 1635 5 5 24 1 3
"p" "p" 5308 7 17 121 6 3
"td" "kd" 47 NA 5 NA NA NA
"td" "ku" 34 NA 1 NA NA NA
"td" "p" 572 NA 1 4 34 NA
"td" "td" 128 NA NA NA 43 18
"tu" "kd" 119 NA 3 2 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 490 1 1 3 1 1
"tu" "td" 121 NA NA NA NA 6
"tu" "tu" 3096 NA 1 10 3 2
"kd" "kd" 49 26 32 7 NA NA
"ku" "kd" 237 7 32 1 NA NA
"ku" "ku" 1285 15 19 7 1 2
"p" "kd" 510 14 19 12 NA NA
"p" "ku" 1606 6 5 19 NA 3
"p" "p" 5339 2 6 104 2 1
"td" "kd" 86 NA NA NA NA NA
"td" "ku" 34 NA NA NA 1 NA
"td" "p" 625 NA NA NA 12 1
"td" "td" 114 NA NA NA NA 65
"tu" "kd" 116 NA 3 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 460 NA NA 5 NA 1
"tu" "td" 114 NA NA NA 1 15
"tu" "tu" 3280 NA 1 8 6 4
"kd" "kd" 40 8 15 NA NA NA
"ku" "kd" 238 9 16 8 NA NA
"ku" "ku" 1319 15 8 22 NA 1
"p" "kd" 461 4 22 45 NA NA
"p" "ku" 1543 6 1 20 NA NA
"p" "p" 5299 4 15 139 1 4
"td" "kd" 48 NA 7 NA 1 NA
"td" "ku" 47 NA NA NA 4 NA
"td" "p" 618 NA 6 7 34 NA
"td" "td" 101 1 NA NA 4 63
"tu" "kd" 115 NA 7 3 NA NA
"tu" "ku" 7 NA NA NA NA NA
"tu" "p" 609 NA 1 6 NA 1
"tu" "td" 120 NA NA 1 NA 3
"tu" "tu" 3230 NA NA 4 5 4
"kd" "kd" 36 5 5 NA NA NA
"ku" "kd" 217 3 27 1 NA NA
"ku" "ku" 1230 5 17 6 1 4
"p" "kd" 495 3 22 48 NA NA
"p" "ku" 1607 7 3 18 NA 1
"p" "p" 5402 3 14 167 1 1
"td" "kd" 70 NA NA NA NA NA
"td" "ku" 29 NA NA NA 2 NA
"td" "p" 646 NA NA 15 30 1
"td" "td" 139 NA NA NA 5 17
"tu" "kd" 107 1 4 3 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 456 NA NA 3 NA NA
"tu" "td" 119 NA NA NA NA 9
"tu" "tu" 2862 NA NA 5 3 3
"kd" "kd" 38 1 1 6 NA NA
"ku" "kd" 204 1 14 3 1 NA
"ku" "ku" 1235 5 13 19 2 2
"p" "kd" 511 NA 22 30 1 NA
"p" "ku" 1633 7 5 25 1 4
"p" "p" 5201 3 14 106 NA 1
"td" "kd" 50 NA 3 NA 2 NA
"td" "ku" 26 NA 1 1 NA NA
"td" "p" 669 NA 3 9 22 NA
"td" "td" 209 NA NA NA 9 19
"tu" "kd" 86 NA 3 NA NA NA
"tu" "p" 506 NA 1 4 1 1
"tu" "td" 119 NA NA NA NA 4
"tu" "tu" 2845 NA NA 10 3 4
"kd" "kd" 50 NA NA 3 NA NA
"ku" "kd" 222 1 7 4 2 NA
"ku" "ku" 1261 16 9 10 1 4
"p" "kd" 497 NA 20 15 1 NA
"p" "ku" 1560 3 6 22 1 3
"p" "p" 5189 3 6 112 5 4
"td" "kd" 70 NA 13 9 3 NA
"td" "ku" 52 NA 1 1 3 NA
"td" "p" 574 NA 2 3 25 NA
"td" "td" 226 NA NA NA NA 13
"tu" "kd" 97 NA 4 2 1 NA
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 481 NA 3 4 NA 1
"tu" "td" 105 NA NA NA NA 8
"tu" "tu" 3149 2 NA 7 4 5
"kd" "kd" 47 15 11 8 NA NA
"ku" "kd" 257 NA 43 3 NA NA
"ku" "ku" 1130 22 11 8 2 1
"p" "kd" 455 9 37 25 NA NA
"p" "ku" 1482 7 7 10 NA 2
"p" "p" 5291 16 11 142 4 4
"td" "kd" 73 NA 2 NA 1 NA
"td" "ku" 41 NA NA NA 1 1
"td" "p" 685 NA NA 1 22 1
"td" "td" 136 NA NA NA 42 NA
"tu" "kd" 114 NA 1 1 NA NA
"tu" "ku" 9 NA NA NA NA NA
"tu" "p" 544 NA 2 8 1 NA
"tu" "td" 106 NA NA NA NA 6
"tu" "tu" 3103 NA 4 7 1 1
"kd" "kd" 53 13 21 11 NA NA
"ku" "kd" 202 6 31 11 NA NA
"ku" "ku" 1171 14 9 8 2 3
"p" "kd" 438 10 31 15 NA NA
"p" "ku" 1431 5 6 13 2 1
"p" "p" 5221 7 22 86 7 1
"td" "kd" 51 NA 11 1 2 NA
"td" "ku" 43 NA 1 NA NA NA
"td" "p" 615 NA NA 2 51 NA
"td" "td" 153 NA NA NA 14 2
"tu" "kd" 99 2 3 NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 560 NA 2 NA NA NA
"tu" "td" 98 NA NA NA NA 11
"tu" "tu" 3112 NA NA 11 6 6
"kd" "kd" 33 11 1 2 NA NA
"ku" "kd" 226 4 15 4 NA NA
"ku" "ku" 1177 8 9 22 1 NA
"p" "kd" 417 NA 19 16 NA NA
"p" "ku" 1409 3 3 24 NA 4
"p" "p" 5267 6 9 132 2 2
"td" "kd" 83 NA 7 1 NA NA
"td" "ku" 30 NA NA NA NA NA
"td" "p" 662 NA 2 5 21 NA
"td" "td" 170 NA NA NA NA NA
"tu" "kd" 122 NA NA 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 457 1 NA 7 1 NA
"tu" "td" 107 NA NA NA NA 13
"tu" "tu" 3156 NA 1 12 2 9
"kd" "kd" 20 12 9 NA NA NA
"ku" "kd" 209 4 24 7 NA NA
"ku" "ku" 1210 12 9 15 NA 2
"p" "kd" 467 5 25 25 NA NA
"p" "ku" 1653 7 3 22 2 1
"p" "p" 5290 15 9 134 1 3
"td" "kd" 56 NA NA NA NA NA
"td" "ku" 42 NA NA NA 3 1
"td" "p" 685 NA NA 4 30 1
"td" "td" 85 NA NA NA 26 15
"tu" "kd" 113 NA 1 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 509 NA NA 5 NA 2
"tu" "td" 102 1 NA NA 3 9
"tu" "tu" 3083 1 1 11 2 6
"kd" "kd" 28 14 12 8 NA NA
"ku" "kd" 216 6 21 6 NA NA
"ku" "ku" 1294 20 11 12 1 1
"p" "kd" 458 7 12 20 NA NA
"p" "ku" 1512 5 7 17 NA 1
"p" "p" 5188 4 10 122 5 5
"td" "kd" 44 NA 8 NA 10 NA
"td" "ku" 20 NA NA NA 3 NA
"td" "p" 620 NA NA 6 35 NA
"td" "td" 261 NA NA NA 5 52
"tu" "kd" 99 NA 2 1 NA NA
"tu" "p" 566 NA NA 4 NA 1
"tu" "td" 111 NA NA NA NA 5
"tu" "tu" 3226 1 2 11 3 2
"kd" "kd" 44 20 30 1 NA NA
"ku" "kd" 197 13 39 3 NA NA
"ku" "ku" 1242 14 14 13 NA 1
"p" "kd" 501 9 33 13 NA NA
"p" "ku" 1480 4 7 19 NA 1
"p" "p" 5209 11 12 88 1 3
"td" "kd" 62 NA 2 NA NA NA
"td" "ku" 17 NA NA NA 1 NA
"td" "p" 692 NA 1 2 63 NA
"td" "td" 158 NA NA NA 3 NA
"tu" "kd" 82 NA 5 1 NA NA
"tu" "p" 461 NA NA 1 2 NA
"tu" "td" 123 NA NA NA NA 7
"tu" "tu" 3297 NA NA 11 1 3
"kd" "kd" 44 16 14 1 NA NA
"ku" "kd" 190 7 19 1 2 NA
"ku" "ku" 1147 7 11 5 2 2
"p" "kd" 450 13 23 7 1 NA
"p" "ku" 1424 4 3 21 2 3
"p" "p" 5244 8 11 145 5 7
"td" "kd" 50 NA 1 NA 10 NA
"td" "ku" 24 NA NA NA 3 NA
"td" "p" 624 NA 1 3 17 1
"td" "td" 136 NA NA NA 42 NA
"tu" "kd" 85 1 4 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 530 1 1 3 NA 1
"tu" "td" 121 NA NA NA NA 11
"tu" "tu" 3086 NA NA 1 6 4
"kd" "kd" 64 32 17 24 NA NA
"ku" "kd" 223 13 37 3 1 NA
"ku" "ku" 1303 15 18 12 3 2
"p" "kd" 515 7 25 46 NA NA
"p" "ku" 1532 3 7 18 NA 1
"p" "p" 5197 6 7 115 4 4
"td" "kd" 32 NA 9 NA 2 NA
"td" "ku" 47 NA NA NA NA NA
"td" "p" 649 NA 6 3 10 NA
"td" "td" 117 NA NA NA 12 NA
"tu" "kd" 111 NA 4 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 528 1 NA 5 1 NA
"tu" "td" 104 NA NA NA NA 10
"tu" "tu" 3116 NA NA 5 3 6
"kd" "kd" 53 9 4 4 NA NA
"ku" "kd" 224 5 21 1 NA NA
"ku" "ku" 1262 3 12 9 2 2
"p" "kd" 505 3 23 27 NA NA
"p" "ku" 1554 2 5 16 1 1
"p" "p" 5267 7 14 131 5 1
"td" "kd" 75 NA 3 NA NA NA
"td" "ku" 36 NA NA 1 2 NA
"td" "p" 676 NA NA 5 24 NA
"td" "td" 157 NA NA NA NA 37
"tu" "kd" 113 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 464 NA 1 9 NA 3
"tu" "td" 122 NA NA NA NA 13
"tu" "tu" 3218 NA NA 3 4 6
"kd" "kd" 32 28 23 27 NA NA
"ku" "kd" 239 4 34 11 NA NA
"ku" "ku" 1202 10 17 9 1 4
"p" "kd" 523 14 32 21 NA NA
"p" "ku" 1478 6 10 16 3 1
"p" "p" 5184 14 12 110 2 4
"td" "kd" 48 NA 6 NA 2 NA
"td" "ku" 41 NA 1 1 1 NA
"td" "p" 595 NA 3 3 20 NA
"td" "td" 200 NA NA 12 10 11
"tu" "kd" 89 1 5 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 445 NA 1 5 NA 3
"tu" "td" 100 NA NA NA NA 6
"tu" "tu" 3137 NA NA 15 1 3
"kd" "kd" 20 7 18 NA NA NA
"ku" "kd" 208 9 24 1 NA NA
"ku" "ku" 1227 14 8 12 NA 2
"p" "kd" 487 2 36 6 2 NA
"p" "ku" 1498 2 3 11 2 1
