"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"tu" "kd" 101 NA 2 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 470 NA 1 7 2 3
"tu" "td" 134 NA NA NA NA 10
"tu" "tu" 3224 NA NA 13 4 2
"kd" "kd" 31 15 NA 3 NA NA
"ku" "kd" 195 3 10 3 NA NA
"ku" "ku" 1270 10 11 9 2 1
"p" "kd" 454 NA 22 16 1 NA
"p" "ku" 1660 2 2 26 1 5
"p" "p" 5239 6 16 143 4 2
"td" "kd" 53 NA 8 NA 1 NA
"td" "ku" 32 NA NA NA 1 NA
"td" "p" 613 NA 4 5 25 NA
"td" "td" 143 NA NA 18 NA 5
"tu" "kd" 103 NA 2 1 NA NA
"tu" "p" 509 NA NA 6 NA 2
"tu" "td" 120 NA NA NA NA 8
"tu" "tu" 3323 NA 1 11 3 3
"kd" "kd" 43 6 4 NA NA NA
"ku" "kd" 210 NA 19 1 NA NA
"ku" "ku" 1265 4 12 12 1 NA
"p" "kd" 510 2 23 29 NA NA
"p" "ku" 1558 11 3 17 2 NA
"p" "p" 5351 7 14 147 NA 6
"td" "kd" 84 NA 4 3 1 NA
"td" "ku" 27 NA 1 NA NA NA
"td" "p" 679 NA NA 3 31 1
"td" "td" 184 NA NA 3 1 6
"tu" "kd" 98 NA 3 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 523 NA 3 8 NA NA
"tu" "td" 99 NA NA NA NA 9
"tu" "tu" 3194 NA NA 8 3 3
"kd" "kd" 62 9 10 7 NA NA
"ku" "kd" 222 1 21 12 NA NA
"ku" "ku" 1197 11 10 16 NA 3
"p" "kd" 522 5 37 18 NA NA
"p" "ku" 1493 1 12 15 NA 1
"p" "p" 5311 6 12 114 1 3
"td" "kd" 39 NA 2 NA NA NA
"td" "ku" 37 NA NA NA 1 NA
"td" "p" 663 NA NA 17 28 NA
"td" "td" 123 NA NA NA NA 22
"tu" "kd" 96 NA 3 NA NA NA
"tu" "p" 455 1 NA 2 1 4
"tu" "td" 126 NA NA 1 1 13
"tu" "tu" 3277 NA 1 10 6 6
"kd" "kd" 34 2 23 NA NA NA
"ku" "kd" 229 3 17 5 NA NA
"ku" "ku" 1129 8 10 10 NA 1
"p" "kd" 399 11 18 14 NA NA
"p" "ku" 1260 8 5 14 NA 1
"p" "p" 5066 3 7 107 NA 1
"td" "kd" 39 NA NA 1 1 NA
"td" "ku" 14 NA NA 1 2 NA
"td" "p" 640 NA NA 7 19 NA
"td" "td" 126 NA NA NA NA 8
"tu" "kd" 95 1 1 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 506 NA 1 4 NA 2
"tu" "td" 140 NA NA NA NA 10
"tu" "tu" 2985 1 1 8 2 3
"kd" "kd" 27 18 3 NA NA NA
"ku" "kd" 250 6 26 1 NA NA
"ku" "ku" 1245 11 17 9 NA NA
"p" "kd" 457 9 24 13 1 NA
"p" "ku" 1600 12 3 14 NA 1
"p" "p" 5393 6 10 125 7 1
"td" "kd" 18 NA 13 NA NA NA
"td" "ku" 52 NA 1 NA 3 NA
"td" "p" 627 NA 3 5 45 1
"td" "td" 202 NA NA NA 15 81
"tu" "kd" 125 1 2 1 NA NA
"tu" "p" 446 NA NA 5 NA NA
"tu" "td" 104 NA NA 1 NA 6
"tu" "tu" 3176 NA NA 9 6 9
"kd" "kd" 43 14 31 13 NA NA
"ku" "kd" 187 11 26 8 NA NA
"ku" "ku" 1053 11 14 7 1 1
"p" "kd" 506 16 42 24 NA NA
"p" "ku" 1677 9 3 11 3 3
"p" "p" 5547 3 26 122 3 2
"td" "kd" 43 NA NA NA 4 NA
"td" "ku" 37 NA NA NA 1 NA
"td" "p" 595 NA 1 15 44 1
"td" "td" 128 NA NA NA NA 30
"tu" "kd" 86 1 3 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 465 1 5 6 NA 1
"tu" "td" 125 NA NA NA NA 4
"tu" "tu" 3150 1 1 11 1 1
"kd" "kd" 38 34 30 NA NA NA
"ku" "kd" 235 17 30 4 NA NA
"ku" "ku" 1187 10 16 13 1 NA
"p" "kd" 455 15 28 13 NA NA
"p" "ku" 1622 6 4 14 1 NA
"p" "p" 5492 4 17 87 2 NA
"td" "kd" 36 NA 5 7 NA NA
"td" "ku" 29 NA NA NA NA NA
"td" "p" 690 NA 1 14 26 1
"td" "td" 196 NA NA NA 1 18
"tu" "kd" 112 1 7 2 NA NA
"tu" "p" 540 NA 2 5 NA NA
"tu" "td" 140 NA NA NA NA 4
"tu" "tu" 3197 NA 1 5 4 1
"kd" "kd" 55 23 NA NA NA NA
"ku" "kd" 219 4 12 1 4 NA
"ku" "ku" 1294 10 5 10 1 2
"p" "kd" 469 5 17 12 1 NA
"p" "ku" 1554 3 1 15 NA 2
"p" "p" 5334 7 8 141 4 NA
"td" "kd" 49 NA NA NA 8 NA
"td" "ku" 39 NA NA NA 1 NA
"td" "p" 675 NA NA 16 18 NA
"td" "td" 259 NA NA NA NA 12
"tu" "kd" 114 NA NA NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 486 NA NA 5 NA 1
"tu" "td" 107 NA NA 2 NA 13
"tu" "tu" 3259 NA 1 15 3 8
"kd" "kd" 17 NA 9 NA NA NA
"ku" "kd" 191 2 18 4 NA NA
"ku" "ku" 1173 10 17 3 3 NA
"p" "kd" 511 2 18 13 NA NA
"p" "ku" 1516 4 5 13 1 3
"p" "p" 5298 5 7 89 3 3
"td" "kd" 60 NA NA 1 NA NA
"td" "ku" 29 NA NA NA 1 NA
"td" "p" 643 NA NA 6 29 1
"td" "td" 147 NA NA NA 2 14
"tu" "kd" 105 NA NA 5 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 478 NA NA 6 1 NA
"tu" "td" 135 NA NA NA NA 6
"tu" "tu" 3250 1 NA 11 1 1
"kd" "kd" 43 3 1 NA NA NA
"ku" "kd" 217 1 22 4 NA NA
"ku" "ku" 1265 3 9 14 2 1
"p" "kd" 479 NA 14 15 NA NA
"p" "ku" 1354 5 9 21 1 2
"p" "p" 5163 3 13 154 3 6
"td" "kd" 37 NA 8 NA 2 NA
"td" "ku" 37 NA NA NA 1 NA
"td" "p" 660 NA 2 4 18 2
"td" "td" 166 NA NA 2 37 33
"tu" "kd" 117 NA 4 NA NA NA
"tu" "ku" 1 NA 1 NA NA NA
"tu" "p" 480 NA 2 1 1 1
"tu" "td" 108 NA NA NA NA 6
"tu" "tu" 3176 NA 1 14 5 10
"kd" "kd" 47 11 28 NA NA NA
"ku" "kd" 205 12 38 4 1 NA
"ku" "ku" 1272 8 21 7 5 NA
"p" "kd" 461 12 18 21 NA NA
"p" "ku" 1588 8 6 25 4 3
"p" "p" 5384 4 15 115 1 3
"td" "kd" 38 NA 14 NA 1 NA
"td" "ku" 31 NA 1 NA 1 1
"td" "p" 687 NA 9 3 28 NA
"td" "td" 230 NA NA NA 13 8
"tu" "kd" 95 NA 3 1 NA NA
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 440 NA NA 2 NA NA
"tu" "td" 109 NA NA NA NA 3
"tu" "tu" 3109 NA NA 9 3 3
"kd" "kd" 33 10 14 NA NA NA
"ku" "kd" 239 8 30 4 1 NA
"ku" "ku" 1241 16 12 14 3 1
"p" "kd" 477 1 20 19 NA NA
"p" "ku" 1517 1 7 20 1 1
"p" "p" 5292 6 8 126 5 1
"td" "kd" 49 NA 6 NA 11 NA
"td" "ku" 31 NA NA NA 1 NA
"td" "p" 674 NA 3 16 38 NA
"td" "td" 105 NA NA NA 20 NA
"tu" "kd" 111 NA 3 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 441 1 1 5 2 NA
"tu" "td" 109 NA NA NA NA 14
"tu" "tu" 3070 NA NA 9 2 8
"kd" "kd" 54 1 13 10 NA NA
"ku" "kd" 202 4 33 9 1 NA
"ku" "ku" 1329 8 20 18 1 1
"p" "kd" 480 5 21 18 NA NA
"p" "ku" 1504 6 3 19 1 4
"p" "p" 5489 4 19 110 2 3
"td" "kd" 61 NA 8 1 3 NA
"td" "ku" 41 NA NA NA 1 NA
"td" "p" 617 NA 6 1 21 NA
"td" "td" 177 NA NA NA 10 3
"tu" "kd" 115 NA 5 1 NA NA
"tu" "p" 491 NA 2 4 1 NA
"tu" "td" 152 NA NA NA NA 4
"tu" "tu" 2988 1 2 9 5 2
"kd" "kd" 29 6 1 NA NA NA
"ku" "kd" 230 2 16 4 2 NA
"ku" "ku" 1179 8 8 10 2 1
"p" "kd" 441 1 19 14 1 NA
"p" "ku" 1440 5 1 10 3 NA
"p" "p" 5063 3 14 118 2 NA
"td" "kd" 59 NA 20 13 18 NA
"td" "ku" 65 NA NA 1 NA NA
"td" "p" 654 NA 9 11 18 2
"td" "td" 175 NA NA NA 33 NA
"tu" "kd" 93 NA 1 3 NA NA
"tu" "p" 481 NA 3 3 2 1
"tu" "td" 115 NA NA NA NA 9
"tu" "tu" 3223 1 NA 14 3 3
"kd" "kd" 31 22 22 NA NA NA
"ku" "kd" 233 13 41 10 1 NA
"ku" "ku" 1221 12 14 9 1 NA
"p" "kd" 463 12 36 18 NA NA
"p" "ku" 1575 7 7 17 1 NA
"p" "p" 5376 5 17 119 2 3
"td" "kd" 85 NA 10 NA 3 NA
"td" "ku" 56 NA NA NA 1 NA
"td" "p" 687 NA NA 4 40 1
"td" "td" 147 NA NA NA NA 2
"tu" "kd" 113 NA 3 2 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 496 NA 3 1 NA 1
"tu" "td" 74 NA NA NA NA 10
"tu" "tu" 3181 1 1 9 3 4
"kd" "kd" 18 9 11 3 NA NA
"ku" "kd" 227 1 24 5 NA NA
"ku" "ku" 1283 14 12 10 NA 1
"p" "kd" 434 4 17 7 NA 1
"p" "ku" 1499 2 7 9 3 1
"p" "p" 5227 6 3 128 2 4
"td" "kd" 63 1 NA 2 NA NA
"td" "ku" 47 NA NA NA 2 NA
"td" "p" 668 NA NA NA 19 NA
"td" "td" 281 NA NA NA 1 9
"tu" "kd" 103 NA 1 1 NA 1
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 500 NA 1 6 1 2
"tu" "td" 126 NA NA NA 2 3
"tu" "tu" 3059 NA 1 4 2 2
"kd" "kd" 47 6 18 NA NA NA
"ku" "kd" 219 4 21 3 NA NA
"ku" "ku" 1154 12 10 10 NA NA
"p" "kd" 470 7 22 23 NA NA
"p" "ku" 1630 10 2 15 NA 1
"p" "p" 5313 4 11 102 2 1
"td" "kd" 49 NA NA NA NA NA
"td" "ku" 57 NA NA NA 1 NA
"td" "p" 667 NA 1 5 32 1
"td" "td" 207 NA NA NA 20 1
"tu" "kd" 100 NA 1 3 NA NA
"tu" "p" 481 NA NA 1 NA NA
"tu" "td" 138 NA NA NA NA 4
"tu" "tu" 3155 NA NA 7 NA 2
"kd" "kd" 32 3 7 NA NA NA
"ku" "kd" 204 NA 21 1 1 NA
"ku" "ku" 1179 5 9 18 2 1
"p" "kd" 492 3 19 8 1 NA
"p" "ku" 1600 2 3 17 2 5
"p" "p" 5461 3 6 136 3 5
"td" "kd" 81 NA 1 NA 38 NA
"td" "ku" 42 NA NA NA 2 NA
"td" "p" 687 NA 1 1 59 1
"td" "td" 250 NA NA NA 3 NA
"tu" "kd" 103 NA 5 NA NA NA
"tu" "ku" 6 NA NA NA NA 1
"tu" "p" 553 NA NA 9 1 3
"tu" "td" 112 NA NA 1 NA 13
"tu" "tu" 2965 NA 1 14 5 1
"kd" "kd" 32 30 28 29 NA NA
"ku" "kd" 222 12 29 17 NA NA
"ku" "ku" 1175 20 13 12 1 NA
"p" "kd" 566 18 34 32 NA NA
"p" "ku" 1475 12 9 16 NA 1
"p" "p" 5411 2 10 108 4 2
"td" "kd" 62 NA NA NA NA NA
"td" "ku" 37 NA NA NA 1 NA
"td" "p" 651 NA NA 11 30 NA
"td" "td" 89 NA NA NA 32 7
"tu" "kd" 115 NA 1 NA NA NA
"tu" "p" 490 NA NA 5 NA NA
"tu" "td" 102 NA NA NA NA 11
"tu" "tu" 2983 NA NA 15 4 2
"kd" "kd" 33 16 7 NA NA NA
"ku" "kd" 222 3 37 9 NA NA
"ku" "ku" 1160 7 10 16 1 1
"p" "kd" 492 NA 23 21 NA NA
"p" "ku" 1583 4 4 16 NA NA
"p" "p" 5307 3 11 136 5 5
"td" "kd" 45 NA NA 1 NA NA
"td" "ku" 34 NA 1 NA NA NA
"td" "p" 698 NA NA 13 42 2
"td" "td" 159 NA NA NA 24 1
"tu" "kd" 103 1 NA 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 517 NA 1 5 1 NA
"tu" "td" 112 NA NA NA NA 9
"tu" "tu" 3135 NA NA 13 2 10
"kd" "kd" 33 3 22 20 NA NA
"ku" "kd" 211 4 35 19 NA NA
"ku" "ku" 1264 13 19 12 2 1
"p" "kd" 424 8 34 35 NA NA
"p" "ku" 1673 12 12 26 2 1
"p" "p" 5469 3 31 145 5 7
"td" "kd" 58 NA 3 NA 2 NA
"td" "ku" 33 NA 1 NA 1 NA
"td" "p" 638 NA 1 5 55 NA
"td" "td" 246 NA NA NA 10 5
"tu" "kd" 101 NA 5 3 NA NA
"tu" "p" 472 NA 3 6 1 NA
