"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"ku" "kd" 221 7 22 2 2 NA
"ku" "ku" 1064 9 11 7 NA 4
"p" "kd" 478 9 40 16 NA NA
"p" "ku" 1421 5 5 19 3 2
"p" "p" 5116 10 23 89 2 3
"td" "kd" 54 NA NA NA NA NA
"td" "ku" 55 NA 1 1 4 NA
"td" "p" 652 NA NA 1 52 1
"td" "td" 147 NA NA NA 2 NA
"tu" "kd" 113 NA 2 1 NA NA
"tu" "p" 506 2 1 3 NA 1
"tu" "td" 101 NA NA 1 NA 12
"tu" "tu" 3054 NA NA 10 4 5
"kd" "kd" 37 3 6 NA NA NA
"ku" "kd" 226 NA 17 2 NA NA
"ku" "ku" 1197 7 10 10 1 2
"p" "kd" 426 1 14 25 NA NA
"p" "ku" 1511 5 3 22 NA 2
"p" "p" 5114 2 19 131 2 2
"td" "kd" 76 NA 1 1 NA NA
"td" "ku" 48 NA NA NA 1 NA
"td" "p" 618 NA 1 11 39 NA
"td" "td" 130 NA NA NA NA 36
"tu" "kd" 99 NA 5 NA NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 454 NA NA 3 NA 1
"tu" "td" 107 NA NA NA NA 5
"tu" "tu" 3108 NA NA 7 NA 3
"kd" "kd" 42 13 8 NA NA NA
"ku" "kd" 236 3 21 4 2 NA
"ku" "ku" 1269 10 3 7 NA 3
"p" "kd" 492 3 6 18 NA NA
"p" "ku" 1674 5 5 7 1 2
"p" "p" 5277 2 6 92 7 2
"td" "kd" 42 NA NA NA 3 NA
"td" "ku" 54 NA NA NA 1 NA
"td" "p" 627 NA NA 1 17 3
"td" "td" 126 NA NA NA 6 8
"tu" "kd" 94 NA 3 3 NA NA
"tu" "p" 504 NA 1 1 NA NA
"tu" "td" 132 NA NA NA 1 9
"tu" "tu" 2957 NA 1 3 2 3
"kd" "kd" 31 14 10 NA NA NA
"ku" "kd" 216 7 35 4 NA NA
"ku" "ku" 1263 14 19 14 1 2
"p" "kd" 438 6 24 8 NA NA
"p" "ku" 1491 16 5 23 2 3
"p" "p" 5241 9 10 137 3 5
"td" "kd" 68 NA 18 NA NA NA
"td" "ku" 31 NA 1 NA NA NA
"td" "p" 595 NA 3 2 35 NA
"td" "td" 140 NA NA NA 1 25
"tu" "kd" 116 NA 5 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 482 1 1 5 NA 1
"tu" "td" 139 NA NA NA NA 19
"tu" "tu" 3062 NA 1 7 2 2
"kd" "kd" 36 NA 20 6 NA NA
"ku" "kd" 198 6 26 10 NA NA
"ku" "ku" 1183 4 16 17 1 1
"p" "kd" 504 4 29 31 NA NA
"p" "ku" 1558 3 3 23 NA 3
"p" "p" 5508 6 15 146 NA 1
"td" "kd" 54 NA 3 NA 1 NA
"td" "ku" 29 NA NA NA 1 NA
"td" "p" 710 NA 3 2 20 1
"td" "td" 119 NA NA NA 17 16
"tu" "kd" 104 NA NA 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 498 NA NA 2 NA 1
"tu" "td" 121 NA NA 1 NA 10
"tu" "tu" 3031 NA NA 9 4 5
"kd" "kd" 25 12 28 NA NA NA
"ku" "kd" 211 9 29 1 1 NA
"ku" "ku" 1211 13 14 9 1 1
"p" "kd" 434 10 20 5 1 NA
"p" "ku" 1514 5 3 14 NA 3
"p" "p" 5450 4 11 101 2 3
"td" "kd" 84 NA 1 NA 4 NA
"td" "ku" 43 NA NA NA 1 NA
"td" "p" 727 NA NA 4 28 NA
"td" "td" 170 NA NA NA NA 21
"tu" "kd" 107 NA 1 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 497 NA NA 3 3 NA
"tu" "td" 147 NA NA NA NA 8
"tu" "tu" 3191 NA 3 13 2 3
"kd" "kd" 38 6 9 9 NA NA
"ku" "kd" 205 6 15 4 1 NA
"ku" "ku" 1120 6 12 11 3 5
"p" "kd" 494 3 15 11 3 NA
"p" "ku" 1459 4 1 21 6 1
"p" "p" 5300 1 6 150 3 4
"td" "kd" 63 NA NA 1 5 NA
"td" "ku" 47 NA 1 NA 2 NA
"td" "p" 629 NA NA 7 44 3
"td" "td" 125 NA NA NA 20 52
"tu" "kd" 115 1 2 2 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 479 NA 1 3 NA NA
"tu" "td" 134 NA NA NA 1 8
"tu" "tu" 3147 2 NA 14 4 2
"kd" "kd" 46 13 5 NA NA NA
"ku" "kd" 204 3 19 7 NA NA
"ku" "ku" 1177 14 11 15 NA 1
"p" "kd" 502 4 7 32 NA NA
"p" "ku" 1662 5 4 20 NA 1
"p" "p" 5624 3 7 148 1 3
"td" "kd" 63 NA NA 2 5 NA
"td" "ku" 45 NA NA NA 2 NA
"td" "p" 639 NA NA 4 28 2
"td" "td" 177 NA NA 16 11 8
"tu" "kd" 137 NA 1 1 NA NA
"tu" "p" 497 NA NA 5 NA 1
"tu" "td" 138 NA NA NA NA 6
"tu" "tu" 3073 1 NA 11 1 1
"kd" "kd" 34 9 6 5 NA NA
"ku" "kd" 222 5 21 3 NA NA
"ku" "ku" 1255 16 9 6 3 4
"p" "kd" 478 5 23 15 NA NA
"p" "ku" 1573 7 3 13 3 6
"p" "p" 5326 9 8 130 3 NA
"td" "kd" 44 NA NA 1 NA NA
"td" "ku" 50 NA NA 1 1 NA
"td" "p" 657 NA 1 8 28 NA
"td" "td" 161 NA 1 NA 1 1
"tu" "kd" 105 1 4 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 475 NA 2 6 1 NA
"tu" "td" 120 NA NA 1 NA 8
"tu" "tu" 3120 1 1 11 3 2
"kd" "kd" 47 NA 14 5 NA NA
"ku" "kd" 214 3 13 5 3 NA
"ku" "ku" 1136 5 15 6 NA 1
"p" "kd" 467 3 19 13 1 NA
"p" "ku" 1542 5 5 22 4 NA
"p" "p" 5385 5 11 141 2 2
"td" "kd" 33 NA NA NA 5 NA
"td" "ku" 34 NA 1 NA 3 NA
"td" "p" 699 NA 2 1 40 NA
"td" "td" 125 NA NA NA NA NA
"tu" "kd" 89 NA 4 2 NA NA
"tu" "p" 452 NA 1 3 1 NA
"tu" "td" 125 NA NA 1 NA 9
"tu" "tu" 3251 NA 1 12 4 2
"kd" "kd" 21 1 3 NA NA NA
"ku" "kd" 195 1 14 1 1 NA
"ku" "ku" 1190 8 8 9 NA 2
"p" "kd" 454 NA 15 24 1 NA
"p" "ku" 1492 3 8 22 3 3
"p" "p" 5282 5 4 175 NA 4
"td" "kd" 42 NA NA NA 6 NA
"td" "ku" 39 NA NA NA 2 NA
"td" "p" 661 NA 3 5 35 2
"td" "td" 151 NA NA NA 30 28
"tu" "kd" 95 NA 1 2 NA NA
"tu" "p" 459 NA NA 7 NA 2
"tu" "td" 163 NA NA 1 1 16
"tu" "tu" 3235 NA 1 18 4 6
"kd" "kd" 58 14 12 NA NA NA
"ku" "kd" 235 2 31 4 1 NA
"ku" "ku" 1285 20 12 9 2 1
"p" "kd" 529 2 33 11 NA NA
"p" "ku" 1671 6 5 17 NA 1
"p" "p" 5574 7 13 118 2 5
"td" "kd" 45 NA 5 NA 1 NA
"td" "ku" 29 NA NA NA NA NA
"td" "p" 646 NA NA 1 29 NA
"td" "td" 136 NA NA NA 4 NA
"tu" "kd" 98 NA 6 NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 424 1 1 1 NA 1
"tu" "td" 42 NA NA 1 NA 3
"tu" "tu" 3086 NA 1 6 2 1
"kd" "kd" 36 7 21 NA NA NA
"ku" "kd" 192 5 16 6 NA NA
"ku" "ku" 1191 12 12 13 1 1
"p" "kd" 475 8 24 7 NA NA
"p" "ku" 1475 8 5 15 NA NA
"p" "p" 5266 7 12 108 3 3
"td" "kd" 48 NA 3 2 4 NA
"td" "ku" 37 NA NA 1 1 NA
"td" "p" 651 NA 1 2 37 NA
"td" "td" 174 NA NA 1 8 3
"tu" "kd" 124 NA 3 3 NA NA
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 424 NA NA 3 NA NA
"tu" "td" 107 NA NA NA NA 10
"tu" "tu" 3014 NA NA 22 3 5
"kd" "kd" 26 10 39 NA NA NA
"ku" "kd" 243 5 27 NA 1 NA
"ku" "ku" 1368 9 22 13 4 1
"p" "kd" 470 21 21 3 1 NA
"p" "ku" 1482 5 4 22 3 1
"p" "p" 5330 3 14 141 3 1
"td" "kd" 53 NA 2 NA 2 NA
"td" "ku" 38 NA NA NA 1 NA
"td" "p" 677 NA NA 4 51 1
"td" "td" 148 NA NA NA 6 6
"tu" "kd" 96 1 4 1 NA NA
"tu" "ku" 1 NA NA NA NA 1
"tu" "p" 495 NA NA 3 NA 3
"tu" "td" 132 NA NA NA NA 5
"tu" "tu" 3139 NA NA 10 2 4
"kd" "kd" 30 8 14 NA NA NA
"ku" "kd" 182 6 28 8 2 NA
"ku" "ku" 1198 19 11 14 3 1
"p" "kd" 479 7 17 14 1 NA
"p" "ku" 1583 5 6 31 NA 1
"p" "p" 5221 1 15 129 4 2
"td" "kd" 61 NA 9 2 9 NA
"td" "ku" 39 NA 1 1 2 NA
"td" "p" 669 NA 3 12 50 NA
"td" "td" 185 NA NA NA NA NA
"tu" "kd" 120 NA 1 1 NA NA
"tu" "p" 541 NA NA 2 NA NA
"tu" "td" 128 1 NA 2 NA 9
"tu" "tu" 3220 NA NA 12 2 4
"kd" "kd" 48 10 20 NA NA NA
"ku" "kd" 261 3 27 6 NA NA
"ku" "ku" 1182 12 15 8 1 2
"p" "kd" 533 11 21 39 NA NA
"p" "ku" 1536 2 4 18 2 2
"p" "p" 5354 5 2 110 6 5
"td" "kd" 46 NA 3 NA NA NA
"td" "ku" 28 NA NA NA NA NA
"td" "p" 686 NA NA 6 30 1
"td" "td" 103 NA NA 1 8 28
"tu" "kd" 99 NA 1 3 NA NA
"tu" "p" 535 NA 1 4 NA NA
"tu" "td" 125 NA NA NA 1 3
"tu" "tu" 3006 NA NA 8 1 3
"kd" "kd" 31 17 38 2 NA NA
"ku" "kd" 204 9 28 5 NA NA
"ku" "ku" 1253 21 15 8 NA 1
"p" "kd" 473 11 7 3 NA NA
"p" "ku" 1504 9 1 8 2 1
"p" "p" 5282 2 5 106 4 5
"td" "kd" 78 NA NA NA NA NA
"td" "ku" 55 NA NA NA NA NA
"td" "p" 730 NA NA 1 27 1
"td" "td" 150 NA NA NA 1 3
"tu" "kd" 93 NA 7 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 484 NA 2 3 NA 1
"tu" "td" 93 NA NA 1 NA 11
"tu" "tu" 3176 1 1 7 3 4
"kd" "kd" 25 6 58 NA NA NA
"ku" "kd" 229 13 20 2 NA NA
"ku" "ku" 1212 4 15 15 3 2
"p" "kd" 463 24 29 17 NA NA
"p" "ku" 1500 5 7 20 3 NA
"p" "p" 5313 4 12 155 2 NA
"td" "kd" 37 NA 1 2 NA NA
"td" "ku" 36 NA NA 1 1 NA
"td" "p" 689 NA NA 20 12 2
"td" "td" 194 NA NA 11 18 11
"tu" "kd" 85 NA 1 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 471 NA 1 6 NA 1
"tu" "td" 147 NA NA 1 NA 9
"tu" "tu" 3116 NA 1 10 6 2
"kd" "kd" 27 2 25 NA NA NA
"ku" "kd" 169 1 28 3 NA NA
"ku" "ku" 1150 12 12 9 2 NA
"p" "kd" 450 7 29 14 NA NA
"p" "ku" 1440 3 5 21 NA 2
"p" "p" 5428 4 11 134 NA NA
"td" "kd" 81 NA 5 NA NA NA
"td" "ku" 25 NA NA 1 NA 1
"td" "p" 639 NA 1 5 20 2
"td" "td" 158 NA 1 NA 47 1
"tu" "kd" 110 NA 3 1 NA NA
"tu" "p" 443 NA 1 2 NA NA
"tu" "td" 108 NA NA NA NA 7
"tu" "tu" 3193 NA NA 6 5 3
"kd" "kd" 20 10 17 NA NA NA
"ku" "kd" 188 4 24 2 2 NA
"ku" "ku" 1194 19 15 12 2 2
"p" "kd" 475 4 27 12 3 NA
"p" "ku" 1566 8 9 14 1 1
"p" "p" 5322 6 27 135 1 2
"td" "kd" 59 1 7 NA 1 NA
"td" "ku" 46 NA 1 NA 1 1
"td" "p" 649 NA 1 4 36 1
"td" "td" 173 NA NA NA 5 17
"tu" "kd" 107 1 3 3 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 467 NA 1 3 1 NA
"tu" "td" 92 NA NA 1 NA 13
"tu" "tu" 2917 NA 2 6 3 9
"kd" "kd" 31 3 7 NA NA NA
"ku" "kd" 236 1 37 5 NA NA
"ku" "ku" 1291 14 22 15 5 NA
"p" "kd" 460 2 32 10 1 NA
"p" "ku" 1495 9 9 12 NA 1
"p" "p" 5256 4 13 115 1 1
"td" "kd" 77 NA NA NA 1 NA
"td" "ku" 43 NA 1 1 NA NA
"td" "p" 630 NA NA 1 20 NA
"td" "td" 226 NA NA NA NA NA
"tu" "kd" 122 NA 4 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 499 NA 1 1 NA 1
"tu" "td" 145 NA NA NA NA 8
"tu" "tu" 3029 NA 3 8 1 5
"kd" "kd" 53 6 2 NA NA NA
"ku" "kd" 192 2 13 5 NA NA
"ku" "ku" 1137 9 10 13 NA NA
"p" "kd" 432 3 11 14 NA NA
"p" "ku" 1456 5 3 21 1 1
"p" "p" 5341 1 8 115 4 1
"td" "kd" 44 NA 5 9 NA NA
"td" "ku" 29 NA 3 1 1 NA
"td" "p" 633 NA NA 4 17 1
"td" "td" 122 NA NA NA 36 9
"tu" "kd" 119 1 1 4 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 465 NA 1 9 1 1
"tu" "td" 122 NA NA NA 1 6
"tu" "tu" 3133 NA NA 7 3 4
"kd" "kd" 43 14 3 NA NA NA
"ku" "kd" 227 7 26 7 NA NA
"ku" "ku" 1263 24 10 22 NA 5
"p" "kd" 484 5 22 27 NA NA
"p" "ku" 1511 9 3 22 NA 3
"p" "p" 5308 5 11 96 4 4
"td" "kd" 34 NA 19 13 NA NA
"td" "ku" 42 NA 1 NA 3 NA
"td" "p" 654 NA 13 13 35 NA
"td" "td" 98 NA NA NA 1 4
"tu" "kd" 138 NA 4 4 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 475 1 1 4 1 NA
"tu" "td" 102 NA NA NA NA 7
"tu" "tu" 2970 NA 1 7 1 5
"kd" "kd" 35 2 4 1 NA NA
"ku" "kd" 188 NA 11 4 2 NA
"ku" "ku" 1282 9 10 11 4 4
"p" "kd" 426 3 16 9 NA NA
"p" "ku" 1534 10 4 22 1 5
"p" "p" 5266 4 8 114 2 4
"td" "kd" 42 NA NA NA 5 NA
"td" "ku" 30 NA NA NA 2 NA
"td" "p" 590 NA NA 5 21 NA
"td" "td" 160 NA NA 6 NA NA
"tu" "kd" 117 NA 1 2 NA NA
"tu" "p" 510 NA NA 4 NA NA
"tu" "td" 131 NA NA 1 NA 7
"tu" "tu" 2975 NA NA 14 6 3
"kd" "kd" 31 34 43 NA NA NA
"ku" "kd" 185 14 32 5 NA NA
"ku" "ku" 1298 8 15 9 NA NA
"p" "kd" 486 16 40 7 NA NA
"p" "ku" 1574 6 3 10 1 NA
"p" "p" 5163 5 21 103 1 1
"td" "kd" 70 NA 2 NA 1 NA
"td" "ku" 49 NA NA NA 4 NA
"td" "p" 661 NA NA 13 18 NA
"td" "td" 160 NA NA NA NA NA
"tu" "kd" 121 NA 1 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 533 NA 1 2 NA NA
"tu" "td" 106 NA NA NA NA 13
"tu" "tu" 3132 NA NA 10 2 2
"kd" "kd" 55 3 1 2 NA NA
"ku" "kd" 230 6 5 13 NA NA
"ku" "ku" 1260 10 5 16 2 3
"p" "kd" 494 1 17 21 NA NA
"p" "ku" 1626 1 6 17 3 2
"p" "p" 5193 7 14 81 1 1
"td" "kd" 38 NA 1 NA 7 NA
"td" "ku" 12 NA NA NA NA NA
"td" "p" 725 NA NA 3 20 NA
"td" "td" 140 NA NA NA NA 2
"tu" "kd" 99 NA 2 2 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 469 NA 1 7 NA 1
"tu" "td" 126 NA NA NA NA 7
"tu" "tu" 3238 NA NA 3 NA 8
"kd" "kd" 39 NA 38 10 NA NA
"ku" "kd" 185 2 15 2 NA NA
"ku" "ku" 1180 6 14 12 1 NA
"p" "kd" 492 10 19 23 NA NA
"p" "ku" 1735 9 2 12 NA 1
"p" "p" 5404 4 7 151 4 1
"td" "kd" 59 NA 2 NA 2 NA
"td" "ku" 50 NA 1 NA 1 NA
"td" "p" 699 NA 2 1 26 NA
"td" "td" 154 NA NA 5 NA NA
"tu" "kd" 93 NA 3 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 470 NA 1 4 NA NA
"tu" "td" 116 NA NA 1 NA 8
"tu" "tu" 3172 NA NA 8 4 3
"kd" "kd" 28 8 NA NA NA NA
"ku" "kd" 234 5 19 1 NA NA
"ku" "ku" 1285 7 17 8 NA 6
"p" "kd" 520 4 23 18 NA NA
"p" "ku" 1573 1 7 23 1 1
"p" "p" 5305 NA 11 130 NA 1
"td" "kd" 41 NA NA NA 4 NA
"td" "ku" 24 NA NA NA 1 NA
"td" "p" 621 NA 1 5 25 NA
"td" "td" 178 NA NA NA NA 1
"tu" "kd" 111 NA 3 NA NA NA
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 556 NA 1 3 NA NA
"tu" "td" 103 NA NA NA NA 2
"tu" "tu" 3158 NA NA 9 3 2
"kd" "kd" 66 15 NA NA NA NA
"ku" "kd" 212 3 19 5 3 NA
"ku" "ku" 1248 7 14 6 4 5
"p" "kd" 486 3 19 28 1 NA
"p" "ku" 1513 3 5 19 5 2
"p" "p" 5289 4 6 117 2 1
"td" "kd" 72 NA 4 NA 1 NA
"td" "ku" 52 NA NA NA 1 NA
"td" "p" 678 NA 4 6 13 NA
"td" "td" 202 NA NA NA NA 8
"tu" "kd" 93 NA 3 1 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 465 NA NA 8 NA NA
"tu" "td" 103 NA NA NA NA 3
"tu" "tu" 3130 1 NA 10 5 6
"kd" "kd" 28 3 10 NA NA NA
"ku" "kd" 238 5 21 4 NA NA
"ku" "ku" 1208 11 12 16 NA 1
"p" "kd" 501 1 25 13 NA NA
"p" "ku" 1459 7 1 22 NA 1
"p" "p" 5199 5 10 100 2 2
"td" "kd" 96 NA 9 2 2 NA
"td" "ku" 43 NA NA NA 1 NA
"td" "p" 668 NA 1 1 33 1
"td" "td" 164 NA NA NA 1 15
"tu" "kd" 114 NA 7 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 477 1 NA 2 NA NA
"tu" "td" 123 NA NA NA NA 7
"tu" "tu" 3157 NA 1 8 1 3
"kd" "kd" 20 5 35 NA NA NA
"ku" "kd" 214 2 21 12 NA NA
"ku" "ku" 1246 7 14 13 2 2
"p" "kd" 482 12 47 18 NA NA
"p" "ku" 1406 4 6 23 1 1
"p" "p" 5244 6 31 121 2 2
"td" "kd" 58 NA NA NA NA NA
"td" "ku" 39 NA NA NA 3 NA
"td" "p" 676 NA 1 11 26 NA
"td" "td" 185 NA NA NA 3 59
"tu" "kd" 108 NA 3 NA NA NA
"tu" "p" 547 NA NA 3 NA 1
"tu" "td" 113 NA NA NA NA 6
"tu" "tu" 3120 NA NA 11 2 6
"kd" "kd" 23 17 18 NA NA NA
"ku" "kd" 194 4 18 8 NA NA
"ku" "ku" 1137 10 10 18 3 1
"p" "kd" 523 12 16 15 NA NA
"p" "ku" 1542 1 4 20 NA 1
"p" "p" 5354 8 3 130 7 2
"td" "kd" 41 NA 2 1 NA NA
"td" "ku" 49 NA NA NA 1 NA
"td" "p" 690 NA 2 7 20 NA
"td" "td" 227 NA NA 1 NA 1
"tu" "kd" 97 NA 1 3 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 476 1 NA 8 1 NA
"tu" "td" 119 NA NA NA NA 3
"tu" "tu" 2980 NA NA 9 2 1
"kd" "kd" 69 NA 11 8 NA NA
"ku" "kd" 216 1 15 12 1 NA
"ku" "ku" 1274 5 5 11 5 1
"p" "kd" 479 2 22 30 NA NA
"p" "ku" 1575 5 1 13 4 2
"p" "p" 5322 4 17 130 10 5
"td" "kd" 68 NA 3 9 4 NA
"td" "ku" 43 NA NA NA 5 NA
"td" "p" 613 NA NA 5 37 NA
"td" "td" 185 NA NA NA 3 29
"tu" "kd" 113 NA 2 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 429 1 1 4 NA NA
"tu" "td" 116 NA NA 1 NA 10
"tu" "tu" 3025 3 1 12 1 7
"kd" "kd" 31 47 39 NA NA NA
"ku" "kd" 185 12 38 5 NA NA
"ku" "ku" 1187 18 13 7 1 1
"p" "kd" 479 11 28 11 NA NA
"p" "ku" 1339 7 2 17 NA NA
"p" "p" 5423 5 12 90 3 4
"td" "kd" 53 NA 5 NA 9 NA
"td" "ku" 19 NA NA NA 5 NA
"td" "p" 706 1 1 7 39 1
"td" "td" 135 NA NA NA 24 NA
"tu" "kd" 107 NA 5 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 500 NA NA 5 NA NA
"tu" "td" 96 NA NA 1 NA 6
"tu" "tu" 3072 NA NA 9 4 2
"kd" "kd" 38 5 8 NA NA NA
"ku" "kd" 229 3 31 1 NA NA
"ku" "ku" 1243 12 27 8 3 3
"p" "kd" 481 3 18 8 NA NA
"p" "ku" 1534 6 7 12 2 1
"p" "p" 5303 6 22 101 1 2
"td" "kd" 69 NA 4 NA NA NA
"td" "ku" 37 NA 3 NA 3 NA
"td" "p" 655 1 NA 5 26 NA
