"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"ku" "ku" 1173 17 18 13 NA 1
"p" "kd" 504 8 37 10 NA NA
"p" "ku" 1429 11 3 17 1 1
"p" "p" 5441 4 18 127 3 3
"td" "kd" 38 NA 2 NA NA NA
"td" "ku" 40 NA NA NA NA NA
"td" "p" 652 NA NA 8 24 NA
"td" "td" 240 NA NA NA 13 13
"tu" "kd" 92 NA NA NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 508 NA NA 7 1 1
"tu" "td" 131 1 NA NA NA 9
"tu" "tu" 3118 1 NA 13 4 7
"kd" "kd" 32 13 10 NA NA NA
"ku" "kd" 224 2 27 3 NA NA
"ku" "ku" 1221 10 7 12 2 1
"p" "kd" 515 5 18 10 NA NA
"p" "ku" 1717 5 2 13 1 3
"p" "p" 5356 5 11 92 NA NA
"td" "kd" 71 NA 6 1 NA NA
"td" "ku" 47 NA NA NA 3 NA
"td" "p" 706 NA NA 2 22 NA
"td" "td" 219 NA NA 4 NA 13
"tu" "kd" 88 NA 1 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 490 NA 1 3 NA 1
"tu" "td" 110 1 NA NA NA 11
"tu" "tu" 3284 NA 1 11 NA 4
"kd" "kd" 32 9 18 27 NA NA
"ku" "kd" 183 6 21 13 NA NA
"ku" "ku" 1092 10 14 12 NA 2
"p" "kd" 411 9 30 75 NA 4
"p" "ku" 1460 13 6 19 3 1
"p" "p" 5101 9 22 132 8 5
"td" "kd" 62 NA 12 NA NA NA
"td" "ku" 42 NA NA NA NA NA
"td" "p" 624 NA 8 9 45 3
"td" "td" 191 NA NA NA 14 12
"tu" "kd" 107 1 3 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 457 NA 3 3 1 1
"tu" "td" 99 NA NA NA NA 1
"tu" "tu" 3009 NA NA 8 1 5
"kd" "kd" 36 24 26 1 NA NA
"ku" "kd" 254 4 14 3 NA NA
"ku" "ku" 1306 8 14 13 1 1
"p" "kd" 521 12 34 18 NA NA
"p" "ku" 1716 3 14 23 1 1
"p" "p" 5374 2 10 132 3 1
"td" "kd" 68 NA 7 2 NA NA
"td" "ku" 37 NA 1 NA 1 NA
"td" "p" 673 NA 2 8 24 NA
"td" "td" 205 NA NA NA 10 4
"tu" "kd" 111 1 NA 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 509 NA NA 6 NA NA
"tu" "td" 109 NA NA NA NA 5
"tu" "tu" 3376 NA NA 10 NA 1
"kd" "kd" 35 10 6 NA NA NA
"ku" "kd" 272 7 7 5 1 NA
"ku" "ku" 1285 11 12 13 3 NA
"p" "kd" 468 2 23 30 NA NA
"p" "ku" 1481 2 2 23 1 NA
"p" "p" 5184 5 8 123 3 NA
"td" "kd" 68 NA 6 2 1 NA
"td" "ku" 25 NA 1 NA NA NA
"td" "p" 667 NA 1 5 28 NA
"td" "td" 154 NA NA NA 15 NA
"tu" "kd" 114 NA 1 6 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 543 NA 1 2 NA NA
"tu" "td" 103 NA NA NA NA 4
"tu" "tu" 3109 NA 1 4 3 4
"kd" "kd" 26 NA NA 1 NA NA
"ku" "kd" 193 2 18 7 NA NA
"ku" "ku" 1164 11 14 7 NA 1
"p" "kd" 472 NA 29 14 NA NA
"p" "ku" 1643 4 6 8 NA 1
"p" "p" 5450 2 7 99 4 3
"td" "kd" 70 NA 1 NA 4 NA
"td" "ku" 46 NA NA NA 2 NA
"td" "p" 713 NA 3 6 19 NA
"td" "td" 143 NA 1 NA NA 4
"tu" "kd" 99 NA 4 5 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 492 NA 1 3 NA 1
"tu" "td" 104 NA NA 1 NA 4
"tu" "tu" 3111 1 1 11 NA 5
"kd" "kd" 46 4 18 16 NA NA
"ku" "kd" 248 6 35 7 1 NA
"ku" "ku" 1246 8 27 5 NA 4
"p" "kd" 501 2 31 18 NA NA
"p" "ku" 1577 11 7 23 NA NA
"p" "p" 5290 9 16 110 3 4
"td" "kd" 62 1 11 2 1 NA
"td" "ku" 43 NA 3 NA 1 NA
"td" "p" 630 NA 3 2 21 4
"td" "td" 239 NA NA NA 32 47
"tu" "kd" 122 1 4 NA NA NA
"tu" "p" 473 NA NA 5 NA 1
"tu" "td" 140 NA NA NA NA 2
"tu" "tu" 3256 NA NA 5 2 4
"kd" "kd" 41 NA 1 NA NA NA
"ku" "kd" 236 NA 4 8 3 NA
"ku" "ku" 1124 3 5 15 8 2
"p" "kd" 515 NA 12 14 2 NA
"p" "ku" 1390 1 3 15 4 1
"p" "p" 5254 2 5 134 5 2
"td" "kd" 41 NA NA NA 1 NA
"td" "ku" 30 NA NA NA 1 NA
"td" "p" 649 NA NA 12 15 4
"td" "td" 98 NA NA 17 11 44
"tu" "kd" 123 NA 2 2 NA NA
"tu" "p" 482 NA NA 8 2 1
"tu" "td" 135 NA NA NA NA 7
"tu" "tu" 3176 NA NA 11 3 1
"kd" "kd" 35 3 7 NA NA NA
"ku" "kd" 162 1 24 7 NA NA
"ku" "ku" 1200 9 13 8 1 NA
"p" "kd" 445 1 18 13 NA NA
"p" "ku" 1562 7 8 19 NA 4
"p" "p" 5252 2 15 130 1 2
"td" "kd" 36 NA 1 NA 3 NA
"td" "ku" 26 NA NA NA 1 NA
"td" "p" 572 NA NA 13 22 NA
"td" "td" 159 NA NA NA 6 NA
"tu" "kd" 106 NA 3 2 NA NA
"tu" "p" 554 NA NA 9 NA NA
"tu" "td" 114 1 NA NA NA 8
"tu" "tu" 3111 1 NA 7 5 4
"kd" "kd" 17 21 37 NA NA NA
"ku" "kd" 211 7 37 4 NA NA
"ku" "ku" 1307 12 8 13 1 1
"p" "kd" 211 11 38 13 NA NA
"p" "ku" 1697 13 7 25 4 1
"p" "p" 5420 8 13 118 1 NA
"td" "kd" 40 NA 1 4 NA NA
"td" "ku" 35 NA NA 1 1 NA
"td" "p" 549 NA NA 5 26 1
"td" "td" 139 NA NA NA 3 1
"tu" "kd" 112 NA 4 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 474 NA 2 5 NA NA
"tu" "td" 144 1 NA NA NA 11
"tu" "tu" 3145 2 NA 7 3 5
"kd" "kd" 40 30 14 NA NA NA
"ku" "kd" 237 3 37 6 NA NA
"ku" "ku" 1220 10 26 11 NA 2
"p" "kd" 428 15 44 18 NA NA
"p" "ku" 1477 5 4 21 1 NA
"p" "p" 5211 11 19 183 1 4
"td" "kd" 69 1 5 NA NA NA
"td" "ku" 39 NA NA NA 3 NA
"td" "p" 629 NA NA 1 17 NA
"td" "td" 141 NA NA NA NA NA
"tu" "kd" 108 NA 2 NA NA NA
"tu" "p" 513 NA NA 7 NA 1
"tu" "td" 103 NA NA NA NA 4
"tu" "tu" 3018 1 NA 4 1 2
"kd" "kd" 39 36 48 NA NA NA
"ku" "kd" 193 12 28 10 1 NA
"ku" "ku" 1159 23 13 17 2 NA
"p" "kd" 429 20 30 9 3 NA
"p" "ku" 1444 7 9 13 1 NA
"p" "p" 5475 9 10 144 1 3
"td" "kd" 80 NA 2 NA 2 NA
"td" "ku" 44 NA NA NA NA NA
"td" "p" 655 NA 1 8 23 NA
"td" "td" 118 NA NA 1 14 13
"tu" "kd" 125 1 4 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 489 NA 1 1 NA NA
"tu" "td" 91 NA NA NA NA 3
"tu" "tu" 3055 NA 1 10 NA 5
"kd" "kd" 23 23 14 1 NA NA
"ku" "kd" 228 12 20 4 NA NA
"ku" "ku" 1105 9 10 12 3 3
"p" "kd" 481 5 19 9 NA NA
"p" "ku" 1407 9 5 14 NA 3
"p" "p" 5363 5 11 132 2 NA
"td" "kd" 62 NA 12 7 NA NA
"td" "ku" 33 NA NA NA 3 NA
"td" "p" 636 NA 5 1 27 1
"td" "td" 148 NA NA 1 13 NA
"tu" "kd" 104 NA 1 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 415 NA 1 1 1 2
"tu" "td" 104 NA NA NA NA 11
"tu" "tu" 2985 NA 1 7 4 5
"kd" "kd" 53 4 5 NA NA NA
"ku" "kd" 238 1 16 2 NA NA
"ku" "ku" 1225 9 12 13 1 1
"p" "kd" 494 2 20 32 NA NA
"p" "ku" 1384 5 7 23 NA 1
"p" "p" 5372 6 10 130 4 3
"td" "kd" 53 NA 2 NA NA NA
"td" "ku" 26 NA 1 NA 3 1
"td" "p" 686 NA NA 7 14 1
"td" "td" 93 NA NA 1 11 NA
"tu" "kd" 89 NA NA 3 NA NA
"tu" "p" 529 NA NA 1 NA NA
"tu" "td" 97 NA NA 1 1 6
"tu" "tu" 3134 NA NA 13 3 6
"kd" "kd" 47 1 4 NA NA NA
"ku" "kd" 185 1 9 2 NA NA
"ku" "ku" 1147 6 10 12 3 3
"p" "kd" 470 NA 19 10 1 NA
"p" "ku" 1529 5 1 16 2 4
"p" "p" 5292 1 18 153 2 6
"td" "kd" 55 NA NA 2 2 NA
"td" "ku" 45 NA NA NA 5 NA
"td" "p" 656 NA NA 4 31 NA
"td" "td" 104 NA NA NA 3 1
"tu" "kd" 108 NA 3 NA NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 520 NA 1 3 NA NA
"tu" "td" 118 NA NA NA NA 12
"tu" "tu" 3156 NA NA 7 1 3
"kd" "kd" 31 11 10 11 NA NA
"ku" "kd" 201 7 15 6 1 NA
"ku" "ku" 1280 10 9 16 1 5
"p" "kd" 450 4 20 23 1 NA
"p" "ku" 1721 9 7 15 NA 1
"p" "p" 5421 10 17 167 1 1
"td" "kd" 59 NA 1 2 NA NA
"td" "ku" 37 NA NA NA NA NA
"td" "p" 638 NA NA 12 16 NA
"td" "td" 188 NA NA 13 NA 12
"tu" "kd" 111 NA 2 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 494 NA 1 12 NA NA
"tu" "td" 87 NA NA NA NA 8
"tu" "tu" 3144 NA NA 10 4 1
"kd" "kd" 50 8 13 NA NA NA
"ku" "kd" 194 1 20 3 NA NA
"ku" "ku" 1288 11 5 15 NA NA
"p" "kd" 466 7 24 4 1 NA
"p" "ku" 1695 3 6 12 1 1
"p" "p" 5404 2 13 108 7 2
"td" "kd" 77 NA 6 NA NA NA
"td" "ku" 41 NA 1 1 2 NA
"td" "p" 686 NA 1 7 28 NA
"td" "td" 162 NA NA NA 10 4
"tu" "kd" 113 NA 3 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 486 NA 3 8 1 NA
"tu" "td" 130 NA NA NA NA 8
"tu" "tu" 3129 1 1 10 2 NA
"kd" "kd" 29 2 42 NA NA NA
"ku" "kd" 232 5 28 3 NA NA
"ku" "ku" 1094 5 12 10 3 NA
"p" "kd" 475 12 22 42 NA NA
"p" "ku" 1409 4 5 25 1 2
"p" "p" 5339 9 18 176 7 NA
"td" "kd" 66 NA 7 NA NA NA
"td" "ku" 48 NA NA NA NA NA
"td" "p" 741 NA NA 19 41 1
"td" "td" 130 NA NA NA 4 62
"tu" "kd" 108 NA 7 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 541 NA 2 6 NA NA
"tu" "td" 117 NA NA 2 NA 9
"tu" "tu" 3116 1 NA 14 2 6
"kd" "kd" 36 16 27 11 NA NA
"ku" "kd" 195 7 35 7 NA NA
"ku" "ku" 1288 12 16 18 1 NA
"p" "kd" 479 14 41 37 NA NA
"p" "ku" 1565 11 9 20 NA 3
"p" "p" 5370 11 27 135 1 3
"td" "kd" 61 NA NA NA NA NA
"td" "ku" 26 NA NA NA 1 NA
"td" "p" 687 NA NA 5 24 2
"td" "td" 123 NA NA NA 13 35
"tu" "kd" 78 NA 4 2 NA NA
"tu" "ku" 6 NA NA NA NA NA
"tu" "p" 503 NA 1 2 NA 1
"tu" "td" 162 NA NA NA NA 13
"tu" "tu" 3063 NA NA 8 1 8
"kd" "kd" 30 NA 29 NA NA NA
"ku" "kd" 216 1 16 1 NA NA
"ku" "ku" 1259 6 8 16 1 2
"p" "kd" 432 6 42 19 NA NA
"p" "ku" 1419 9 2 9 NA 1
"p" "p" 5247 8 7 141 1 5
"td" "kd" 34 NA 5 NA 1 NA
"td" "ku" 39 NA 1 NA 1 NA
"td" "p" 684 NA 2 6 29 1
"td" "td" 144 NA NA NA 11 2
"tu" "kd" 123 NA 4 3 NA NA
"tu" "p" 492 NA 1 3 NA NA
"tu" "td" 122 NA NA NA NA 9
"tu" "tu" 3035 NA 1 7 2 3
"kd" "kd" 48 15 15 13 NA NA
"ku" "kd" 221 10 24 13 NA NA
"ku" "ku" 1165 7 16 17 1 NA
"p" "kd" 440 3 8 13 NA NA
"p" "ku" 1652 6 3 25 1 1
"p" "p" 5398 1 12 152 4 1
"td" "kd" 41 NA NA NA NA NA
"td" "ku" 49 NA 2 NA 3 1
"td" "p" 610 NA NA 15 37 1
"td" "td" 222 NA NA NA 11 NA
"tu" "kd" 119 2 2 5 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 443 NA 1 5 NA NA
"tu" "td" 101 NA NA NA NA 5
"tu" "tu" 2902 NA 1 4 NA 1
"kd" "kd" 35 16 25 11 NA NA
"ku" "kd" 184 9 26 7 NA NA
"ku" "ku" 1216 12 16 20 1 1
"p" "kd" 440 13 28 9 NA NA
"p" "ku" 1396 10 9 24 4 2
"p" "p" 5364 7 14 167 4 2
"td" "kd" 54 NA 4 8 1 NA
"td" "ku" 29 NA NA 1 4 NA
"td" "p" 636 NA 1 9 37 NA
"td" "td" 140 NA NA NA 20 1
"tu" "kd" 105 NA 1 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 480 1 NA 8 NA 1
"tu" "td" 127 NA NA 1 NA 5
"tu" "tu" 3241 NA 1 16 NA 4
"kd" "kd" 23 14 1 NA NA NA
"ku" "kd" 202 5 29 4 NA NA
"ku" "ku" 1120 14 17 18 NA NA
"p" "kd" 493 3 37 24 NA NA
"p" "ku" 1477 13 6 13 NA 1
"p" "p" 5444 4 25 135 1 3
"td" "kd" 74 NA 19 NA NA NA
"td" "ku" 26 NA 1 2 2 NA
"td" "p" 640 NA 10 2 8 NA
"td" "td" 148 NA NA 7 NA NA
"tu" "kd" 110 NA 3 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 521 NA NA 2 NA 1
"tu" "td" 65 NA NA NA NA 7
"tu" "tu" 3254 2 1 11 3 2
"kd" "kd" 28 12 3 1 1 NA
"ku" "kd" 196 1 15 4 NA NA
"ku" "ku" 1195 23 9 13 NA 3
"p" "kd" 463 8 21 9 NA NA
"p" "ku" 1393 8 10 20 1 1
"p" "p" 5229 7 8 118 2 4
"td" "kd" 38 NA 8 1 NA NA
"td" "ku" 37 NA NA NA 2 2
"td" "p" 630 NA 3 11 23 2
"td" "td" 115 NA NA NA 9 NA
"tu" "kd" 116 NA 4 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 474 NA NA 4 NA NA
"tu" "td" 109 NA NA 1 NA 10
"tu" "tu" 3016 NA NA 6 1 6
"kd" "kd" 45 36 70 33 NA NA
"ku" "kd" 195 13 28 11 NA NA
"ku" "ku" 1206 10 14 11 1 3
"p" "kd" 456 18 34 26 NA NA
"p" "ku" 1671 12 6 25 1 1
"p" "p" 5233 9 17 139 2 1
"td" "kd" 62 NA 13 1 NA NA
"td" "ku" 42 NA NA NA NA NA
"td" "p" 670 NA 8 5 7 1
"td" "td" 83 NA NA NA 20 3
"tu" "kd" 113 1 1 1 NA NA
"tu" "p" 500 1 1 1 1 NA
"tu" "td" 133 NA NA NA NA 9
"tu" "tu" 2981 1 1 8 3 3
"kd" "kd" 38 20 38 17 NA NA
"ku" "kd" 206 16 23 15 1 NA
"ku" "ku" 1247 13 20 14 2 4
"p" "kd" 484 10 39 19 NA NA
"p" "ku" 1528 3 13 25 2 2
"p" "p" 5371 9 14 115 1 1
"td" "kd" 66 NA 22 1 2 NA
"td" "ku" 42 NA 1 NA 1 NA
"td" "p" 636 NA 7 7 33 NA
"td" "td" 96 NA NA NA 8 33
"tu" "kd" 98 NA 1 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 508 1 NA 1 NA 1
"tu" "td" 132 NA NA NA NA 13
"tu" "tu" 3115 2 2 12 2 2
"kd" "kd" 65 8 3 NA NA NA
"ku" "kd" 221 1 19 2 NA NA
"ku" "ku" 1336 16 6 15 1 3
"p" "kd" 492 4 16 10 NA NA
"p" "ku" 1693 12 5 21 1 NA
"p" "p" 5152 4 6 113 NA 2
"td" "kd" 42 NA 11 NA 3 2
"td" "ku" 35 NA NA NA 4 NA
"td" "p" 618 NA 7 4 20 NA
"td" "td" 119 NA NA NA NA 8
"tu" "kd" 98 NA NA 1 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 478 2 1 5 NA NA
"tu" "td" 128 NA NA 1 NA 7
"tu" "tu" 3080 NA NA 9 NA 2
"kd" "kd" 21 17 7 NA NA NA
"ku" "kd" 199 3 27 1 NA NA
"ku" "ku" 1122 15 5 15 NA 2
"p" "kd" 491 5 17 4 NA NA
"p" "ku" 1453 3 6 15 NA 1
"p" "p" 5468 7 4 142 5 1
"td" "kd" 68 NA 1 2 NA NA
"td" "ku" 35 NA NA NA NA NA
"td" "p" 660 NA NA 7 14 NA
"td" "td" 164 NA NA 13 1 20
"tu" "kd" 120 1 NA NA NA NA
"tu" "p" 524 NA NA 8 NA NA
"tu" "td" 108 NA NA NA NA 1
"tu" "tu" 3141 1 NA 10 3 1
"kd" "kd" 59 NA NA NA NA NA
"ku" "kd" 231 1 11 1 NA NA
"ku" "ku" 1181 9 6 8 1 2
"p" "kd" 471 NA 12 10 NA NA
"p" "ku" 1489 1 4 15 1 2
"p" "p" 5342 4 12 105 7 3
"td" "kd" 52 NA 7 NA 3 NA
"td" "ku" 41 NA 1 NA 4 NA
"td" "p" 669 NA 3 16 24 NA
"td" "td" 133 NA NA NA 18 NA
"tu" "kd" 113 NA 2 NA NA NA
"tu" "p" 562 NA NA 3 NA 5
"tu" "td" 125 NA NA NA NA 5
"tu" "tu" 3118 NA NA 12 5 4
"kd" "kd" 20 NA 7 NA NA NA
"ku" "kd" 207 2 22 1 NA NA
"ku" "ku" 1222 4 13 8 NA 3
"p" "kd" 428 1 18 9 NA NA
"p" "ku" 1602 7 4 23 NA NA
"p" "p" 5458 4 16 136 3 3
"td" "kd" 18 NA 15 NA NA NA
"td" "ku" 37 NA NA NA 1 NA
"td" "p" 675 NA 6 NA 38 NA
"td" "td" 119 NA NA NA NA 1
"tu" "kd" 117 NA 3 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 493 NA 1 2 1 NA
"tu" "td" 113 NA NA NA NA 9
"tu" "tu" 3153 NA 1 14 4 2
"kd" "kd" 67 11 26 7 NA NA
"ku" "kd" 228 4 36 6 1 NA
"ku" "ku" 1158 11 18 12 1 2
"p" "kd" 535 9 38 12 NA NA
"p" "ku" 1512 5 7 9 1 1
"p" "p" 5392 3 24 108 1 8
"td" "kd" 47 NA 7 NA 3 NA
"td" "ku" 36 NA NA NA 1 NA
"td" "p" 617 NA 5 3 57 NA
"td" "td" 190 NA NA NA 25 NA
"tu" "kd" 109 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 452 NA 1 2 NA 1
"tu" "td" 108 NA NA 1 1 5
"tu" "tu" 3225 NA 1 6 3 2
"kd" "kd" 48 7 15 1 NA NA
"ku" "kd" 216 1 23 6 NA NA
"ku" "ku" 1124 9 15 12 NA 3
"p" "kd" 450 2 43 8 NA NA
"p" "ku" 1400 2 7 16 1 3
"p" "p" 5351 3 37 127 5 1
"td" "kd" 46 NA 6 NA NA NA
"td" "ku" 45 NA 1 NA 2 NA
"td" "p" 672 NA NA 10 27 NA
"td" "td" 144 NA NA NA NA NA
"tu" "kd" 113 NA 4 NA NA NA
"tu" "p" 488 NA 1 3 NA 4
"tu" "td" 103 NA NA 1 NA 11
"tu" "tu" 3084 NA NA 10 2 6
"kd" "kd" 55 12 20 20 NA NA
"ku" "kd" 208 10 31 9 NA NA
"ku" "ku" 1182 9 8 8 NA 1
"p" "kd" 444 1 13 23 2 NA
"p" "ku" 1502 4 2 13 3 1
"p" "p" 5069 6 3 108 3 3
"td" "kd" 15 NA 1 NA 1 NA
"td" "ku" 31 NA NA NA 1 NA
"td" "p" 613 NA 2 3 45 NA
"td" "td" 131 NA NA NA 2 9
"tu" "kd" 114 NA 2 2 NA NA
"tu" "p" 479 NA NA 2 2 1
"tu" "td" 120 1 NA NA NA 13
"tu" "tu" 3205 NA NA 8 4 6
"kd" "kd" 26 26 25 25 NA NA
"ku" "kd" 222 3 24 7 NA NA
"ku" "ku" 1212 17 12 10 NA 2
"p" "kd" 480 13 25 32 NA NA
"p" "ku" 1551 15 6 21 2 1
"p" "p" 5319 4 8 111 2 2
"td" "kd" 41 NA 6 1 1 NA
"td" "ku" 35 NA NA NA NA NA
"td" "p" 663 NA 2 7 12 1
"td" "td" 83 NA NA NA 8 NA
"tu" "kd" 101 NA 1 2 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 453 NA 1 3 NA NA
"tu" "td" 113 NA NA NA NA 6
"tu" "tu" 3161 NA NA 11 6 7
"kd" "kd" 80 14 4 NA NA NA
"ku" "kd" 195 3 24 9 NA NA
"ku" "ku" 1312 18 14 13 6 NA
"p" "kd" 454 2 26 15 NA NA
"p" "ku" 1486 5 2 18 1 1
"p" "p" 5293 6 12 128 6 2
"td" "kd" 57 NA 10 NA NA NA
"td" "ku" 41 NA NA NA 1 NA
"td" "p" 592 NA 2 NA 29 NA
"td" "td" 110 NA NA NA 1 10
"tu" "kd" 100 NA 3 3 NA NA
"tu" "p" 474 NA NA 4 NA 3
"tu" "td" 80 NA NA NA NA 5
"tu" "tu" 3238 NA 1 10 1 4
"kd" "kd" 27 18 36 NA NA NA
"ku" "kd" 195 15 22 1 NA NA
"ku" "ku" 1231 9 14 11 1 3
"p" "kd" 479 18 8 14 NA NA
"p" "ku" 1571 6 7 15 1 2
"p" "p" 5329 3 7 135 NA 7
"td" "kd" 65 NA 1 5 NA NA
"td" "ku" 53 NA NA 1 1 NA
"td" "p" 701 NA NA 22 66 1
"td" "td" 197 NA NA NA 23 10
"tu" "kd" 98 1 2 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 455 NA 1 9 1 NA
"tu" "td" 114 NA NA NA NA 5
"tu" "tu" 3237 2 1 13 1 2
"kd" "kd" 31 28 26 26 NA NA
"ku" "kd" 209 2 31 3 1 NA
"ku" "ku" 1149 9 11 8 2 1
"p" "kd" 443 13 16 38 NA NA
"p" "ku" 1537 11 5 21 1 3
"p" "p" 5236 14 8 154 3 1
"td" "kd" 66 1 5 1 NA NA
"td" "ku" 46 NA NA NA NA NA
"td" "p" 657 1 1 4 18 NA
"td" "td" 267 NA NA NA NA 4
"tu" "kd" 107 NA 1 NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 508 NA NA 3 NA 2
"tu" "td" 114 1 NA NA NA 4
"tu" "tu" 3184 1 NA 9 1 6
"kd" "kd" 25 4 20 9 NA NA
"ku" "kd" 207 5 15 8 NA NA
"ku" "ku" 1263 14 6 11 4 1
"p" "kd" 501 7 20 26 NA NA
"p" "ku" 1483 3 3 23 2 2
"p" "p" 5240 4 6 140 4 4
"td" "kd" 60 NA 3 NA NA NA
"td" "ku" 28 NA NA NA NA NA
"td" "p" 633 NA 1 7 27 5
"td" "td" 120 NA NA 1 30 4
"tu" "kd" 107 1 1 1 NA NA
