"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"kd" "kd" 32 41 40 23 NA NA
"ku" "kd" 194 18 32 5 1 NA
"ku" "ku" 1304 16 22 13 1 2
"p" "kd" 465 12 32 23 NA NA
"p" "ku" 1599 6 10 18 1 NA
"p" "p" 5347 6 12 107 3 1
"td" "kd" 46 NA 2 3 NA NA
"td" "ku" 31 NA NA NA 1 NA
"td" "p" 632 NA 1 35 18 5
"td" "td" 171 NA NA NA 15 1
"tu" "kd" 91 1 1 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 495 NA NA 7 1 1
"tu" "td" 124 NA NA 1 NA 9
"tu" "tu" 3280 2 1 11 3 3
"kd" "kd" 35 23 18 18 NA NA
"ku" "kd" 241 6 15 13 NA NA
"ku" "ku" 1278 9 7 18 NA 1
"p" "kd" 478 10 24 19 NA NA
"p" "ku" 1680 1 7 22 NA NA
"p" "p" 5277 7 6 121 NA 3
"td" "kd" 54 NA 7 NA NA NA
"td" "ku" 42 NA NA 1 NA NA
"td" "p" 621 NA 2 20 43 NA
"td" "td" 167 NA NA NA NA 67
"tu" "kd" 126 NA 4 1 NA NA
"tu" "p" 493 1 1 8 NA 1
"tu" "td" 141 NA NA 1 NA 11
"tu" "tu" 3207 NA NA 11 2 2
"kd" "kd" 74 1 12 8 NA NA
"ku" "kd" 223 2 21 4 NA NA
"ku" "ku" 1222 6 13 10 2 2
"p" "kd" 490 1 15 30 NA NA
"p" "ku" 1552 9 3 25 NA 5
"p" "p" 5310 NA 14 121 1 4
"td" "kd" 65 NA 1 NA NA NA
"td" "ku" 33 NA NA NA NA NA
"td" "p" 723 1 NA 13 18 NA
"td" "td" 179 NA NA NA 3 NA
"tu" "kd" 130 NA 2 NA NA NA
"tu" "p" 536 NA NA 1 NA NA
"tu" "td" 133 NA NA NA NA 3
"tu" "tu" 3102 NA NA 15 4 8
"kd" "kd" 51 11 2 NA NA NA
"ku" "kd" 192 1 13 7 1 NA
"ku" "ku" 1190 10 6 6 NA 2
"p" "kd" 515 2 22 19 NA NA
"p" "ku" 1471 6 3 22 2 1
"p" "p" 5225 7 9 118 8 3
"td" "kd" 28 NA 1 2 3 NA
"td" "ku" 41 NA NA NA 3 NA
"td" "p" 681 NA NA 2 73 NA
"td" "td" 108 NA NA NA NA NA
"tu" "kd" 123 NA 1 2 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 457 NA NA 8 NA NA
"tu" "td" 103 NA NA NA NA 8
"tu" "tu" 3096 3 NA 13 2 4
"kd" "kd" 23 44 37 2 NA NA
"ku" "kd" 184 19 26 3 1 NA
"ku" "ku" 1193 12 14 6 NA 1
"p" "kd" 480 26 42 13 NA NA
"p" "ku" 1585 11 12 14 1 NA
"p" "p" 5302 8 5 105 1 1
"td" "kd" 110 NA 15 NA 3 NA
"td" "ku" 36 NA 2 NA 1 NA
"td" "p" 650 NA 4 3 40 NA
"td" "td" 178 NA NA NA NA 1
"tu" "kd" 100 NA 3 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 506 NA 1 3 1 1
"tu" "td" 106 NA NA 1 NA 6
"tu" "tu" 3146 NA NA 10 6 1
"kd" "kd" 47 2 12 NA NA NA
"ku" "kd" 194 NA 32 7 NA NA
"ku" "ku" 1237 6 20 6 NA NA
"p" "kd" 455 1 25 13 NA NA
"p" "ku" 1530 12 5 11 NA NA
"p" "p" 5307 3 14 136 1 1
"td" "kd" 88 NA 6 4 NA NA
"td" "ku" 35 NA NA NA NA NA
"td" "p" 691 NA 2 9 21 NA
"td" "td" 155 NA NA NA NA 61
"tu" "kd" 108 NA 4 4 NA NA
"tu" "p" 494 NA 1 3 NA 1
"tu" "td" 117 NA NA NA 1 4
"tu" "tu" 3214 NA 2 8 3 2
"kd" "kd" 31 3 35 NA NA NA
"ku" "kd" 208 4 28 4 NA NA
"ku" "ku" 1128 4 14 8 1 1
"p" "kd" 441 13 36 45 NA NA
"p" "ku" 1562 12 7 28 NA 1
"p" "p" 5277 3 23 151 1 3
"td" "kd" 63 NA 9 1 NA NA
"td" "ku" 43 NA 1 NA 2 NA
"td" "p" 628 NA NA 10 29 1
"td" "td" 135 NA NA NA 21 NA
"tu" "kd" 98 1 6 2 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 482 NA 1 11 NA 1
"tu" "td" 120 NA NA NA NA 3
"tu" "tu" 3138 NA NA 10 3 3
"kd" "kd" 44 33 54 37 NA NA
"ku" "kd" 242 13 28 19 NA NA
"ku" "ku" 1212 11 12 9 1 NA
"p" "kd" 470 45 50 19 NA NA
"p" "ku" 1624 9 10 17 2 NA
"p" "p" 5297 6 18 106 NA 4
"td" "kd" 51 NA 9 NA 3 NA
"td" "ku" 42 NA 1 NA NA NA
"td" "p" 594 NA NA 9 21 2
"td" "td" 191 NA 1 NA 8 18
"tu" "kd" 123 NA 1 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 443 NA NA 2 NA NA
"tu" "td" 141 NA NA NA NA 11
"tu" "tu" 3150 NA 2 3 3 2
"kd" "kd" 37 11 9 3 NA NA
"ku" "kd" 208 5 23 6 NA NA
"ku" "ku" 1178 18 12 12 3 NA
"p" "kd" 501 1 18 14 NA NA
"p" "ku" 1555 3 6 23 1 2
"p" "p" 5451 7 11 107 3 NA
"td" "kd" 29 NA 14 14 4 NA
"td" "ku" 21 NA NA NA 4 NA
"td" "p" 624 NA 8 12 18 NA
"td" "td" 216 NA NA NA 39 1
"tu" "kd" 104 NA 3 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 532 NA 1 5 NA NA
"tu" "td" 120 NA NA NA NA 13
"tu" "tu" 3047 NA NA 13 3 1
"kd" "kd" 37 7 24 NA NA NA
"ku" "kd" 226 9 21 NA NA NA
"ku" "ku" 1207 14 8 5 5 NA
"p" "kd" 524 2 21 5 NA NA
"p" "ku" 1597 7 7 15 NA 1
"p" "p" 5334 6 7 116 6 3
"td" "kd" 57 NA 3 3 3 NA
"td" "ku" 27 NA NA NA 2 NA
"td" "p" 688 NA 1 4 32 1
"td" "td" 247 NA NA NA 35 1
"tu" "kd" 101 NA 1 2 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 493 NA NA 2 NA NA
"tu" "td" 145 NA NA 1 NA 9
"tu" "tu" 3164 NA NA 7 1 3
"kd" "kd" 35 NA 19 6 NA NA
"ku" "kd" 203 2 22 6 NA NA
"ku" "ku" 1300 5 9 11 3 4
"p" "kd" 466 12 21 34 NA NA
"p" "ku" 1535 7 7 27 NA 1
"p" "p" 5133 6 9 149 1 2
"td" "kd" 48 NA NA 1 1 NA
"td" "ku" 38 NA NA NA 5 NA
"td" "p" 655 NA 1 1 23 1
"td" "td" 146 NA NA NA 29 2
"tu" "kd" 106 NA 2 4 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 497 NA NA 3 NA NA
"tu" "td" 118 NA NA NA NA 8
"tu" "tu" 3210 1 NA 9 1 3
"kd" "kd" 37 4 2 NA NA NA
"ku" "kd" 219 1 18 3 NA NA
"ku" "ku" 1197 7 4 11 NA 1
"p" "kd" 485 1 13 10 NA NA
"p" "ku" 1509 3 4 19 NA 3
"p" "p" 5305 2 10 104 NA 1
"td" "kd" 57 NA 5 NA 1 NA
"td" "ku" 25 NA NA NA 1 NA
"td" "p" 600 NA 2 7 13 NA
"td" "td" 195 NA NA 20 1 2
"tu" "kd" 93 NA 1 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 537 NA 1 5 NA 1
"tu" "td" 114 1 NA NA NA 5
"tu" "tu" 3040 NA 1 13 4 NA
"kd" "kd" 35 9 17 NA NA NA
"ku" "kd" 260 2 27 4 NA NA
"ku" "ku" 1177 11 16 9 1 2
"p" "kd" 491 1 34 10 NA NA
"p" "ku" 1470 3 5 19 NA NA
"p" "p" 5264 5 12 130 2 3
"td" "kd" 59 NA 9 NA NA NA
"td" "ku" 36 NA 1 NA NA NA
"td" "p" 650 NA 6 13 30 NA
"td" "td" 137 NA NA NA 5 11
"tu" "kd" 99 1 4 3 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 527 NA 3 7 2 NA
"tu" "td" 100 NA NA 1 NA 8
"tu" "tu" 2981 NA NA 4 1 7
"kd" "kd" 42 NA 6 NA NA NA
"ku" "kd" 226 1 30 3 NA NA
"ku" "ku" 1216 9 16 7 2 NA
"p" "kd" 474 NA 36 9 NA NA
"p" "ku" 1512 3 2 9 1 1
"p" "p" 5210 1 17 115 3 1
"td" "kd" 81 NA NA NA 1 NA
"td" "ku" 22 NA NA NA 1 NA
"td" "p" 711 NA NA NA 27 NA
"td" "td" 131 NA NA NA 2 NA
"tu" "kd" 107 NA 3 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 521 NA NA 4 NA NA
"tu" "td" 118 NA NA NA NA 2
"tu" "tu" 3106 NA NA 8 1 6
"kd" "kd" 31 22 38 NA NA NA
"ku" "kd" 220 14 38 12 NA NA
"ku" "ku" 1177 26 22 18 4 2
"p" "kd" 487 11 20 18 1 NA
"p" "ku" 1487 3 9 16 1 4
"p" "p" 5306 4 10 100 NA NA
"td" "kd" 69 NA 1 NA 1 NA
"td" "ku" 32 NA NA NA 1 NA
"td" "p" 674 NA 1 3 20 NA
"td" "td" 210 NA NA 11 NA 59
"tu" "kd" 103 1 2 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 541 NA 1 3 NA 1
"tu" "td" 105 NA NA NA NA 3
"tu" "tu" 3154 NA 1 8 NA 5
"kd" "kd" 38 8 14 NA NA NA
"ku" "kd" 202 3 33 5 NA NA
"ku" "ku" 1265 7 12 12 3 3
"p" "kd" 476 5 34 8 NA NA
"p" "ku" 1593 7 11 11 NA 3
"p" "p" 5316 6 17 115 1 2
"td" "kd" 51 NA 5 NA NA NA
"td" "ku" 11 NA NA NA 1 NA
"td" "p" 703 NA NA 3 15 NA
"td" "td" 231 NA NA NA 17 NA
"tu" "kd" 135 NA 1 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 490 1 1 5 1 1
"tu" "td" 154 NA NA NA NA 7
"tu" "tu" 3045 1 NA 10 NA 1
"kd" "kd" 33 2 5 NA NA NA
"ku" "kd" 161 3 16 3 NA NA
"ku" "ku" 1213 13 7 10 3 5
"p" "kd" 406 1 25 18 2 NA
"p" "ku" 1500 4 10 17 2 1
"p" "p" 5419 3 11 117 1 NA
"td" "kd" 63 NA 22 NA 3 NA
"td" "ku" 28 NA 1 1 NA NA
"td" "p" 660 NA 11 7 16 NA
"td" "td" 131 NA NA 3 3 3
"tu" "kd" 102 NA 6 4 NA NA
"tu" "p" 474 NA 1 5 1 3
"tu" "td" 100 NA NA 1 NA 5
"tu" "tu" 3177 NA NA 4 NA 4
"kd" "kd" 40 NA 5 7 NA NA
"ku" "kd" 199 NA 21 9 NA NA
"ku" "ku" 1169 2 12 10 2 2
"p" "kd" 512 NA 14 13 NA NA
"p" "ku" 1543 6 2 14 NA 1
"p" "p" 5304 1 16 126 2 8
"td" "kd" 36 NA 8 NA NA NA
"td" "ku" 34 NA 1 NA NA NA
"td" "p" 655 NA 1 2 26 1
"td" "td" 139 NA NA NA 23 1
"tu" "kd" 97 NA NA NA 1 NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 514 NA 1 2 1 1
"tu" "td" 104 NA NA NA NA 6
"tu" "tu" 3271 NA NA 11 4 8
"kd" "kd" 36 1 5 NA NA NA
"ku" "kd" 217 1 22 5 3 NA
"ku" "ku" 1217 8 15 17 NA 4
"p" "kd" 495 3 10 20 1 NA
"p" "ku" 1471 5 3 20 NA NA
"p" "p" 5323 2 6 148 1 5
"td" "kd" 85 NA 1 1 3 NA
"td" "ku" 31 NA NA NA 3 NA
"td" "p" 585 NA NA 3 41 NA
"td" "td" 95 NA NA NA NA NA
"tu" "kd" 101 NA 9 1 NA NA
"tu" "p" 487 NA NA 2 NA NA
"tu" "td" 127 NA NA NA NA 7
"tu" "tu" 3194 1 1 11 NA 7
"kd" "kd" 43 43 29 NA NA NA
"ku" "kd" 191 14 31 3 NA NA
"ku" "ku" 1123 6 9 6 1 2
"p" "kd" 475 15 42 7 NA NA
"p" "ku" 1414 5 7 14 NA 1
"p" "p" 5347 6 18 109 4 2
"td" "kd" 48 NA NA NA 3 NA
"td" "ku" 30 NA NA NA 1 NA
"td" "p" 610 NA 1 5 30 1
"td" "td" 158 NA NA NA NA 2
"tu" "kd" 92 NA 1 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 458 NA NA 9 NA 3
"tu" "td" 109 NA NA NA NA 14
"tu" "tu" 3085 1 1 16 3 2
"kd" "kd" 31 6 8 NA NA NA
"ku" "kd" 178 3 8 9 NA NA
"ku" "ku" 1298 16 10 14 1 1
"p" "kd" 448 7 22 29 NA NA
"p" "ku" 1722 13 5 14 1 NA
"p" "p" 5459 8 9 120 5 4
"td" "kd" 53 NA 6 6 1 NA
"td" "ku" 42 NA 1 1 2 NA
"td" "p" 669 NA 1 3 22 NA
"td" "td" 206 NA NA NA 10 NA
"tu" "kd" 130 1 4 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 432 NA 1 1 NA 1
"tu" "td" 98 NA NA NA NA 11
"tu" "tu" 3062 1 1 14 2 3
"kd" "kd" 34 13 NA 11 NA NA
"ku" "kd" 209 5 28 13 1 NA
"ku" "ku" 1089 8 9 10 1 4
"p" "kd" 507 2 29 43 NA NA
"p" "ku" 1446 5 4 18 1 5
"p" "p" 5382 4 27 176 5 1
"td" "kd" 52 NA 5 NA 1 NA
"td" "ku" 40 1 1 NA 3 NA
"td" "p" 625 NA 4 17 41 NA
"td" "td" 291 NA NA NA 1 1
"tu" "kd" 105 NA 4 6 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 429 NA 3 12 NA NA
"tu" "td" 88 NA NA NA NA 12
"tu" "tu" 3091 NA NA 6 5 2
"kd" "kd" 26 9 6 7 NA NA
"ku" "kd" 192 1 23 10 1 NA
"ku" "ku" 1142 13 17 13 3 2
"p" "kd" 492 2 30 17 1 NA
"p" "ku" 1597 10 9 19 2 2
"p" "p" 5246 5 16 143 5 4
"td" "kd" 41 NA 3 NA 2 NA
"td" "ku" 25 NA 1 1 3 NA
"td" "p" 623 NA 3 3 42 NA
"td" "td" 186 NA NA NA 1 NA
"tu" "kd" 125 NA 1 1 1 NA
"tu" "p" 545 1 4 3 NA 3
"tu" "td" 139 1 NA NA NA 17
"tu" "tu" 3355 NA 1 12 2 6
"kd" "kd" 31 7 NA 12 NA NA
"ku" "kd" 208 2 19 12 NA NA
"ku" "ku" 1284 6 9 9 NA 2
"p" "kd" 460 1 17 30 NA NA
"p" "ku" 1558 10 6 19 NA 1
"p" "p" 5165 8 30 113 1 4
"td" "kd" 48 NA 3 NA NA NA
"td" "ku" 29 NA 2 NA NA NA
"td" "p" 628 NA 1 15 23 NA
"td" "td" 180 NA NA NA 2 3
"tu" "kd" 83 NA 2 1 NA NA
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 486 NA NA 3 1 2
"tu" "td" 128 NA NA 2 NA 7
"tu" "tu" 2919 2 NA 6 2 5
"kd" "kd" 36 19 23 NA NA NA
"ku" "kd" 243 8 22 3 NA NA
"ku" "ku" 1196 10 8 10 NA NA
"p" "kd" 485 6 22 11 NA NA
"p" "ku" 1536 7 7 15 1 NA
"p" "p" 5220 7 23 129 5 4
"td" "kd" 62 NA NA NA NA NA
"td" "ku" 24 NA NA NA NA NA
"td" "p" 679 NA NA 19 34 NA
"td" "td" 182 NA NA NA NA 4
"tu" "kd" 96 1 1 NA NA NA
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 490 NA NA 5 NA NA
"tu" "td" 134 NA NA NA NA 16
"tu" "tu" 3076 NA 1 11 2 5
"kd" "kd" 40 14 14 NA NA NA
"ku" "kd" 221 10 31 7 NA NA
"ku" "ku" 1209 29 16 16 1 1
"p" "kd" 466 7 27 13 NA NA
"p" "ku" 1554 10 5 11 NA 1
"p" "p" 5334 3 2 98 NA 4
"td" "kd" 64 NA NA 1 NA NA
"td" "ku" 37 NA NA NA NA NA
"td" "p" 622 NA NA 4 24 1
"td" "td" 219 NA NA 1 NA 5
"tu" "kd" 106 1 2 NA 1 NA
"tu" "p" 520 1 1 4 NA NA
"tu" "td" 114 NA NA NA NA 7
"tu" "tu" 3077 1 NA 8 NA 2
"kd" "kd" 46 37 42 5 NA NA
"ku" "kd" 232 16 38 8 NA NA
"ku" "ku" 1265 7 16 7 1 5
"p" "kd" 527 18 35 13 NA NA
"p" "ku" 1578 7 6 15 NA 1
"p" "p" 5398 4 19 128 3 5
"td" "kd" 47 NA 6 NA 1 NA
"td" "ku" 31 NA 2 NA 1 NA
"td" "p" 661 NA 3 4 31 3
"td" "td" 142 NA NA NA 17 64
"tu" "kd" 130 NA 4 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 494 NA NA 4 NA NA
"tu" "td" 130 NA NA NA NA 9
"tu" "tu" 3189 NA 2 8 2 10
"kd" "kd" 26 7 12 5 NA NA
"ku" "kd" 183 3 13 4 NA NA
"ku" "ku" 1150 9 11 8 2 2
"p" "kd" 465 4 25 28 NA NA
"p" "ku" 1502 12 5 13 1 5
"p" "p" 5282 2 11 118 1 3
"td" "kd" 41 NA 4 2 1 NA
"td" "ku" 36 NA NA 1 1 NA
"td" "p" 693 NA NA 3 21 NA
"td" "td" 144 NA NA 7 12 7
"tu" "kd" 124 NA 1 2 NA NA
"tu" "p" 522 NA NA 7 1 NA
"tu" "td" 123 NA NA 1 NA 6
"tu" "tu" 2972 NA NA 6 NA 6
"kd" "kd" 38 3 4 1 NA NA
"ku" "kd" 208 NA 13 2 2 NA
"ku" "ku" 1184 19 11 12 2 NA
"p" "kd" 443 2 19 17 2 NA
"p" "ku" 1560 7 4 22 1 1
"p" "p" 5178 7 12 123 7 1
"td" "kd" 64 NA 22 NA 20 NA
"td" "ku" 63 NA 3 1 4 NA
"td" "p" 648 NA 8 4 16 NA
"td" "td" 210 NA NA NA 1 NA
"tu" "kd" 89 NA 1 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 498 NA NA 2 NA NA
"tu" "td" 104 NA NA NA NA 10
"tu" "tu" 2971 NA NA 12 2 2
"kd" "kd" 36 33 23 24 NA NA
"ku" "kd" 188 3 17 6 NA NA
"ku" "ku" 1146 8 10 9 NA 2
"p" "kd" 471 12 22 19 NA NA
"p" "ku" 1456 8 6 14 NA NA
"p" "p" 5283 1 4 113 3 1
"td" "kd" 45 NA 8 NA NA NA
"td" "ku" 36 NA NA NA 1 NA
"td" "p" 670 NA 2 NA 14 1
"td" "td" 244 NA NA 7 NA 7
"tu" "kd" 100 1 4 1 NA NA
"tu" "p" 503 NA NA 5 NA 2
"tu" "td" 104 NA NA NA NA 4
"tu" "tu" 3043 NA NA 5 4 3
"kd" "kd" 35 8 6 NA NA NA
"ku" "kd" 240 3 14 5 NA NA
"ku" "ku" 1205 9 14 11 1 2
"p" "kd" 519 NA 29 11 NA NA
"p" "ku" 1561 2 7 26 3 3
"p" "p" 5312 6 13 94 NA 2
"td" "kd" 67 NA 21 26 NA NA
"td" "ku" 34 NA NA NA 1 NA
"td" "p" 648 NA 7 11 32 NA
"td" "td" 162 NA NA NA 25 NA
"tu" "kd" 90 NA 2 2 NA NA
"tu" "p" 520 NA 1 2 1 NA
"tu" "td" 147 NA NA NA NA 10
"tu" "tu" 3223 1 NA 16 4 5
"kd" "kd" 31 14 22 2 NA NA
"ku" "kd" 189 5 26 3 NA NA
"ku" "ku" 1243 5 16 7 3 2
"p" "kd" 464 11 25 6 NA NA
"p" "ku" 1549 2 6 15 NA 1
"p" "p" 5262 5 7 127 NA 1
"td" "kd" 89 NA 3 11 1 NA
"td" "ku" 40 NA NA NA 1 NA
"td" "p" 631 NA 1 22 23 1
"td" "td" 181 NA NA NA 76 7
"tu" "kd" 102 1 2 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 528 1 1 NA NA NA
"tu" "td" 150 NA NA NA 1 6
"tu" "tu" 3230 1 1 7 5 3
"kd" "kd" 18 1 4 NA NA NA
"ku" "kd" 198 1 15 2 NA NA
"ku" "ku" 1171 18 13 4 4 4
"p" "kd" 487 NA 3 21 NA NA
"p" "ku" 1502 3 3 17 1 1
"p" "p" 5347 3 10 97 2 1
"td" "kd" 53 NA 1 2 NA NA
"td" "ku" 43 NA NA NA 2 NA
"td" "p" 623 NA 2 6 26 1
