"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"ku" "ku" 1240 4 9 9 NA 3
"p" "kd" 486 4 11 19 NA NA
"p" "ku" 1464 4 2 8 NA 1
"p" "p" 5034 2 15 92 2 2
"td" "kd" 61 NA 15 9 1 NA
"td" "ku" 39 NA 3 1 1 NA
"td" "p" 671 NA 14 10 17 NA
"td" "td" 139 NA NA 2 13 2
"tu" "kd" 101 NA 4 9 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 463 NA 1 5 NA 1
"tu" "td" 140 NA NA NA NA 7
"tu" "tu" 3074 NA 1 3 5 4
"kd" "kd" 47 3 7 NA NA NA
"ku" "kd" 194 6 15 6 NA NA
"ku" "ku" 1243 13 4 6 1 2
"p" "kd" 433 1 12 17 NA NA
"p" "ku" 1623 6 5 10 1 1
"p" "p" 5408 1 8 96 5 3
"td" "kd" 70 NA 4 1 NA NA
"td" "ku" 25 NA 1 1 2 NA
"td" "p" 661 NA NA 7 18 NA
"td" "td" 195 NA NA NA 32 NA
"tu" "kd" 129 1 1 2 NA NA
"tu" "p" 526 NA NA 1 NA NA
"tu" "td" 124 NA NA NA NA 12
"tu" "tu" 3276 NA NA 11 2 6
"kd" "kd" 34 11 13 NA NA NA
"ku" "kd" 193 5 34 5 3 NA
"ku" "ku" 1353 8 28 14 5 2
"p" "kd" 516 4 18 5 NA NA
"p" "ku" 1429 11 5 5 1 NA
"p" "p" 5265 5 8 69 3 4
"td" "kd" 43 NA 10 NA 1 NA
"td" "ku" 38 NA 1 NA 1 NA
"td" "p" 672 NA 6 3 30 NA
"td" "td" 163 NA NA NA 17 11
"tu" "kd" 128 1 6 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 451 NA NA 4 NA NA
"tu" "td" 125 NA NA NA NA 9
"tu" "tu" 3215 NA 1 9 3 2
"kd" "kd" 39 21 5 NA NA NA
"ku" "kd" 196 2 31 4 NA NA
"ku" "ku" 1292 16 16 17 3 3
"p" "kd" 432 3 23 14 NA NA
"p" "ku" 1618 4 10 18 NA 1
"p" "p" 5305 3 11 100 7 NA
"td" "kd" 61 NA 9 1 1 NA
"td" "ku" 32 NA NA 1 1 NA
"td" "p" 673 NA 4 7 23 NA
"td" "td" 186 NA NA 1 29 2
"tu" "kd" 109 NA 4 NA NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 520 1 NA 3 NA 1
"tu" "td" 114 NA NA NA NA 5
"tu" "tu" 3236 NA 2 7 3 3
"kd" "kd" 40 24 32 15 NA NA
"ku" "kd" 243 14 27 4 NA NA
"ku" "ku" 1186 18 15 17 3 2
"p" "kd" 448 16 13 27 1 NA
"p" "ku" 1588 10 6 31 1 1
"p" "p" 5514 7 15 146 2 3
"td" "kd" 42 NA 5 1 2 NA
"td" "ku" 36 NA 1 1 3 NA
"td" "p" 732 NA 2 11 30 NA
"td" "td" 124 NA NA NA 2 32
"tu" "kd" 106 NA 1 NA NA NA
"tu" "p" 468 NA NA 3 NA 1
"tu" "td" 138 1 NA NA NA 8
"tu" "tu" 3030 NA 3 17 2 8
"kd" "kd" 39 NA 30 NA NA NA
"ku" "kd" 209 4 24 1 1 NA
"ku" "ku" 1191 6 12 8 2 1
"p" "kd" 472 9 22 20 NA NA
"p" "ku" 1496 3 7 17 2 1
"p" "p" 5325 3 12 138 2 2
"td" "kd" 63 NA NA NA 3 NA
"td" "ku" 34 NA NA NA 3 NA
"td" "p" 601 NA NA 1 40 NA
"td" "td" 156 NA NA NA 14 15
"tu" "kd" 113 NA 1 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 475 NA NA 3 NA 3
"tu" "td" 96 NA NA NA NA 8
"tu" "tu" 3223 1 2 5 1 3
"kd" "kd" 32 19 45 NA NA NA
"ku" "kd" 244 11 25 4 NA NA
"ku" "ku" 1159 13 13 19 4 2
"p" "kd" 475 18 28 12 NA NA
"p" "ku" 1392 3 7 18 1 5
"p" "p" 5054 4 12 101 1 2
"td" "kd" 58 NA 4 NA 3 NA
"td" "ku" 27 NA NA NA 3 1
"td" "p" 609 NA 2 1 34 1
"td" "td" 159 NA NA 1 NA 10
"tu" "kd" 103 NA 3 1 NA NA
"tu" "p" 516 NA NA 3 NA NA
"tu" "td" 110 NA NA NA NA 8
"tu" "tu" 3086 1 NA 7 1 3
"kd" "kd" 65 4 5 NA NA NA
"ku" "kd" 228 1 17 NA NA NA
"ku" "ku" 1264 5 7 12 3 1
"p" "kd" 454 2 14 11 NA NA
"p" "ku" 1462 3 3 20 1 1
"p" "p" 5351 4 7 124 1 3
"td" "kd" 59 NA 2 NA NA NA
"td" "ku" 25 NA NA NA NA NA
"td" "p" 616 NA 1 4 14 NA
"td" "td" 179 NA NA NA NA 30
"tu" "kd" 90 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 508 NA NA 2 NA 1
"tu" "td" 107 NA NA NA NA 10
"tu" "tu" 3051 NA NA 8 1 5
"kd" "kd" 29 36 68 NA NA NA
"ku" "kd" 224 16 32 4 NA NA
"ku" "ku" 1334 13 11 13 2 NA
"p" "kd" 474 29 36 28 1 NA
"p" "ku" 1668 1 5 25 NA 3
"p" "p" 5269 9 14 107 8 4
"td" "kd" 43 NA 7 1 9 NA
"td" "ku" 30 NA NA NA 1 NA
"td" "p" 660 NA 1 2 26 1
"td" "td" 178 NA NA NA 2 17
"tu" "kd" 102 NA 3 1 NA NA
"tu" "p" 491 NA 1 7 1 NA
"tu" "td" 143 NA NA NA NA 3
"tu" "tu" 3240 NA NA 11 3 1
"kd" "kd" 30 9 5 NA NA NA
"ku" "kd" 223 2 20 5 NA NA
"ku" "ku" 1225 14 9 7 1 1
"p" "kd" 473 5 20 21 NA NA
"p" "ku" 1461 5 3 20 1 5
"p" "p" 5179 10 11 122 3 10
"td" "kd" 49 NA 6 NA NA NA
"td" "ku" 52 NA 1 NA NA NA
"td" "p" 652 NA 3 11 19 NA
"td" "td" 207 NA NA 6 11 6
"tu" "kd" 97 NA 5 NA NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 489 NA 1 2 NA NA
"tu" "td" 114 NA NA 1 NA 10
"tu" "tu" 3134 NA 2 11 5 7
"kd" "kd" 68 5 4 4 NA NA
"ku" "kd" 186 2 19 7 NA NA
"ku" "ku" 1168 6 18 11 1 NA
"p" "kd" 523 1 26 20 NA NA
"p" "ku" 1483 10 5 16 NA 1
"p" "p" 5311 4 10 124 1 NA
"td" "kd" 51 NA 12 NA 1 NA
"td" "ku" 25 NA 1 NA NA NA
"td" "p" 648 NA 2 13 14 NA
"td" "td" 88 NA 1 NA NA NA
"tu" "kd" 107 NA 4 NA NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 465 NA 1 5 NA NA
"tu" "td" 92 NA NA NA NA 4
"tu" "tu" 3295 NA NA 6 2 1
"kd" "kd" 60 15 23 NA NA NA
"ku" "kd" 208 3 34 3 NA NA
"ku" "ku" 1292 22 12 10 2 2
"p" "kd" 508 3 30 11 NA NA
"p" "ku" 1676 7 7 24 1 1
"p" "p" 5296 4 18 142 NA 5
"td" "kd" 38 NA 9 1 5 NA
"td" "ku" 39 NA NA NA 1 NA
"td" "p" 648 NA 1 4 29 NA
"td" "td" 141 NA NA NA NA 14
"tu" "kd" 114 NA 6 NA NA NA
"tu" "p" 433 2 1 2 NA NA
"tu" "td" 106 NA NA NA NA 9
"tu" "tu" 3003 1 1 9 4 NA
"kd" "kd" 45 18 13 NA NA NA
"ku" "kd" 210 1 22 2 NA NA
"ku" "ku" 1212 3 8 15 NA 2
"p" "kd" 467 7 27 10 NA NA
"p" "ku" 1463 3 3 19 1 1
"p" "p" 5246 2 15 124 3 3
"td" "kd" 42 NA 1 6 NA NA
"td" "ku" 47 NA NA NA 1 NA
"td" "p" 678 NA NA 4 23 NA
"td" "td" 215 NA NA NA NA 1
"tu" "kd" 115 NA 4 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 501 NA NA 8 NA NA
"tu" "td" 114 NA NA NA NA 8
"tu" "tu" 3272 NA NA 11 2 1
"kd" "kd" 37 2 8 4 NA NA
"ku" "kd" 199 4 15 10 NA NA
"ku" "ku" 1165 6 5 11 NA 2
"p" "kd" 456 4 25 32 NA NA
"p" "ku" 1549 2 1 10 1 1
"p" "p" 5235 3 11 89 1 5
"td" "kd" 59 NA 3 NA NA NA
"td" "ku" 43 NA NA NA 1 NA
"td" "p" 694 NA NA 5 25 1
"td" "td" 178 NA NA NA 47 2
"tu" "kd" 96 NA 1 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 532 NA NA 3 NA NA
"tu" "td" 111 NA NA NA NA 7
"tu" "tu" 3052 NA NA 7 2 2
"kd" "kd" 43 13 20 NA NA NA
"ku" "kd" 220 7 30 3 NA NA
"ku" "ku" 1322 7 14 11 2 1
"p" "kd" 455 4 30 17 NA NA
"p" "ku" 1625 5 4 22 1 1
"p" "p" 5122 3 27 89 4 5
"td" "kd" 18 NA 15 3 12 NA
"td" "ku" 45 NA 1 NA 2 NA
"td" "p" 650 NA 7 17 43 NA
"td" "td" 186 NA NA NA NA 5
"tu" "kd" 118 1 3 1 NA NA
"tu" "ku" 6 NA NA NA NA NA
"tu" "p" 510 NA 1 6 1 NA
"tu" "td" 100 NA NA NA NA 9
"tu" "tu" 2911 NA 1 8 1 3
"kd" "kd" 35 3 4 NA NA NA
"ku" "kd" 242 4 16 7 NA NA
"ku" "ku" 1205 10 3 9 NA NA
"p" "kd" 502 2 19 6 NA NA
"p" "ku" 1470 2 7 6 1 1
"p" "p" 5345 2 15 116 4 NA
"td" "kd" 61 NA 9 NA NA NA
"td" "ku" 30 NA NA NA 3 NA
"td" "p" 622 NA 1 9 43 NA
"td" "td" 107 NA NA NA 36 6
"tu" "kd" 103 NA 2 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 446 NA 1 1 NA NA
"tu" "td" 108 1 NA NA NA 14
"tu" "tu" 3238 NA NA 8 NA 5
"kd" "kd" 43 4 NA 31 NA NA
"ku" "kd" 208 2 17 8 1 NA
"ku" "ku" 1289 9 6 11 NA 2
"p" "kd" 470 NA 27 22 1 NA
"p" "ku" 1607 5 6 20 2 5
"p" "p" 5235 2 7 112 NA 3
"td" "kd" 44 NA 11 9 1 NA
"td" "ku" 37 NA 1 1 2 NA
"td" "p" 609 NA 4 4 29 NA
"td" "td" 148 NA NA NA NA 1
"tu" "kd" 95 1 2 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 524 1 NA 6 1 NA
"tu" "td" 123 NA NA NA NA 15
"tu" "tu" 3198 NA NA 10 1 3
"kd" "kd" 37 31 21 15 NA NA
"ku" "kd" 165 9 22 7 NA NA
"ku" "ku" 1173 15 10 15 NA NA
"p" "kd" 480 12 32 20 NA NA
"p" "ku" 1483 4 3 19 1 1
"p" "p" 5291 12 17 123 NA 6
"td" "kd" 80 NA 1 1 4 NA
"td" "ku" 27 NA NA NA 1 NA
"td" "p" 631 NA NA 5 23 1
"td" "td" 136 NA NA 1 20 NA
"tu" "kd" 104 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 552 NA 1 1 3 1
"tu" "td" 126 NA NA NA NA 7
"tu" "tu" 3000 NA NA 9 2 2
"kd" "kd" 42 1 9 9 NA NA
"ku" "kd" 214 4 42 1 NA NA
"ku" "ku" 1305 11 19 8 4 NA
"p" "kd" 471 NA 41 24 NA NA
"p" "ku" 1574 4 5 13 1 2
"p" "p" 5457 5 17 101 3 2
"td" "kd" 58 NA 5 NA 6 NA
"td" "ku" 49 NA 1 NA 5 NA
"td" "p" 636 NA 7 NA 17 NA
"td" "td" 120 NA NA NA 4 6
"tu" "kd" 102 NA 3 NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 465 NA NA 2 NA NA
"tu" "td" 112 NA NA NA NA 8
"tu" "tu" 3424 NA 1 11 3 1
"kd" "kd" 33 5 5 NA NA NA
"ku" "kd" 180 2 19 5 1 NA
"ku" "ku" 1266 9 20 13 NA 1
"p" "kd" 478 1 25 26 1 NA
"p" "ku" 1560 9 3 14 NA 5
"p" "p" 5434 4 10 94 3 7
"td" "kd" 65 NA NA 2 3 NA
"td" "ku" 27 NA NA NA 5 NA
"td" "p" 613 NA NA 7 35 1
"td" "td" 111 NA NA NA 15 2
"tu" "kd" 99 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 494 NA 1 1 NA NA
"tu" "td" 105 NA NA NA NA 7
"tu" "tu" 3259 NA 1 13 2 8
"kd" "kd" 27 3 2 NA NA NA
"ku" "kd" 185 6 24 15 NA NA
"ku" "ku" 1177 21 11 16 1 2
"p" "kd" 454 1 23 47 NA NA
"p" "ku" 1622 6 4 25 5 1
"p" "p" 5461 4 10 152 6 4
"td" "kd" 49 NA 1 1 2 NA
"td" "ku" 39 NA NA NA 1 1
"td" "p" 660 NA 1 3 43 1
"td" "td" 106 NA NA NA 33 6
"tu" "kd" 109 NA 3 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 547 NA 1 4 NA 1
"tu" "td" 101 NA NA NA NA 8
"tu" "tu" 3183 2 NA 12 1 4
"kd" "kd" 22 4 16 NA NA NA
"ku" "kd" 249 5 29 4 NA NA
"ku" "ku" 1249 10 8 17 4 4
"p" "kd" 465 9 19 15 NA NA
"p" "ku" 1646 6 4 15 1 3
"p" "p" 5384 4 14 113 2 2
"td" "kd" 51 NA 1 NA 2 NA
"td" "ku" 54 NA NA 2 3 NA
"td" "p" 668 NA 1 2 23 NA
"td" "td" 181 NA NA NA 20 NA
"tu" "kd" 63 NA 5 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 461 NA NA 5 NA NA
"tu" "td" 96 NA NA NA NA 1
"tu" "tu" 3154 NA 1 7 3 2
"kd" "kd" 45 5 1 NA NA NA
"ku" "kd" 212 4 17 4 1 NA
"ku" "ku" 1205 5 15 8 2 1
"p" "kd" 464 3 14 18 NA NA
"p" "ku" 1450 1 3 7 1 1
"p" "p" 5308 10 10 113 1 1
"td" "kd" 64 NA 3 1 1 NA
"td" "ku" 39 NA NA NA 3 NA
"td" "p" 680 NA 2 2 18 1
"td" "td" 142 NA NA NA 3 17
"tu" "kd" 90 1 1 3 NA NA
"tu" "p" 252 NA 1 6 NA NA
"tu" "td" 134 NA NA 1 NA 7
"tu" "tu" 3122 1 NA 9 4 3
"kd" "kd" 41 36 77 32 NA NA
"ku" "kd" 194 16 38 11 NA NA
"ku" "ku" 1150 12 15 18 2 1
"p" "kd" 474 29 46 50 NA NA
"p" "ku" 1529 4 4 20 NA 1
"p" "p" 5512 5 24 139 3 1
"td" "kd" 30 NA 1 NA 1 NA
"td" "ku" 36 NA NA NA 1 NA
"td" "p" 651 NA NA 1 11 NA
"td" "td" 195 NA NA 1 5 14
"tu" "kd" 104 NA 1 1 NA NA
"tu" "p" 479 1 1 7 NA 4
"tu" "td" 108 NA NA NA NA 5
"tu" "tu" 3123 NA NA 10 NA 3
"kd" "kd" 34 16 24 NA NA NA
"ku" "kd" 105 5 16 7 NA NA
"ku" "ku" 1155 6 7 17 3 NA
"p" "kd" 483 9 36 41 NA NA
"p" "ku" 1560 1 6 33 NA 1
"p" "p" 5180 7 15 166 2 4
"td" "kd" 34 NA 1 NA 1 NA
"td" "ku" 14 NA NA 1 1 NA
"td" "p" 652 NA NA 3 28 1
"td" "td" 126 NA NA NA 37 33
"tu" "kd" 83 1 2 3 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 550 NA NA 6 NA NA
"tu" "td" 123 NA NA 1 NA 5
"tu" "tu" 3132 NA NA 9 3 3
"kd" "kd" 25 6 36 NA NA NA
"ku" "kd" 179 8 31 3 NA NA
"ku" "ku" 1264 11 17 11 1 1
"p" "kd" 490 14 24 23 NA NA
"p" "ku" 1630 6 5 23 1 NA
"p" "p" 5396 5 11 129 1 NA
"td" "kd" 45 NA 1 NA NA NA
"td" "ku" 38 NA NA NA 3 NA
"td" "p" 674 NA 1 1 22 1
"td" "td" 102 NA NA NA 20 NA
"tu" "kd" 107 NA 1 1 NA NA
"tu" "p" 578 NA NA 2 NA 1
"tu" "td" 138 NA NA NA NA 7
"tu" "tu" 3099 1 NA 5 2 3
"kd" "kd" 31 30 61 NA NA NA
"ku" "kd" 221 13 25 3 NA NA
"ku" "ku" 1212 14 13 12 1 2
"p" "kd" 516 19 34 12 NA NA
"p" "ku" 1555 2 5 15 NA NA
"p" "p" 5171 5 14 118 3 1
"td" "kd" 47 NA 1 NA 1 NA
"td" "ku" 42 NA NA NA 1 1
"td" "p" 655 NA NA 8 13 1
"td" "td" 174 NA NA NA 14 4
"tu" "kd" 105 NA 4 1 NA NA
"tu" "p" 536 NA NA 2 NA NA
"tu" "td" 103 NA NA NA NA 10
"tu" "tu" 3186 NA 1 10 NA 6
"kd" "kd" 59 21 16 12 NA NA
"ku" "kd" 223 3 28 10 1 NA
"ku" "ku" 1272 11 13 16 1 2
"p" "kd" 466 4 18 21 NA NA
"p" "ku" 1587 2 6 24 NA 3
"p" "p" 5397 NA 17 149 1 NA
"td" "kd" 52 NA 1 NA 3 NA
"td" "ku" 43 NA NA NA 2 1
"td" "p" 682 NA NA 7 31 3
"td" "td" 110 NA NA 2 11 26
"tu" "kd" 93 NA 3 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 515 1 NA 3 NA 1
"tu" "td" 113 NA NA NA NA 12
"tu" "tu" 3042 NA 2 7 2 4
"kd" "kd" 39 28 8 NA NA NA
"ku" "kd" 192 8 15 3 NA NA
"ku" "ku" 1312 16 13 12 2 4
"p" "kd" 451 7 20 10 NA NA
"p" "ku" 1553 1 7 12 1 1
"p" "p" 5238 9 13 103 NA 3
"td" "kd" 85 NA 1 NA NA NA
"td" "ku" 55 NA NA NA NA NA
"td" "p" 699 NA NA 8 33 3
"td" "td" 187 NA NA NA 23 7
"tu" "kd" 116 2 2 NA NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 505 1 1 1 NA 3
"tu" "td" 103 NA NA NA NA 9
"tu" "tu" 2967 NA 2 7 NA NA
"kd" "kd" 32 23 17 NA NA NA
"ku" "kd" 218 8 27 6 NA NA
"ku" "ku" 1271 11 13 21 1 1
"p" "kd" 424 4 25 17 NA NA
"p" "ku" 1457 4 3 13 3 3
"p" "p" 5287 7 15 114 NA 1
"td" "kd" 40 NA 1 NA NA NA
"td" "ku" 38 NA NA NA 3 NA
"td" "p" 620 NA NA 6 29 NA
"td" "td" 192 NA NA 1 NA 71
"tu" "kd" 122 1 6 2 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 512 NA 3 1 NA 4
"tu" "td" 120 NA NA NA NA 11
"tu" "tu" 3212 NA 1 11 5 4
"kd" "kd" 50 23 26 24 NA NA
"ku" "kd" 202 15 10 10 NA NA
"ku" "ku" 1205 15 7 19 NA 1
"p" "kd" 507 10 11 23 NA NA
"p" "ku" 1428 4 5 21 1 3
"p" "p" 5489 5 12 115 2 5
"td" "kd" 45 NA 2 NA 1 NA
"td" "ku" 28 NA NA NA 1 NA
"td" "p" 641 NA 1 8 17 NA
"td" "td" 175 NA NA 1 4 NA
"tu" "kd" 112 NA 5 1 NA NA
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 511 NA 1 2 NA NA
"tu" "td" 109 NA NA NA NA 12
"tu" "tu" 3148 NA NA 9 2 2
"kd" "kd" 53 5 40 NA NA NA
"ku" "kd" 212 9 18 9 NA NA
"ku" "ku" 1203 10 15 14 2 1
"p" "kd" 395 18 24 15 NA NA
"p" "ku" 1475 12 5 23 NA NA
"p" "p" 5348 3 20 136 1 2
"td" "kd" 70 NA 5 4 NA NA
"td" "ku" 46 NA NA NA 1 NA
"td" "p" 608 NA NA 6 32 1
"td" "td" 107 NA NA 35 29 35
"tu" "kd" 93 NA 1 3 NA NA
"tu" "p" 466 NA 1 9 NA 2
"tu" "td" 116 NA NA NA NA 10
"tu" "tu" 3281 NA 1 9 2 3
"kd" "kd" 30 NA 23 NA NA NA
"ku" "kd" 220 2 23 6 NA NA
"ku" "ku" 1206 4 11 20 4 NA
"p" "kd" 439 3 21 20 NA NA
"p" "ku" 1446 3 3 28 NA 1
"p" "p" 5303 1 14 111 1 1
"td" "kd" 81 NA 18 NA 1 NA
"td" "ku" 33 NA NA NA 4 NA
"td" "p" 609 NA 8 7 16 NA
"td" "td" 203 NA NA 12 8 75
"tu" "kd" 97 NA 1 3 NA NA
"tu" "p" 526 NA NA 6 NA NA
"tu" "td" 119 NA NA NA NA 13
"tu" "tu" 3005 NA NA 8 1 1
"kd" "kd" 45 16 20 NA NA NA
"ku" "kd" 217 7 29 1 1 NA
"ku" "ku" 1213 18 20 8 NA 3
"p" "kd" 466 11 21 13 NA NA
"p" "ku" 1495 5 9 18 NA 2
"p" "p" 5232 6 8 95 6 6
"td" "kd" 57 NA 5 NA 5 NA
"td" "ku" 41 NA NA NA 3 NA
"td" "p" 671 NA 3 1 46 NA
"td" "td" 171 NA NA NA 9 NA
"tu" "kd" 109 NA 4 3 NA NA
"tu" "p" 487 NA 1 6 2 NA
"tu" "td" 102 NA NA 1 NA 10
"tu" "tu" 3118 NA NA 7 5 6
"kd" "kd" 22 50 4 NA NA NA
"ku" "kd" 176 11 19 14 NA NA
"ku" "ku" 1164 8 10 13 2 2
"p" "kd" 461 6 21 41 NA NA
"p" "ku" 1342 5 5 18 NA 1
"p" "p" 5180 1 8 116 1 3
"td" "kd" 61 NA 15 NA 4 NA
"td" "ku" 47 NA 2 NA 1 NA
"td" "p" 625 NA 5 3 20 1
"td" "td" 167 NA NA NA 13 11
"tu" "kd" 116 1 1 2 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 250 NA 1 3 NA NA
"tu" "td" 118 NA NA 1 NA 7
"tu" "tu" 3112 NA NA 10 3 2
"kd" "kd" 39 22 29 25 NA NA
"ku" "kd" 220 11 19 9 NA NA
"ku" "ku" 1199 3 10 7 NA 3
"p" "kd" 511 11 32 16 NA NA
"p" "ku" 1594 9 1 22 1 3
"p" "p" 5331 6 10 126 4 3
"td" "kd" 81 NA 10 9 NA NA
"td" "ku" 41 NA 1 1 NA NA
"td" "p" 609 NA 1 20 28 NA
"td" "td" 154 NA NA NA NA 6
"tu" "kd" 75 1 4 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 490 1 2 7 NA NA
"tu" "td" 154 NA NA 1 1 9
"tu" "tu" 3113 1 NA 12 NA 5
"kd" "kd" 57 13 7 NA NA NA
"ku" "kd" 188 6 12 4 1 NA
"ku" "ku" 1227 15 12 18 1 NA
"p" "kd" 487 NA 15 17 NA NA
"p" "ku" 1614 11 7 17 1 1
"p" "p" 5488 5 10 114 2 NA
"td" "kd" 105 NA 2 10 1 NA
"td" "ku" 38 NA NA 1 1 NA
"td" "p" 677 NA 1 19 31 NA
"td" "td" 171 NA NA NA 25 12
"tu" "kd" 97 NA 4 1 NA NA
"tu" "p" 426 NA NA 3 NA NA
"tu" "td" 120 NA NA NA NA 8
"tu" "tu" 3258 NA NA 7 2 1
"kd" "kd" 46 3 4 NA NA NA
"ku" "kd" 214 NA 22 5 NA NA
"ku" "ku" 1271 9 11 7 1 1
"p" "kd" 422 3 42 31 NA NA
"p" "ku" 1601 5 5 18 1 4
"p" "p" 5205 9 34 118 3 1
"td" "kd" 82 NA 5 7 6 NA
"td" "ku" 71 NA NA NA 3 NA
"td" "p" 671 NA 3 4 21 1
"td" "td" 165 NA NA NA 8 37
"tu" "kd" 88 NA 1 1 NA NA
"tu" "p" 492 NA 1 7 NA NA
