"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"p" "ku" 1561 4 8 13 2 NA
"p" "p" 5296 1 2 122 1 2
"td" "kd" 49 NA 1 NA NA NA
"td" "ku" 46 NA NA NA NA NA
"td" "p" 667 NA 1 6 24 NA
"td" "td" 165 NA NA NA 18 1
"tu" "kd" 102 NA 1 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 503 NA NA 6 1 1
"tu" "td" 133 NA NA NA NA 13
"tu" "tu" 3192 NA NA 8 3 2
"kd" "kd" 38 19 10 10 NA NA
"ku" "kd" 205 6 21 4 NA NA
"ku" "ku" 1224 12 10 11 1 3
"p" "kd" 439 4 49 42 NA NA
"p" "ku" 1489 7 5 23 2 1
"p" "p" 5225 10 21 133 NA 3
"td" "kd" 83 NA NA 3 NA NA
"td" "ku" 60 NA NA NA 3 NA
"td" "p" 717 NA NA 3 24 2
"td" "td" 170 NA NA NA 20 11
"tu" "kd" 103 NA 2 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 520 NA 1 2 NA 4
"tu" "td" 114 NA NA NA NA 14
"tu" "tu" 3127 1 1 8 2 5
"kd" "kd" 33 6 5 17 NA NA
"ku" "kd" 226 1 15 5 1 NA
"ku" "ku" 1187 10 3 12 NA 1
"p" "kd" 494 2 17 28 1 NA
"p" "ku" 1408 2 5 14 1 3
"p" "p" 5413 1 9 121 1 2
"td" "kd" 40 NA NA 1 11 NA
"td" "ku" 42 NA 1 NA 2 1
"td" "p" 607 NA NA 3 16 NA
"td" "td" 118 NA NA NA 11 21
"tu" "kd" 102 NA 6 1 NA NA
"tu" "p" 431 NA 1 3 NA NA
"tu" "td" 119 NA NA 1 1 6
"tu" "tu" 2947 NA NA 12 1 5
"kd" "kd" 32 NA 4 NA NA NA
"ku" "kd" 227 NA 32 2 NA NA
"ku" "ku" 1217 11 10 8 NA 2
"p" "kd" 472 1 31 15 NA NA
"p" "ku" 1675 5 1 18 NA 2
"p" "p" 5360 4 13 131 3 7
"td" "kd" 67 NA 6 1 9 NA
"td" "ku" 33 NA 1 NA 2 NA
"td" "p" 608 NA 2 15 36 1
"td" "td" 124 NA NA 2 4 9
"tu" "kd" 103 NA 5 1 1 NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 516 NA 1 2 NA NA
"tu" "td" 124 NA NA 1 NA 7
"tu" "tu" 3022 NA NA 13 4 4
"kd" "kd" 31 NA 4 NA NA NA
"ku" "kd" 211 1 16 NA 2 NA
"ku" "ku" 1207 12 13 9 2 1
"p" "kd" 458 1 27 21 2 NA
"p" "ku" 1404 14 5 19 1 5
"p" "p" 5377 7 7 136 1 2
"td" "kd" 48 NA 4 NA 4 NA
"td" "ku" 52 NA 1 NA 3 NA
"td" "p" 653 NA 1 2 22 1
"td" "td" 213 NA NA NA 56 NA
"tu" "kd" 89 NA NA 1 NA NA
"tu" "p" 532 1 1 6 NA 1
"tu" "td" 133 NA NA NA NA 11
"tu" "tu" 2929 NA NA 13 3 6
"kd" "kd" 38 2 1 NA NA NA
"ku" "kd" 100 3 14 4 NA NA
"ku" "ku" 1204 10 9 7 2 4
"p" "kd" 488 4 24 7 NA NA
"p" "ku" 1731 6 6 17 NA 2
"p" "p" 5383 6 9 136 8 1
"td" "kd" 83 NA 3 NA NA NA
"td" "ku" 53 NA 1 NA 2 NA
"td" "p" 663 NA NA 2 30 NA
"td" "td" 186 NA NA NA NA 14
"tu" "kd" 103 NA 4 2 NA NA
"tu" "p" 464 NA 1 3 NA 2
"tu" "td" 118 NA NA NA NA 11
"tu" "tu" 3059 NA 1 7 3 3
"kd" "kd" 31 3 NA 1 NA NA
"ku" "kd" 210 1 6 5 NA NA
"ku" "ku" 1241 4 8 13 NA 1
"p" "kd" 496 1 9 16 NA NA
"p" "ku" 1522 1 4 20 1 1
"p" "p" 5283 NA 6 109 2 5
"td" "kd" 37 NA 9 1 1 NA
"td" "ku" 29 NA NA NA 1 NA
"td" "p" 668 NA 2 20 22 NA
"td" "td" 260 NA NA NA NA 2
"tu" "kd" 128 NA 1 1 NA NA
"tu" "p" 482 NA NA 4 NA NA
"tu" "td" 122 NA NA 2 NA 11
"tu" "tu" 3356 NA NA 9 4 6
"kd" "kd" 37 7 7 NA NA NA
"ku" "kd" 224 5 20 NA 1 NA
"ku" "ku" 1300 7 10 8 NA 2
"p" "kd" 507 3 28 11 NA NA
"p" "ku" 1586 5 2 13 1 1
"p" "p" 5403 3 4 108 3 2
"td" "kd" 51 NA 9 NA NA NA
"td" "ku" 38 NA 1 NA NA NA
"td" "p" 610 NA 3 5 28 NA
"td" "td" 226 NA NA NA 7 1
"tu" "kd" 96 NA 5 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 267 NA 1 5 NA NA
"tu" "td" 119 NA NA NA NA 5
"tu" "tu" 3038 NA NA 12 5 7
"kd" "kd" 22 14 9 NA NA NA
"ku" "kd" 211 6 15 4 1 NA
"ku" "ku" 1317 8 5 16 1 2
"p" "kd" 489 4 7 6 1 NA
"p" "ku" 1717 2 2 28 3 1
"p" "p" 5371 NA 3 101 4 3
"td" "kd" 60 NA 2 1 4 NA
"td" "ku" 41 NA NA 1 1 NA
"td" "p" 713 NA NA 3 32 NA
"td" "td" 109 NA NA 10 13 1
"tu" "kd" 110 NA 1 NA NA NA
"tu" "p" 484 NA NA 2 NA NA
"tu" "td" 119 NA NA NA NA 9
"tu" "tu" 3113 NA 1 14 7 2
"kd" "kd" 52 8 4 NA NA NA
"ku" "kd" 227 4 10 1 1 NA
"ku" "ku" 1306 8 5 12 3 4
"p" "kd" 472 3 23 17 NA NA
"p" "ku" 1585 3 4 11 NA 5
"p" "p" 5362 4 6 125 6 1
"td" "kd" 63 NA 2 NA NA NA
"td" "ku" 35 NA NA 1 NA NA
"td" "p" 726 NA NA 8 41 NA
"td" "td" 207 NA NA NA 28 NA
"tu" "kd" 109 NA 3 NA NA NA
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 489 NA NA 2 NA NA
"tu" "td" 110 NA NA 1 NA 17
"tu" "tu" 3066 NA NA 13 6 8
"kd" "kd" 22 15 4 NA NA NA
"ku" "kd" 197 3 23 5 1 NA
"ku" "ku" 1176 7 7 10 2 5
"p" "kd" 497 3 40 10 NA NA
"p" "ku" 1500 2 5 14 1 NA
"p" "p" 5239 11 17 122 3 1
"td" "kd" 71 NA 3 NA 1 NA
"td" "ku" 45 NA NA NA NA NA
"td" "p" 680 NA 1 9 40 NA
"td" "td" 161 NA NA NA 1 NA
"tu" "kd" 111 NA NA 2 NA NA
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 515 1 NA 6 NA NA
"tu" "td" 115 NA NA NA NA 5
"tu" "tu" 3163 NA 1 3 1 7
"kd" "kd" 46 22 26 NA NA NA
"ku" "kd" 221 10 28 12 NA NA
"ku" "ku" 1214 17 16 19 NA NA
"p" "kd" 506 16 55 12 NA NA
"p" "ku" 1571 5 6 9 NA NA
"p" "p" 5339 13 17 132 2 3
"td" "kd" 75 NA 1 1 NA NA
"td" "ku" 43 NA NA NA NA NA
"td" "p" 683 NA NA 3 13 NA
"td" "td" 189 NA NA NA NA 1
"tu" "kd" 100 NA 2 NA NA NA
"tu" "p" 506 NA 1 3 NA 1
"tu" "td" 113 NA NA NA NA 9
"tu" "tu" 3329 NA NA 9 1 5
"kd" "kd" 23 6 4 10 NA NA
"ku" "kd" 200 1 23 8 NA NA
"ku" "ku" 1232 12 14 12 1 1
"p" "kd" 482 3 11 10 NA NA
"p" "ku" 1597 4 6 23 NA 2
"p" "p" 5336 8 3 117 1 1
"td" "kd" 42 NA 15 NA 4 NA
"td" "ku" 61 NA 1 NA 2 NA
"td" "p" 635 NA 7 5 40 NA
"td" "td" 149 NA NA NA 2 NA
"tu" "kd" 112 NA 4 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 501 NA NA 3 NA NA
"tu" "td" 115 NA NA 1 NA 14
"tu" "tu" 3091 2 2 10 3 6
"kd" "kd" 58 3 6 NA NA NA
"ku" "kd" 199 6 10 3 NA NA
"ku" "ku" 1184 7 12 14 1 1
"p" "kd" 475 1 12 18 NA NA
"p" "ku" 1517 4 1 27 NA 3
"p" "p" 5444 3 16 113 1 1
"td" "kd" 73 NA 2 NA NA NA
"td" "ku" 34 NA NA NA 1 NA
"td" "p" 676 NA NA 11 30 1
"td" "td" 134 NA NA NA 37 1
"tu" "kd" 107 NA 1 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 502 NA 1 5 NA 1
"tu" "td" 111 NA NA NA NA 9
"tu" "tu" 3406 NA 1 15 3 2
"kd" "kd" 39 4 NA NA NA NA
"ku" "kd" 262 1 38 2 NA NA
"ku" "ku" 1318 11 22 8 1 2
"p" "kd" 425 NA 39 20 NA NA
"p" "ku" 1552 14 9 18 4 1
"p" "p" 5325 8 20 126 9 5
"td" "kd" 46 NA 5 1 NA NA
"td" "ku" 30 NA NA 1 1 NA
"td" "p" 613 NA 1 5 34 NA
"td" "td" 145 NA NA 2 NA 2
"tu" "kd" 105 2 4 1 NA NA
"tu" "p" 501 NA 4 8 NA 1
"tu" "td" 127 NA NA NA NA 9
"tu" "tu" 3048 NA NA 7 2 1
"kd" "kd" 34 22 9 NA NA NA
"ku" "kd" 169 4 26 2 NA NA
"ku" "ku" 1157 10 8 10 2 3
"p" "kd" 427 9 22 22 1 NA
"p" "ku" 1440 7 3 19 NA 2
"p" "p" 5415 3 12 108 8 4
"td" "kd" 53 NA 20 3 2 NA
"td" "ku" 34 NA NA 1 2 NA
"td" "p" 658 NA 7 NA 48 2
"td" "td" 183 NA NA NA 12 NA
"tu" "kd" 109 NA 3 1 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 561 NA NA 5 NA NA
"tu" "td" 119 NA NA NA NA 7
"tu" "tu" 3198 1 1 11 4 6
"kd" "kd" 45 6 NA 2 NA NA
"ku" "kd" 244 NA 20 6 NA NA
"ku" "ku" 1152 12 11 11 1 2
"p" "kd" 468 NA 15 16 NA NA
"p" "ku" 1522 3 7 21 1 1
"p" "p" 5219 9 9 105 1 1
"td" "kd" 60 NA 5 NA NA NA
"td" "ku" 42 NA NA NA 2 NA
"td" "p" 639 NA NA 4 23 NA
"td" "td" 192 NA NA NA NA NA
"tu" "kd" 98 NA NA 2 NA NA
"tu" "p" 475 NA 1 7 NA 1
"tu" "td" 113 NA NA NA NA 4
"tu" "tu" 3070 1 NA 8 4 5
"kd" "kd" 48 13 15 NA NA NA
"ku" "kd" 219 11 28 7 NA NA
"ku" "ku" 1301 13 18 13 2 1
"p" "kd" 231 3 25 22 NA NA
"p" "ku" 1679 7 2 12 5 NA
"p" "p" 5220 9 14 93 2 1
"td" "kd" 54 NA 8 3 5 NA
"td" "ku" 39 NA NA NA 1 NA
"td" "p" 618 NA 9 3 21 NA
"td" "td" 182 NA NA NA 10 1
"tu" "kd" 51 NA 1 3 NA NA
"tu" "p" 556 NA NA 5 NA NA
"tu" "td" 115 NA NA 1 NA 16
"tu" "tu" 3079 NA 1 7 7 5
"kd" "kd" 40 9 5 NA NA NA
"ku" "kd" 214 4 10 4 NA NA
"ku" "ku" 1245 2 10 11 1 NA
"p" "kd" 478 5 24 13 NA NA
"p" "ku" 1502 3 4 14 NA 1
"p" "p" 5288 5 22 122 3 1
"td" "kd" 53 NA 1 NA NA NA
"td" "ku" 34 NA NA NA NA NA
"td" "p" 633 NA NA 1 13 1
"td" "td" 161 NA NA NA 4 3
"tu" "kd" 127 NA 3 NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 401 2 NA 4 NA NA
"tu" "td" 104 NA NA NA NA 8
"tu" "tu" 3090 1 NA 8 3 5
"kd" "kd" 35 8 27 NA NA NA
