"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
"155" 128 257 1191 546 1324 4968 53 26 636 205 104 6 488 146 2951
"156" 43 190 1119 479 1308 4890 66 29 645 225 98 4 475 119 2781
"157" 50 220 1121 505 1440 5300 71 40 622 151 106 1 450 94 2855
"158" 87 225 1135 501 1480 5147 102 15 655 175 94 NA 551 114 2717
"159" 43 194 1042 441 1392 5267 93 29 656 192 94 NA 402 134 2907
"160" 42 211 1148 475 1369 5046 48 35 649 139 106 4 423 103 2630
"161" 77 232 1087 459 1535 5161 79 31 601 150 122 4 449 123 2600
"162" 65 233 1218 506 1355 4915 44 41 592 214 121 NA 490 99 2799
"163" 37 206 1192 495 1460 5108 64 24 624 183 110 NA 446 109 2669
"164" 62 233 1103 492 1488 4991 56 56 640 166 92 NA 452 86 2729
"165" 49 219 1179 513 1496 5149 97 29 680 178 106 3 403 103 2803
"166" 44 196 1178 488 1397 5022 46 23 611 175 93 1 449 136 3029
"167" 51 259 1120 456 1337 4844 80 47 627 161 95 6 475 114 2755
"168" 108 245 1162 497 1488 5111 57 30 678 224 83 NA 404 112 2760
"169" 53 217 1110 460 1435 4882 43 25 673 170 105 1 435 155 2788
"170" 35 181 1148 486 1478 5085 86 29 607 141 91 2 485 151 2763
"171" 53 227 1154 491 1380 4921 84 28 585 83 109 1 393 121 2864
"172" 50 193 1134 520 1503 5099 53 58 617 193 109 2 450 106 2939
"173" 52 235 1067 472 1360 5057 64 26 612 171 101 2 498 115 2959
"174" 48 256 1134 469 1331 5236 50 31 692 138 100 NA 425 94 2873
"175" 56 273 1125 487 1368 4811 70 36 616 215 106 1 515 128 2746
"176" 85 194 1085 456 1492 4966 86 44 689 121 105 NA 521 55 2881
"177" 71 196 1166 469 1473 5067 56 36 605 165 99 NA 417 112 2870
"178" 42 228 1038 468 1482 5245 24 19 663 175 101 NA 457 141 2884
"179" 50 249 1154 474 1333 5010 57 46 609 171 99 1 489 127 2871
"180" 81 251 1192 456 1418 5055 54 35 649 146 79 3 451 134 2745
"181" 32 217 1283 448 1547 5083 74 21 732 120 98 2 447 97 2798
"182" 48 221 1222 549 1570 5246 27 24 639 177 99 3 459 114 2883
"183" 70 208 1027 473 1401 5095 47 46 688 185 117 1 435 130 2971
"184" 35 263 1173 513 1502 5192 44 31 646 144 101 1 459 132 2687
"185" 48 229 1119 437 1428 5163 59 53 575 176 111 NA 467 128 2809
"186" 43 221 1171 459 1579 4989 51 43 673 179 95 NA 453 110 2913
"187" 58 232 1183 480 1507 5036 59 28 657 115 53 6 430 108 2858
"188" 45 188 1102 436 1372 5004 60 45 635 117 81 3 445 150 2892
"189" 90 259 1216 465 1479 5048 35 30 674 218 87 NA 418 94 2753
"190" 81 262 1205 482 1448 4999 40 38 637 136 118 1 447 134 2671
"191" 57 224 1051 476 1549 4960 73 53 627 192 116 6 480 93 2883
"192" 26 199 1088 465 1329 5204 65 25 632 123 87 2 415 140 3049
"193" 58 221 1228 532 1551 4818 66 46 642 230 97 1 488 136 2816
"194" 64 212 1160 489 1474 5074 52 35 640 196 96 2 463 123 2782
"195" 38 213 1069 429 1475 5154 80 49 713 136 121 NA 414 51 2995
"196" 39 245 1121 527 1352 5036 72 34 643 286 94 3 430 113 3002
"197" 39 188 1165 443 1369 5044 41 53 670 181 93 1 500 113 3014
"198" 48 220 1122 461 1434 4985 67 19 550 94 119 NA 479 93 3050
"199" 82 219 1148 531 1336 5093 53 26 657 135 95 NA 391 123 2845
"200" 45 199 1128 465 1547 5045 76 35 591 188 117 NA 412 81 3079
"201" 56 228 1145 516 1451 5114 72 27 645 324 99 2 438 124 2678
"202" 51 270 1068 446 1515 5047 45 28 679 244 111 NA 507 119 3116
"203" 41 109 1143 452 1373 4905 25 35 621 133 53 3 420 141 2771
"204" 39 237 1204 502 1469 4971 97 19 671 164 108 NA 451 112 2783
"205" 38 240 1107 483 1381 5027 66 30 559 164 91 1 433 118 2798
"206" 43 277 1100 461 1463 4984 49 45 648 163 108 3 505 101 2916
"207" 53 217 1057 479 1267 4943 73 50 624 177 97 NA 391 137 3020
"208" 46 205 1115 545 1365 5220 54 38 709 186 114 1 418 110 2941
"209" 52 220 1154 462 1316 4899 87 34 652 204 86 NA 478 114 2672
"210" 70 251 1044 425 1359 5047 65 50 658 207 84 1 511 118 2814
"211" 72 199 1175 488 1471 5052 44 31 628 121 123 2 434 144 2766
"212" 55 244 1099 456 1411 5016 68 35 630 145 124 NA 468 128 2794
"213" 54 200 1158 474 1481 4906 58 42 591 194 105 NA 441 97 2726
"214" 43 261 1186 501 1472 5043 57 38 611 234 72 NA 475 122 2811
"215" 94 238 1022 501 1385 5032 64 40 681 254 103 3 409 127 2868
"216" 26 224 1210 503 1564 5125 43 45 609 164 103 5 435 124 2567
"217" 30 234 1259 426 1373 4969 33 36 626 202 107 1 475 131 2827
"218" 73 215 1131 495 1340 5040 57 38 685 117 99 1 463 115 2782
"219" 50 247 1153 444 1374 4928 68 46 611 213 91 NA 467 102 2903
"220" 48 232 1141 481 1349 5160 54 41 697 175 86 1 416 104 2866
"221" 60 122 1173 522 1479 5093 54 42 665 93 83 5 456 141 2860
"222" 65 237 1280 449 768 4981 62 36 638 101 109 2 514 115 2763
"223" 52 218 1117 422 1462 5072 70 40 717 220 121 NA 499 136 2929
"224" 45 204 1108 483 1276 5045 59 39 711 193 111 NA 456 101 2961
"225" 32 210 1187 455 1566 5239 49 34 622 164 81 NA 486 152 2870
"226" 42 244 1291 470 1573 4884 95 39 666 199 87 1 420 85 2681
"227" 111 272 1196 483 1506 5042 65 27 652 149 84 NA 437 133 2800
"228" 78 247 1229 471 1450 4919 108 25 610 171 114 2 469 105 2792
"229" 27 255 1174 510 1531 4986 73 42 632 151 126 2 405 122 2775
"230" 42 233 1125 456 1369 5030 40 54 624 161 102 1 460 126 2850
"231" 56 255 999 513 1332 5191 73 23 573 125 107 1 450 129 2803
"232" 72 248 1085 505 1395 5007 63 33 634 193 80 5 455 113 2991
"233" 30 210 1243 450 1515 5112 65 17 650 218 79 1 433 137 2948
"234" 32 205 1207 505 1452 5027 59 16 608 125 110 4 477 99 2759
"235" 47 227 1182 455 1418 5068 72 30 698 113 123 1 421 103 2760
"236" 91 202 1140 501 1472 4922 55 29 596 159 89 1 496 102 2839
"237" 57 248 1201 518 1553 5249 45 46 651 177 97 NA 443 94 2693
"238" 48 230 1081 460 1335 5017 81 35 636 115 89 3 480 91 2912
"239" 53 244 1134 476 1472 5205 47 33 682 254 118 1 440 123 2872
"240" 75 209 1110 495 1436 5029 53 31 728 143 99 NA 478 117 2817
"241" 79 180 1161 431 1433 5075 71 35 725 90 93 1 403 96 2801
"242" 44 248 1137 465 1481 4936 58 25 643 185 107 5 468 107 2710
"243" 42 218 1170 529 1503 4993 50 31 666 136 112 2 497 131 2887
"244" 23 224 1144 435 1432 4895 62 45 650 185 105 1 432 113 2943
"245" 65 223 1220 460 1478 5018 55 43 669 154 103 NA 488 112 2852
"246" 62 189 1100 462 1301 4963 61 38 619 221 130 1 403 103 2835
"247" 27 227 1041 486 1377 5101 59 43 685 120 85 NA 442 113 2957
"248" 97 212 1108 470 1436 5010 46 32 654 186 109 NA 467 102 2735
"249" 59 229 1090 485 1480 5262 104 33 703 217 103 NA 471 149 3004
"250" 56 272 1149 480 1410 5027 59 47 663 194 92 NA 548 151 3068
"251" 30 203 1221 508 1475 5156 52 43 717 139 118 3 496 174 2730
"252" 35 247 1116 500 1479 5324 53 35 576 108 90 5 417 93 2832
"253" 64 263 1167 478 1452 5002 71 27 613 176 102 4 477 139 3009
"254" 63 234 1145 241 1468 5032 65 44 670 111 101 NA 479 139 2864
"255" 53 239 1151 472 1285 4923 62 30 652 190 97 NA 503 93 2893
"256" 51 208 1254 464 1501 4986 53 23 711 205 101 1 435 80 2629
"257" 32 236 1218 503 1599 5181 68 34 610 143 100 NA 418 89 2818
"258" 47 228 1125 438 1446 4805 84 45 758 122 89 1 423 105 2832
"259" 30 219 1248 439 1363 4968 55 39 684 161 74 2 472 108 2879
"260" 65 247 1195 488 1367 4910 73 41 713 185 99 1 445 129 2698
"261" 92 251 1055 456 1378 4996 66 33 635 100 101 1 490 111 2841
"262" 52 236 1166 531 1507 5014 83 22 622 140 85 1 462 106 2856
"263" 74 223 1195 497 1434 4915 59 51 675 168 88 1 425 91 2759
"264" 79 225 1195 465 1521 5055 45 31 647 166 107 NA 410 112 2907
"265" 38 257 1198 491 1404 5230 78 35 688 283 107 4 492 121 2841
"266" 59 211 1093 478 1251 4925 40 25 645 146 125 2 419 120 2691
"267" 37 228 1193 494 1517 5152 86 42 689 171 106 4 427 121 2833
"268" 40 191 1232 466 1656 5039 61 46 623 209 84 NA 520 107 2971
"269" 92 201 1130 518 1543 5288 43 29 637 122 94 1 484 110 2767
"270" 34 250 1209 493 1495 5059 68 30 651 143 93 5 387 100 2814
"271" 55 252 1219 499 1574 4946 92 35 661 93 116 4 478 101 3003
"272" 89 257 1212 467 1650 4993 44 29 697 125 98 6 398 97 2840
"273" 52 187 1195 498 1413 5077 49 65 695 239 108 1 497 111 2850
"274" 46 206 1113 460 1438 5057 42 37 631 109 50 NA 426 91 2846
"275" 78 239 1195 460 1444 5064 97 31 643 185 118 3 454 138 2802
"276" 50 240 1155 483 1543 5149 48 30 660 238 115 1 520 116 2773
"277" 65 246 1113 495 1464 5163 69 27 676 222 107 1 474 78 2743
"278" 32 231 1146 468 1420 5003 65 36 688 257 111 NA 452 125 2805
"279" 39 235 1183 453 1414 5090 41 55 606 184 112 NA 518 116 2867
"280" 48 173 1198 455 1578 5095 64 38 666 249 120 NA 448 118 3023
"281" 80 208 1282 492 1454 4903 86 34 606 213 107 3 489 117 2965
"282" 32 193 1101 503 1491 5061 57 24 674 96 116 NA 498 103 2910
"283" 46 279 1200 455 1447 5013 78 27 678 171 103 NA 526 111 2994
"284" 58 209 1086 513 1429 4944 43 26 652 220 97 NA 467 105 2951
"285" 65 216 1149 489 1445 5036 69 38 658 169 141 1 442 95 2837
"286" 69 184 1107 478 1414 5179 67 45 635 300 94 2 485 120 2975
"287" 75 201 1129 507 1463 5150 65 32 615 185 122 4 429 157 2808
"288" 45 187 1099 469 1343 4976 72 28 659 122 109 4 474 118 2840
"289" 66 252 1154 474 1424 4922 68 29 619 172 106 1 527 106 2745
"290" 61 238 1179 511 1583 5090 85 19 723 146 107 1 450 121 2799
"291" 41 247 1190 501 1521 4955 70 42 648 174 101 2 475 95 2949
"292" 76 225 1254 508 1608 5165 55 35 672 115 125 NA 434 135 2791
"293" 39 217 1141 457 1492 5048 71 36 578 183 92 1 425 132 2901
"294" 42 242 1156 515 1386 5049 38 41 688 215 84 NA 394 39 2850
"295" 45 202 1204 476 1580 5049 98 31 681 154 102 NA 519 105 2727
"296" 56 200 1212 514 1543 5229 71 27 678 200 76 1 483 146 2948
"297" 31 244 1123 463 1420 4981 50 49 649 125 95 1 445 97 3003
"298" 43 250 1170 545 1414 5114 39 41 612 260 81 2 414 108 2687
"299" 40 234 1222 495 1501 5038 58 39 674 240 122 NA 388 120 2827
"300" 68 267 1134 497 1429 5024 50 31 679 152 109 1 436 134 2816
"301" 43 219 1136 463 1424 5181 68 59 740 160 93 NA 459 117 2924
"302" 56 235 1161 473 1439 5004 73 36 637 212 102 10 475 82 2908
"303" 77 252 1159 515 1464 5085 51 48 656 182 116 3 458 94 2846
"304" 65 246 1171 513 1369 4820 60 29 597 148 109 2 478 128 2785
"305" 43 210 1087 502 1538 5027 80 41 585 218 94 NA 498 74 2741
"306" 66 222 1142 468 1397 5005 40 29 648 232 87 1 402 145 2829
"307" 61 205 1149 504 1429 4929 52 38 670 152 97 NA 441 113 2772
"308" 41 236 1157 464 1610 5194 44 44 663 210 121 1 432 110 2735
"309" 42 204 1083 422 1377 5065 51 44 685 173 116 3 467 109 3060
"310" 44 212 1137 551 1419 5049 67 43 595 179 99 1 200 127 2886
"311" 81 231 1150 503 1420 5199 52 27 648 199 95 2 458 106 2740
"312" 60 184 1104 483 1434 4932 65 35 596 159 99 NA 473 116 2949
"313" 69 235 1088 436 1308 4970 66 35 717 172 106 NA 451 132 2921
"314" 78 247 1211 434 1388 4998 98 55 656 183 90 2 442 109 2864
"315" 54 229 1216 504 1463 5142 73 61 685 225 105 NA 452 123 2888
"316" 51 233 1146 530 1430 5165 87 42 690 194 89 NA 412 97 2874
"317" 58 255 1142 524 1424 4943 88 38 664 142 106 1 473 104 2779
"318" 56 222 1165 480 1359 5231 44 26 681 101 106 1 423 105 2973
"319" 55 226 1147 460 1543 4952 96 40 613 211 119 NA 452 112 2704
"320" 55 229 1179 502 1435 5144 65 24 656 211 131 1 506 114 2909
"321" 39 203 1148 489 1434 5021 65 46 637 188 104 6 440 129 2761
"322" 49 181 1204 456 1445 5045 27 37 621 160 91 4 473 154 2928
"323" 71 282 1104 484 1330 5284 47 34 613 188 91 2 488 102 2721
"324" 57 298 1262 472 1580 5144 39 23 625 207 89 2 402 120 2884
"325" 69 226 1136 452 1465 5149 72 32 685 127 86 1 224 99 2792
"326" 58 215 1192 476 1404 5014 84 41 670 209 110 NA 430 122 2834
"327" 54 221 1245 521 1485 4995 55 24 598 94 47 6 456 142 2902
"328" 84 252 1163 478 1359 5172 47 30 642 253 78 2 493 125 2675
"329" 51 225 1096 441 1452 5021 48 41 631 220 99 2 455 105 2897
"330" 38 212 1189 468 1354 5033 94 39 653 142 111 1 451 125 2831
"331" 56 201 1162 503 1449 4894 86 43 681 228 89 3 500 124 2963
"332" 88 243 1188 434 1354 4831 70 45 640 164 92 1 459 50 2967
"333" 38 218 1219 478 1406 5030 80 46 669 182 115 2 469 127 3090
"334" 54 200 1132 435 1465 4992 76 45 609 105 94 NA 451 116 2722
"335" 66 241 1221 519 1471 5028 54 38 652 206 84 1 475 137 2742
"336" 53 232 1198 477 1532 4895 80 42 619 302 75 2 490 94 2943
"337" 35 232 1125 498 1385 5066 50 47 582 181 118 1 453 133 2701
"338" 68 199 1155 494 1327 5043 72 39 667 128 89 1 446 137 2836
"339" 60 226 1215 510 1511 5198 45 25 605 158 92 3 429 115 2912
"340" 59 252 1203 505 1389 4943 55 45 673 112 100 NA 430 135 2951
"341" 32 198 1183 486 1568 4961 56 24 654 199 101 2 446 123 2716
"342" 40 216 1235 475 1419 5037 71 44 685 237 100 NA 458 108 2880
"343" 27 213 1207 388 1646 5112 45 36 639 199 95 1 463 129 2917
"344" 62 246 1119 529 1426 5076 70 39 643 147 100 7 437 116 2830
"345" 35 221 1205 475 1427 4953 54 38 654 193 94 3 462 117 2792
"346" 53 121 1145 490 1540 5134 83 20 677 158 102 NA 504 110 2840
"347" 46 275 1197 479 1452 5152 40 33 643 181 75 NA 444 106 2957
"348" 48 239 1073 546 1325 5076 63 32 609 144 129 NA 471 137 2850
"349" 32 233 1010 435 1353 4781 52 19 744 147 110 NA 499 97 2827
"350" 58 220 1031 473 1438 4899 73 44 680 217 106 1 469 97 2811
"351" 65 258 1191 541 1662 5193 52 39 617 207 117 NA 461 109 2847
"352" 105 182 1092 511 1435 5117 81 28 672 205 96 NA 428 88 2745
"353" 41 201 1161 486 1440 5072 39 32 652 157 83 1 465 111 2822
"354" 43 248 1081 488 1459 5251 71 41 588 213 104 2 475 101 2737
"355" 68 250 1225 491 1300 4942 66 46 699 310 125 1 395 128 2818
"356" 38 232 1239 479 1367 5069 74 48 685 166 89 1 407 121 2784
"357" 52 228 1198 435 1570 5015 77 32 723 112 92 1 472 83 2825
"358" 63 238 1214 441 1556 5143 66 41 608 131 101 NA 463 133 3049
"359" 66 288 1122 548 1494 5083 64 32 689 218 96 3 412 100 2791
"360" 37 217 1138 495 1525 5049 74 38 626 146 99 NA 419 129 2855
"361" 27 238 1108 439 1299 5166 61 44 616 225 98 NA 400 140 2626
