"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"td" "kd" 63 NA 2 NA NA NA
"td" "ku" 39 NA NA 1 4 NA
"td" "p" 716 NA 1 7 29 1
"td" "td" 113 NA NA 1 22 8
"tu" "kd" 109 NA 7 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 519 NA NA 3 1 1
"tu" "td" 106 NA NA NA NA 12
"tu" "tu" 3068 NA 2 11 2 4
"kd" "kd" 43 16 30 1 NA NA
"ku" "kd" 196 3 21 2 NA NA
"ku" "ku" 1221 10 11 12 NA 2
"p" "kd" 492 20 34 13 NA NA
"p" "ku" 1617 4 7 14 NA 1
"p" "p" 5320 8 21 142 5 1
"td" "kd" 59 NA NA NA NA NA
"td" "ku" 41 NA NA NA 3 NA
"td" "p" 644 NA NA 6 25 3
"td" "td" 222 NA NA NA 38 23
"tu" "kd" 140 NA 1 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 479 NA NA 4 NA 1
"tu" "td" 136 NA NA NA NA 9
"tu" "tu" 3215 NA 2 15 1 3
"kd" "kd" 55 15 10 NA NA NA
"ku" "kd" 223 2 27 4 NA NA
"ku" "ku" 1259 11 12 7 1 2
"p" "kd" 497 8 25 9 NA NA
"p" "ku" 1519 2 4 15 4 2
"p" "p" 5197 7 6 115 2 2
"td" "kd" 36 NA NA NA 2 NA
"td" "ku" 28 NA NA NA 1 NA
"td" "p" 625 NA 1 4 12 NA
"td" "td" 229 NA NA NA NA NA
"tu" "kd" 96 NA 2 2 NA NA
"tu" "p" 450 NA 1 8 1 NA
"tu" "td" 78 NA NA 1 NA 10
"tu" "tu" 3143 NA NA 11 7 3
"kd" "kd" 36 11 49 6 NA NA
"ku" "kd" 189 4 22 3 NA NA
"ku" "ku" 1231 5 10 16 2 NA
"p" "kd" 441 22 23 15 NA NA
"p" "ku" 1576 7 8 23 NA 1
"p" "p" 5070 1 10 86 NA 7
"td" "kd" 56 NA 1 NA NA NA
"td" "ku" 41 NA NA NA 1 NA
"td" "p" 657 NA NA 1 29 NA
"td" "td" 209 NA NA NA 1 22
"tu" "kd" 87 NA 1 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 239 1 1 4 NA 2
"tu" "td" 128 NA NA NA NA 11
"tu" "tu" 3129 NA NA 11 6 6
"kd" "kd" 20 5 5 2 NA NA
"ku" "kd" 175 4 27 7 NA NA
"ku" "ku" 1241 9 14 10 NA 1
"p" "kd" 469 3 10 29 NA NA
"p" "ku" 1505 9 3 14 1 3
"p" "p" 5199 4 11 99 NA NA
"td" "kd" 75 NA 5 NA NA NA
"td" "ku" 39 NA 1 NA NA NA
"td" "p" 686 NA 1 4 16 NA
"td" "td" 156 NA NA 5 NA 3
"tu" "kd" 117 1 2 NA NA NA
"tu" "p" 487 NA NA 1 NA NA
"tu" "td" 95 NA NA 1 NA 5
"tu" "tu" 3227 1 NA 4 NA 5
"kd" "kd" 29 23 14 NA NA NA
"ku" "kd" 202 9 19 3 NA NA
"ku" "ku" 1251 9 6 6 2 4
"p" "kd" 454 8 29 11 NA NA
"p" "ku" 1537 7 6 9 1 1
"p" "p" 5302 20 8 96 1 2
"td" "kd" 60 NA 6 NA NA NA
"td" "ku" 34 NA NA NA NA NA
"td" "p" 658 NA 5 1 14 1
"td" "td" 286 NA NA NA 2 1
"tu" "kd" 97 NA 2 NA NA NA
"tu" "p" 399 NA NA 1 NA 2
"tu" "td" 119 NA NA NA NA 13
"tu" "tu" 3129 NA 1 6 1 6
"kd" "kd" 33 5 9 9 NA NA
"ku" "kd" 207 5 22 15 NA NA
"ku" "ku" 1284 7 15 23 NA 1
"p" "kd" 462 2 24 41 NA NA
"p" "ku" 1640 6 5 26 2 3
"p" "p" 5209 1 14 117 1 NA
"td" "kd" 43 NA 9 2 NA NA
"td" "ku" 30 NA 1 NA NA NA
"td" "p" 663 NA 2 10 9 1
"td" "td" 141 NA NA NA 22 7
"tu" "kd" 97 NA 1 4 NA NA
"tu" "ku" 1 NA NA 1 NA NA
"tu" "p" 614 NA 1 7 1 1
"tu" "td" 134 NA NA 1 1 11
"tu" "tu" 3146 NA 1 6 1 4
"kd" "kd" 60 28 10 3 NA NA
"ku" "kd" 249 11 17 3 NA NA
"ku" "ku" 1209 13 11 13 NA 2
"p" "kd" 504 6 22 12 NA NA
"p" "ku" 1486 2 6 14 1 1
"p" "p" 5232 8 5 134 2 6
"td" "kd" 45 NA 5 1 NA NA
"td" "ku" 31 NA 1 NA 1 NA
"td" "p" 629 NA 2 1 29 NA
"td" "td" 174 NA NA NA 6 11
"tu" "kd" 96 NA 1 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 549 NA NA 6 NA NA
"tu" "td" 123 NA NA NA NA 17
"tu" "tu" 3162 NA 1 11 2 5
"kd" "kd" 40 4 2 NA NA NA
"ku" "kd" 111 NA 18 10 NA NA
"ku" "ku" 1247 7 17 16 NA 2
"p" "kd" 508 1 33 23 NA NA
"p" "ku" 1615 11 6 14 NA 6
"p" "p" 5382 5 25 121 2 2
"td" "kd" 54 NA 18 NA NA NA
"td" "ku" 28 NA 2 NA 1 NA
"td" "p" 612 NA 4 4 31 1
"td" "td" 133 NA NA NA 9 8
"tu" "kd" 95 NA 6 5 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 495 NA NA 1 NA NA
"tu" "td" 102 NA NA NA NA 5
"tu" "tu" 3245 NA NA 9 4 4
"kd" "kd" 46 12 23 8 NA NA
"ku" "kd" 222 3 21 6 NA NA
"ku" "ku" 1224 15 15 9 4 1
"p" "kd" 479 1 20 33 NA NA
"p" "ku" 1473 6 6 20 1 NA
"p" "p" 5198 8 12 114 1 2
"td" "kd" 68 NA 2 NA 1 NA
"td" "ku" 38 NA NA NA 1 NA
"td" "p" 663 NA 1 12 28 1
"td" "td" 115 NA NA 7 67 14
"tu" "kd" 102 1 3 2 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 523 NA 1 6 NA 1
"tu" "td" 112 NA NA NA NA 14
"tu" "tu" 3219 NA 1 11 5 5
"kd" "kd" 30 19 30 NA NA NA
"ku" "kd" 205 13 40 3 NA NA
"ku" "ku" 1282 11 14 12 1 NA
"p" "kd" 446 3 45 9 NA NA
"p" "ku" 1565 5 9 19 NA 1
"p" "p" 5492 8 14 147 NA 2
"td" "kd" 39 NA 1 NA NA NA
"td" "ku" 23 NA NA NA 2 NA
"td" "p" 634 NA NA 3 31 NA
"td" "td" 134 NA NA NA 9 2
"tu" "kd" 98 NA 7 NA NA NA
"tu" "p" 489 1 1 5 NA NA
"tu" "td" 98 NA NA NA NA 5
"tu" "tu" 2981 NA NA 8 2 2
"kd" "kd" 40 32 14 10 NA NA
"ku" "kd" 242 7 27 5 NA NA
"ku" "ku" 1190 14 5 14 NA 3
"p" "kd" 463 7 28 17 NA NA
"p" "ku" 1559 1 4 18 2 2
"p" "p" 5187 8 5 129 4 8
"td" "kd" 26 NA 4 NA 1 NA
"td" "ku" 43 NA NA NA NA NA
"td" "p" 659 NA 8 4 40 NA
"td" "td" 120 NA NA NA 1 1
"tu" "kd" 100 1 1 1 NA NA
"tu" "p" 539 NA NA 5 NA 1
"tu" "td" 107 NA NA NA NA 14
"tu" "tu" 3341 1 2 10 4 3
"kd" "kd" 27 6 6 10 NA NA
"ku" "kd" 207 1 26 8 NA NA
"ku" "ku" 1209 13 12 20 2 NA
"p" "kd" 462 2 21 24 NA NA
"p" "ku" 1592 9 7 18 NA 2
"p" "p" 5356 4 4 118 2 5
"td" "kd" 49 NA NA NA NA NA
"td" "ku" 50 NA NA NA 1 NA
"td" "p" 702 NA NA 22 48 3
"td" "td" 147 NA NA NA 4 8
"tu" "kd" 99 NA 2 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 489 1 NA 1 NA NA
"tu" "td" 125 NA NA 3 NA 15
"tu" "tu" 3208 1 NA 4 2 4
"kd" "kd" 38 NA 16 2 NA NA
"ku" "kd" 227 5 19 5 NA NA
"ku" "ku" 1250 9 14 12 NA 1
"p" "kd" 536 5 14 19 NA NA
"p" "ku" 1713 3 5 19 1 4
"p" "p" 5456 5 13 125 1 3
"td" "kd" 71 NA 11 NA NA NA
"td" "ku" 49 NA 2 1 1 1
"td" "p" 747 NA 3 9 44 NA
"td" "td" 129 NA NA NA 10 5
"tu" "kd" 109 NA 4 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 480 NA 1 5 NA NA
"tu" "td" 120 NA NA NA NA 10
"tu" "tu" 3189 NA NA 9 4 6
"kd" "kd" 45 7 30 NA NA NA
"ku" "kd" 180 7 19 3 NA NA
"ku" "ku" 1206 8 13 11 3 NA
"p" "kd" 483 4 35 20 NA NA
"p" "ku" 1559 4 4 16 NA 1
"p" "p" 5331 4 19 111 5 2
"td" "kd" 43 NA 2 NA 1 NA
"td" "ku" 32 NA NA NA NA NA
"td" "p" 679 NA NA 7 33 1
"td" "td" 104 NA NA NA 7 1
"tu" "kd" 116 NA 3 NA NA NA
"tu" "p" 484 1 1 4 NA NA
"tu" "td" 143 NA NA 3 NA 9
"tu" "tu" 3102 1 1 14 3 3
"kd" "kd" 34 11 10 NA NA NA
"ku" "kd" 183 10 22 3 NA NA
"ku" "ku" 1167 9 13 4 NA 1
"p" "kd" 243 1 15 14 NA NA
"p" "ku" 1558 2 3 18 NA 3
"p" "p" 5294 1 10 90 2 2
"td" "kd" 36 NA 6 1 NA NA
"td" "ku" 28 NA 1 NA 1 NA
"td" "p" 589 NA 2 2 25 NA
"td" "td" 239 NA NA NA NA 4
"tu" "kd" 101 NA 8 2 NA NA
"tu" "p" 489 NA 2 1 NA NA
"tu" "td" 100 NA NA NA NA 5
"tu" "tu" 3234 NA 2 8 1 2
"kd" "kd" 34 3 3 NA NA NA
"ku" "kd" 225 1 10 8 NA NA
"ku" "ku" 1138 4 9 15 1 1
"p" "kd" 495 1 11 11 NA NA
"p" "ku" 1490 7 6 17 1 3
"p" "p" 5457 3 3 123 1 3
"td" "kd" 46 NA 10 NA 4 NA
"td" "ku" 37 NA 1 NA 3 NA
"td" "p" 635 NA 5 4 22 NA
"td" "td" 164 NA NA NA NA NA
"tu" "kd" 102 NA NA NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 500 NA NA 3 1 1
"tu" "td" 110 NA NA NA NA 6
"tu" "tu" 3126 NA NA 10 1 4
"kd" "kd" 36 19 10 NA NA NA
"ku" "kd" 233 2 11 4 NA NA
"ku" "ku" 1193 11 9 8 2 1
"p" "kd" 447 NA 25 23 NA NA
"p" "ku" 1556 2 8 9 3 1
"p" "p" 5350 4 9 146 4 6
"td" "kd" 36 NA 1 NA NA NA
"td" "ku" 34 NA NA NA NA NA
"td" "p" 698 NA NA 5 30 NA
"td" "td" 153 NA 1 NA 1 NA
"tu" "kd" 99 NA 3 NA NA NA
"tu" "p" 503 NA 1 2 NA NA
"tu" "td" 103 NA NA NA NA 5
"tu" "tu" 3128 NA NA 7 4 5
"kd" "kd" 60 23 91 35 NA NA
"ku" "kd" 255 11 37 22 NA NA
"ku" "ku" 1269 6 16 21 NA 2
"p" "kd" 518 40 35 34 NA NA
"p" "ku" 1513 9 2 20 1 3
"p" "p" 5293 5 20 104 NA 3
"td" "kd" 65 NA 7 NA 1 NA
"td" "ku" 35 NA NA NA 2 NA
"td" "p" 757 NA 2 2 20 NA
"td" "td" 112 NA NA NA 8 11
"tu" "kd" 117 NA 2 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 449 NA NA 2 NA 1
"tu" "td" 141 NA NA NA 1 3
"tu" "tu" 3108 NA NA 11 3 7
"kd" "kd" 20 7 11 NA NA NA
"ku" "kd" 187 3 20 2 NA NA
"ku" "ku" 1174 11 11 11 1 2
"p" "kd" 485 8 22 14 NA NA
"p" "ku" 1483 6 5 25 NA 2
"p" "p" 5295 5 9 141 NA 1
"td" "kd" 85 NA 1 5 2 NA
"td" "ku" 34 NA NA 3 2 NA
"td" "p" 663 NA 1 1 30 1
"td" "td" 193 NA NA 7 6 7
"tu" "kd" 102 NA 1 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 491 NA NA NA NA 5
"tu" "td" 126 NA NA NA NA 11
"tu" "tu" 3101 3 4 11 2 5
"kd" "kd" 47 6 10 NA NA NA
"ku" "kd" 254 2 33 4 1 NA
"ku" "ku" 1227 16 12 14 1 4
"p" "kd" 485 6 25 20 NA NA
"p" "ku" 1581 12 8 23 1 NA
"p" "p" 5576 3 9 152 2 3
"td" "kd" 64 NA 8 6 3 NA
"td" "ku" 30 NA 1 NA 3 NA
"td" "p" 704 NA 2 15 29 NA
"td" "td" 199 NA NA NA 9 60
"tu" "kd" 90 NA 1 4 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 482 NA NA 3 NA 1
"tu" "td" 132 NA NA NA NA 2
"tu" "tu" 3114 NA 1 13 3 3
"kd" "kd" 22 41 34 NA NA NA
"ku" "kd" 183 13 28 6 NA NA
"ku" "ku" 1125 16 14 9 1 1
"p" "kd" 466 6 34 13 NA NA
"p" "ku" 1585 7 9 12 1 1
"p" "p" 5274 8 7 132 1 2
"td" "kd" 69 NA NA NA NA NA
"td" "ku" 30 NA NA NA 2 NA
"td" "p" 672 NA NA 10 5 NA
"td" "td" 197 NA NA NA NA 23
"tu" "kd" 100 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 496 NA NA 6 NA NA
"tu" "td" 106 NA NA NA NA 7
"tu" "tu" 3035 NA 1 11 2 4
"kd" "kd" 32 7 7 NA NA NA
"ku" "kd" 202 NA 28 8 2 NA
"ku" "ku" 1275 8 15 13 1 4
"p" "kd" 426 1 20 45 1 NA
"p" "ku" 1590 3 7 16 2 2
"p" "p" 5211 6 10 158 2 4
"td" "kd" 18 NA 2 2 NA NA
"td" "ku" 45 NA NA NA 3 NA
"td" "p" 629 NA NA 9 33 NA
"td" "td" 161 NA NA NA 3 NA
"tu" "kd" 115 NA 5 3 NA NA
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 499 NA 1 4 NA NA
"tu" "td" 134 NA NA NA NA 6
"tu" "tu" 3040 2 1 7 1 3
"kd" "kd" 57 NA 4 2 NA NA
"ku" "kd" 193 1 7 6 1 NA
"ku" "ku" 1218 7 3 15 1 1
"p" "kd" 454 NA 8 11 NA NA
"p" "ku" 1373 3 3 5 NA 2
"p" "p" 5164 1 1 92 4 2
"td" "kd" 100 NA NA NA 1 NA
"td" "ku" 38 NA NA NA 1 NA
"td" "p" 687 NA NA 8 25 NA
"td" "td" 180 NA NA 2 NA 52
"tu" "kd" 124 NA 1 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 433 NA NA 3 NA NA
"tu" "td" 108 NA NA NA NA 7
"tu" "tu" 3040 1 NA 7 4 2
"kd" "kd" 38 10 26 12 NA NA
"ku" "kd" 231 2 19 5 NA NA
"ku" "ku" 1229 14 16 10 NA 1
"p" "kd" 446 2 26 13 NA NA
"p" "ku" 1485 7 NA 17 NA 1
"p" "p" 5403 5 5 98 NA 1
"td" "kd" 52 NA 3 NA NA NA
"td" "ku" 46 NA NA NA 2 NA
"td" "p" 652 NA 1 9 8 1
"td" "td" 148 NA NA NA 52 21
"tu" "kd" 94 NA 4 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 489 NA NA 5 1 1
"tu" "td" 105 NA NA 1 NA 11
"tu" "tu" 3172 1 2 6 NA 2
"kd" "kd" 38 16 9 NA NA NA
"ku" "kd" 229 5 20 8 NA NA
"ku" "ku" 1133 20 4 13 2 2
"p" "kd" 431 7 18 28 NA NA
"p" "ku" 1587 5 6 20 3 3
"p" "p" 5370 10 9 188 2 6
"td" "kd" 43 NA 1 17 NA NA
"td" "ku" 29 NA NA NA 2 1
"td" "p" 669 NA NA 9 24 1
"td" "td" 121 NA NA NA 21 1
"tu" "kd" 123 NA 4 4 NA NA
"tu" "p" 495 1 1 7 1 NA
"tu" "td" 102 NA NA NA NA 7
"tu" "tu" 3111 NA NA 11 1 8
"kd" "kd" 43 17 6 NA NA NA
"ku" "kd" 178 6 22 1 NA NA
"ku" "ku" 1239 12 12 11 3 2
"p" "kd" 424 5 22 19 NA NA
"p" "ku" 1479 5 3 13 2 1
"p" "p" 5391 5 13 82 3 3
"td" "kd" 40 NA 21 2 1 NA
"td" "ku" 31 NA 1 NA 3 NA
"td" "p" 619 NA 12 8 21 NA
"td" "td" 136 NA NA 2 17 15
"tu" "kd" 124 1 5 3 NA NA
"tu" "p" 435 NA 1 6 1 1
"tu" "td" 88 NA NA 1 NA 5
"tu" "tu" 3332 NA NA 13 3 8
"kd" "kd" 30 24 17 NA NA NA
"ku" "kd" 187 5 14 6 NA NA
"ku" "ku" 1230 20 14 17 5 NA
"p" "kd" 484 2 20 39 NA NA
"p" "ku" 1629 9 2 21 NA 3
"p" "p" 5255 4 18 139 NA 3
"td" "kd" 56 NA 1 NA 4 NA
"td" "ku" 32 NA NA NA 1 NA
"td" "p" 688 NA NA 5 23 NA
"td" "td" 108 NA NA NA 2 27
"tu" "kd" 104 NA 1 2 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 535 NA NA 1 NA 3
"tu" "td" 114 NA NA NA 1 9
"tu" "tu" 3197 NA NA 6 2 3
"kd" "kd" 34 4 18 7 NA NA
"ku" "kd" 105 3 11 5 NA NA
"ku" "ku" 1237 8 18 12 3 4
"p" "kd" 442 5 22 12 NA NA
"p" "ku" 1506 5 5 12 NA NA
"p" "p" 5193 2 9 136 1 2
"td" "kd" 37 NA 6 NA 1 NA
"td" "ku" 41 NA NA NA 4 NA
"td" "p" 609 NA 3 10 36 NA
"td" "td" 154 NA NA NA 3 NA
"tu" "kd" 108 NA 6 1 1 NA
