"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"ku" "kd" 163 4 18 11 NA NA
"ku" "ku" 1304 4 11 10 2 2
"p" "kd" 498 4 14 17 NA NA
"p" "ku" 1596 10 2 26 1 1
"p" "p" 5316 6 10 117 4 NA
"td" "kd" 58 NA 2 NA 1 NA
"td" "ku" 49 NA NA NA NA NA
"td" "p" 667 NA 2 5 37 NA
"td" "td" 189 NA NA NA 17 15
"tu" "kd" 147 NA NA NA NA NA
"tu" "p" 479 NA 1 1 NA NA
"tu" "td" 122 NA NA NA NA 2
"tu" "tu" 3248 1 NA 14 1 4
"kd" "kd" 35 8 10 NA NA NA
"ku" "kd" 194 2 16 5 NA NA
"ku" "ku" 1214 12 11 7 NA 1
"p" "kd" 504 NA 9 11 NA NA
"p" "ku" 1627 1 2 16 NA 2
"p" "p" 5154 2 8 118 3 1
"td" "kd" 65 NA 5 NA NA NA
"td" "ku" 15 NA 1 NA 1 NA
"td" "p" 632 NA 1 1 38 NA
"td" "td" 103 NA NA NA NA 9
"tu" "kd" 67 NA NA 2 NA NA
"tu" "p" 470 NA NA 8 NA 4
"tu" "td" 140 NA NA NA NA 9
"tu" "tu" 3178 NA NA 6 6 5
"kd" "kd" 32 13 24 9 NA NA
"ku" "kd" 195 11 29 7 NA NA
"ku" "ku" 1219 13 21 17 NA 1
"p" "kd" 458 NA 25 18 NA NA
"p" "ku" 1595 3 11 17 NA 1
"p" "p" 5272 7 13 103 4 1
"td" "kd" 40 NA 7 NA NA NA
"td" "ku" 45 NA 1 NA NA NA
"td" "p" 671 NA 3 4 28 NA
"td" "td" 168 NA NA NA NA 16
"tu" "kd" 125 NA 6 NA NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 482 NA NA 3 NA NA
"tu" "td" 91 NA 1 NA NA 9
"tu" "tu" 3196 NA 1 10 1 7
"kd" "kd" 31 4 12 NA NA NA
"ku" "kd" 229 8 24 7 NA NA
"ku" "ku" 1265 18 10 13 1 2
"p" "kd" 494 5 18 25 NA NA
"p" "ku" 1480 7 4 18 1 1
"p" "p" 5210 3 14 103 3 3
"td" "kd" 50 NA NA NA 2 NA
"td" "ku" 49 NA NA NA 1 NA
"td" "p" 691 NA 2 NA 13 NA
"td" "td" 174 NA NA NA NA 3
"tu" "kd" 109 NA 4 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 494 NA NA 3 NA 1
"tu" "td" 156 NA NA NA NA 10
"tu" "tu" 3057 NA NA 7 2 1
"kd" "kd" 40 9 27 NA NA NA
"ku" "kd" 199 9 24 7 NA NA
"ku" "ku" 1088 9 14 10 NA 1
"p" "kd" 512 16 18 15 NA NA
"p" "ku" 1405 5 2 14 NA NA
"p" "p" 5322 1 8 124 2 4
"td" "kd" 50 NA 11 4 1 NA
"td" "ku" 36 NA 1 NA 3 NA
"td" "p" 674 1 8 2 45 1
"td" "td" 209 NA NA 1 5 5
"tu" "kd" 131 NA 1 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 506 NA 1 3 NA NA
"tu" "td" 129 1 NA 1 NA 3
"tu" "tu" 3044 NA 1 8 2 2
"kd" "kd" 28 31 23 15 NA NA
"ku" "kd" 206 13 27 11 2 NA
"ku" "ku" 1145 18 11 10 4 NA
"p" "kd" 480 14 25 19 NA NA
"p" "ku" 1514 10 12 15 2 1
"p" "p" 5219 7 12 115 3 1
"td" "kd" 42 NA 6 NA 1 NA
"td" "ku" 34 NA 1 NA NA 1
"td" "p" 642 NA 3 3 15 1
"td" "td" 171 NA NA 6 6 19
"tu" "kd" 115 NA 3 2 NA NA
"tu" "p" 423 NA NA 3 NA 2
"tu" "td" 102 NA NA 1 1 1
"tu" "tu" 3151 1 1 9 NA 2
"kd" "kd" 22 NA 17 NA NA NA
"ku" "kd" 206 5 27 4 NA NA
"ku" "ku" 1238 14 7 12 2 4
"p" "kd" 489 2 22 10 NA NA
"p" "ku" 1589 12 9 15 1 1
"p" "p" 5394 3 6 112 1 6
"td" "kd" 44 NA 2 NA NA NA
"td" "ku" 39 NA 1 NA 1 NA
"td" "p" 667 NA 1 6 32 1
"td" "td" 173 NA NA NA 13 16
"tu" "kd" 102 NA 2 5 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 511 NA NA 5 1 1
"tu" "td" 134 NA NA NA 1 6
"tu" "tu" 3047 NA NA 7 6 5
"kd" "kd" 46 35 32 27 NA NA
"ku" "kd" 191 9 28 12 NA NA
"ku" "ku" 1072 14 13 16 1 1
"p" "kd" 459 19 34 33 NA NA
"p" "ku" 1486 12 11 23 1 1
"p" "p" 5294 15 22 146 2 6
"td" "kd" 78 NA 1 NA 2 NA
"td" "ku" 31 NA NA NA 1 1
"td" "p" 647 NA NA 2 14 NA
"td" "td" 175 NA NA NA NA 17
"tu" "kd" 108 1 9 5 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 459 NA NA 7 1 NA
"tu" "td" 97 NA NA NA NA 2
"tu" "tu" 3114 1 NA 3 2 3
"kd" "kd" 28 1 19 1 NA NA
"ku" "kd" 223 2 35 3 NA NA
"ku" "ku" 1162 6 13 18 NA 1
"p" "kd" 436 6 23 24 NA NA
"p" "ku" 1565 8 4 24 NA 1
"p" "p" 5393 5 9 159 6 6
"td" "kd" 65 NA 1 NA NA NA
"td" "ku" 32 NA 1 NA 1 NA
"td" "p" 647 NA 1 3 41 NA
"td" "td" 100 NA NA NA 5 NA
"tu" "kd" 93 NA 3 NA NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 473 NA NA 4 NA 1
"tu" "td" 161 NA NA 1 NA 12
"tu" "tu" 3084 NA 2 6 2 3
"kd" "kd" 45 NA 3 NA NA NA
"ku" "kd" 195 5 22 8 NA NA
"ku" "ku" 1297 6 28 7 2 NA
"p" "kd" 456 2 30 10 NA NA
"p" "ku" 1634 9 5 17 NA 1
"p" "p" 5227 3 16 116 9 2
"td" "kd" 44 NA 2 1 3 NA
"td" "ku" 39 NA NA 1 1 NA
"td" "p" 633 NA NA 15 34 NA
"td" "td" 84 NA NA NA NA 10
"tu" "kd" 123 1 3 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 489 NA NA 3 NA NA
"tu" "td" 115 NA NA 1 NA 15
"tu" "tu" 3320 NA 1 4 5 4
"kd" "kd" 32 4 1 NA NA NA
"ku" "kd" 178 5 7 1 NA NA
"ku" "ku" 1119 6 7 9 NA 1
"p" "kd" 495 1 17 42 NA NA
"p" "ku" 1505 5 3 26 1 NA
"p" "p" 5270 7 5 132 NA 2
"td" "kd" 58 NA NA NA 5 NA
"td" "ku" 48 NA NA NA 2 NA
"td" "p" 674 NA NA 1 31 1
"td" "td" 210 NA NA NA 20 24
"tu" "kd" 123 NA 3 5 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 414 NA 1 2 NA NA
"tu" "td" 138 NA NA NA NA 11
"tu" "tu" 3218 1 NA 10 2 2
"kd" "kd" 37 15 24 14 NA NA
"ku" "kd" 207 3 19 13 NA NA
"ku" "ku" 1315 6 16 12 NA 4
"p" "kd" 470 12 30 12 NA NA
"p" "ku" 1563 6 3 21 NA 4
"p" "p" 5325 3 16 108 2 5
"td" "kd" 18 NA NA NA NA NA
"td" "ku" 36 NA NA NA NA 1
"td" "p" 563 NA NA 1 19 NA
"td" "td" 179 NA NA NA 8 NA
"tu" "kd" 96 NA 5 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 501 NA NA 5 NA NA
"tu" "td" 107 NA NA NA NA 3
"tu" "tu" 3121 NA 1 9 2 5
"kd" "kd" 42 NA 10 NA NA NA
"ku" "kd" 214 2 24 7 NA NA
"ku" "ku" 1200 11 7 12 4 3
"p" "kd" 474 1 26 16 NA NA
"p" "ku" 1525 5 6 18 NA 3
"p" "p" 5251 9 14 121 2 NA
"td" "kd" 51 NA 7 NA NA NA
"td" "ku" 49 NA NA NA 1 NA
"td" "p" 642 NA 3 3 27 NA
"td" "td" 104 NA NA 2 16 7
"tu" "kd" 91 NA 2 NA NA NA
"tu" "p" 481 1 2 2 NA NA
"tu" "td" 159 NA NA 1 NA 5
"tu" "tu" 3145 NA NA 10 3 3
"kd" "kd" 26 1 6 8 NA NA
"ku" "kd" 186 1 15 3 NA NA
"ku" "ku" 1137 12 3 14 2 1
"p" "kd" 428 3 17 39 NA NA
"p" "ku" 1535 5 2 21 NA 6
"p" "p" 5458 2 13 130 1 6
"td" "kd" 33 NA 1 NA NA NA
"td" "ku" 33 NA NA NA 2 NA
"td" "p" 665 NA NA 6 32 NA
"td" "td" 114 NA NA NA 7 2
"tu" "kd" 118 NA 2 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 504 NA 1 1 1 NA
"tu" "td" 107 NA NA NA NA 5
"tu" "tu" 3098 NA NA 10 4 5
"kd" "kd" 52 33 27 6 NA NA
"ku" "kd" 210 11 23 11 NA NA
"ku" "ku" 1268 9 9 21 1 4
"p" "kd" 468 11 30 7 NA NA
"p" "ku" 1561 8 6 16 NA 2
"p" "p" 5426 7 9 130 NA 3
"td" "kd" 37 NA 2 NA 2 NA
"td" "ku" 38 NA NA NA NA NA
"td" "p" 640 NA 2 13 24 NA
"td" "td" 111 NA NA NA 13 1
"tu" "kd" 125 NA 6 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 485 NA 1 9 NA NA
"tu" "td" 109 NA NA NA NA 6
"tu" "tu" 3095 2 NA 10 1 1
"kd" "kd" 18 15 7 NA NA NA
"ku" "kd" 194 11 20 6 NA NA
"ku" "ku" 1238 11 10 7 NA NA
"p" "kd" 485 1 16 6 NA NA
"p" "ku" 1556 5 5 7 7 4
"p" "p" 5312 4 7 73 4 1
"td" "kd" 66 NA 9 10 1 NA
"td" "ku" 23 NA NA 1 NA NA
"td" "p" 647 NA 2 9 25 NA
"td" "td" 121 NA NA NA 33 2
"tu" "kd" 90 NA 2 NA NA NA
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 481 NA 2 5 NA 2
"tu" "td" 86 NA NA NA NA 10
"tu" "tu" 3166 NA NA 6 2 7
"kd" "kd" 30 7 20 NA NA NA
"ku" "kd" 178 5 18 3 4 NA
"ku" "ku" 1223 7 15 13 1 5
"p" "kd" 515 2 26 11 6 NA
"p" "ku" 1527 10 5 21 NA 2
"p" "p" 5380 4 6 118 5 2
"td" "kd" 80 NA 11 NA 14 NA
"td" "ku" 48 NA NA NA 2 NA
"td" "p" 721 NA 8 4 23 NA
"td" "td" 117 NA NA 6 NA NA
"tu" "kd" 96 NA 5 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 473 NA NA 5 NA NA
"tu" "td" 98 NA NA 1 NA 7
"tu" "tu" 2975 NA 1 6 2 5
"kd" "kd" 38 2 3 NA NA NA
"ku" "kd" 205 NA 7 5 1 NA
"ku" "ku" 1240 5 8 10 2 1
"p" "kd" 504 1 15 17 NA 1
"p" "ku" 1472 5 2 3 1 4
"p" "p" 5367 3 7 108 1 2
"td" "kd" 58 NA 1 NA NA NA
"td" "ku" 48 NA 2 NA 2 NA
"td" "p" 683 NA 2 1 28 NA
"td" "td" 115 NA NA NA 7 NA
"tu" "kd" 115 NA 3 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 482 NA NA 7 NA 3
"tu" "td" 110 NA NA NA NA 7
"tu" "tu" 3167 NA NA 8 1 3
"kd" "kd" 30 NA 25 NA NA NA
"ku" "kd" 185 1 21 NA NA NA
"ku" "ku" 1149 5 8 8 NA 2
"p" "kd" 437 6 21 3 NA NA
"p" "ku" 1529 4 2 11 1 1
"p" "p" 5285 NA 11 118 1 1
"td" "kd" 68 NA 6 NA NA NA
"td" "ku" 50 NA NA NA 5 NA
"td" "p" 660 1 8 5 50 NA
"td" "td" 166 NA NA NA NA 11
"tu" "kd" 123 1 1 NA NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 508 NA NA 1 NA NA
"tu" "td" 120 NA NA 1 NA 12
"tu" "tu" 3150 1 NA 12 6 4
"kd" "kd" 46 25 12 NA NA NA
"ku" "kd" 203 11 12 5 NA NA
"ku" "ku" 1172 9 7 8 2 6
"p" "kd" 538 8 20 15 NA NA
"p" "ku" 1463 5 7 7 4 1
"p" "p" 5370 7 6 123 2 7
"td" "kd" 55 NA 1 NA NA NA
"td" "ku" 33 NA NA NA 3 NA
"td" "p" 635 NA 1 8 22 NA
"td" "td" 167 NA NA NA 16 1
"tu" "kd" 110 NA 4 2 NA NA
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 475 NA 1 7 NA 3
"tu" "td" 139 NA NA NA NA 14
"tu" "tu" 3189 NA NA 9 3 5
"kd" "kd" 26 4 39 3 NA NA
"ku" "kd" 218 4 27 3 1 NA
"ku" "ku" 1361 10 16 13 2 NA
"p" "kd" 455 11 22 13 NA NA
"p" "ku" 1487 7 3 23 1 3
"p" "p" 5353 5 10 119 1 2
"td" "kd" 55 NA 10 NA 1 NA
"td" "ku" 36 NA 2 NA NA NA
"td" "p" 733 NA 2 4 36 1
"td" "td" 137 NA NA NA 5 NA
"tu" "kd" 57 NA 1 NA NA NA
"tu" "p" 471 NA 3 2 NA 1
"tu" "td" 127 NA NA NA NA 10
"tu" "tu" 2944 NA 2 9 3 1
"kd" "kd" 30 3 4 4 NA NA
"ku" "kd" 207 5 18 6 NA NA
"ku" "ku" 1231 7 14 12 NA 2
"p" "kd" 503 3 21 40 NA NA
"p" "ku" 1678 4 7 33 3 1
"p" "p" 5542 3 10 157 4 2
"td" "kd" 24 NA 6 NA NA NA
"td" "ku" 35 NA NA NA 2 NA
"td" "p" 700 NA 2 11 28 NA
"td" "td" 230 NA NA NA NA NA
"tu" "kd" 107 NA 3 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 526 NA 3 10 1 1
"tu" "td" 113 NA NA NA NA 7
"tu" "tu" 3137 NA NA 10 3 1
"kd" "kd" 37 21 17 NA NA NA
"ku" "kd" 218 5 28 9 NA NA
"ku" "ku" 1237 10 13 12 1 2
"p" "kd" 502 6 47 15 NA NA
"p" "ku" 1474 9 14 7 1 1
"p" "p" 5436 11 14 128 4 4
"td" "kd" 53 NA 5 NA NA NA
"td" "ku" 52 NA NA 1 NA NA
"td" "p" 618 NA NA 7 39 NA
"td" "td" 197 NA NA NA NA 2
"tu" "kd" 127 NA 1 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 435 NA NA 3 NA 1
"tu" "td" 116 NA NA NA NA 7
"tu" "tu" 2999 NA NA 4 4 6
"kd" "kd" 45 22 44 NA NA NA
"ku" "kd" 63 9 20 3 NA NA
"ku" "ku" 1206 13 6 8 1 NA
"p" "kd" 412 6 30 3 NA NA
"p" "ku" 1511 4 4 17 NA 1
"p" "p" 5432 10 21 107 6 4
"td" "kd" 68 NA NA NA NA NA
"td" "ku" 26 NA NA NA NA NA
"td" "p" 661 NA NA 3 16 NA
"td" "td" 128 NA NA NA NA NA
"tu" "kd" 126 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 406 NA 1 5 1 NA
"tu" "td" 119 NA NA NA NA 7
"tu" "tu" 3189 NA NA 7 4 3
"kd" "kd" 55 42 32 NA NA NA
"ku" "kd" 251 23 44 9 NA NA
"ku" "ku" 1096 16 14 13 2 3
"p" "kd" 509 17 35 12 NA NA
"p" "ku" 1591 4 10 13 NA 3
"p" "p" 5231 9 15 83 4 3
"td" "kd" 55 NA 7 1 NA NA
"td" "ku" 23 NA NA NA 3 NA
"td" "p" 655 NA 4 4 19 NA
"td" "td" 138 NA NA NA 5 NA
"tu" "kd" 103 NA 2 NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 453 NA 1 2 NA NA
"tu" "td" 122 NA NA 1 NA 13
"tu" "tu" 3195 NA 1 6 1 5
"kd" "kd" 30 22 23 19 NA NA
"ku" "kd" 215 5 18 3 NA NA
"ku" "ku" 1292 10 7 15 NA 2
"p" "kd" 470 12 23 21 NA NA
"p" "ku" 1573 4 1 11 1 1
"p" "p" 5490 3 9 101 4 3
"td" "kd" 58 NA 3 NA 7 NA
"td" "ku" 32 NA NA NA 1 NA
"td" "p" 711 NA NA 9 35 NA
"td" "td" 135 NA NA NA NA 6
"tu" "kd" 115 NA 1 1 NA NA
"tu" "p" 488 NA NA 5 NA 2
"tu" "td" 125 NA NA NA 1 14
"tu" "tu" 3166 NA NA 11 4 3
"kd" "kd" 34 10 10 NA NA NA
"ku" "kd" 251 6 23 3 NA NA
"ku" "ku" 1187 16 7 10 2 1
"p" "kd" 510 1 15 16 NA NA
"p" "ku" 1551 2 NA 11 1 2
"p" "p" 5262 3 8 123 3 5
"td" "kd" 48 NA 3 4 NA NA
"td" "ku" 33 NA NA NA 3 NA
"td" "p" 616 NA 1 3 50 NA
"td" "td" 129 NA NA NA 6 8
"tu" "kd" 83 NA 1 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 492 NA NA 4 NA 2
"tu" "td" 96 NA NA NA NA 13
"tu" "tu" 3090 1 1 8 3 3
"kd" "kd" 38 13 7 NA NA NA
"ku" "kd" 237 3 36 4 4 NA
"ku" "ku" 1247 5 22 14 9 1
"p" "kd" 449 3 16 13 NA NA
"p" "ku" 1513 7 1 15 NA 2
"p" "p" 5456 5 18 111 3 5
"td" "kd" 64 NA 2 NA 2 NA
"td" "ku" 45 NA 1 1 7 NA
"td" "p" 637 NA 1 10 29 1
"td" "td" 175 NA NA 14 13 16
"tu" "kd" 113 1 5 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 532 NA 1 10 NA NA
"tu" "td" 109 NA NA 1 NA 5
"tu" "tu" 3136 NA NA 12 3 NA
"kd" "kd" 41 5 9 3 NA NA
"ku" "kd" 200 NA 7 11 NA NA
"ku" "ku" 1144 7 7 18 2 1
"p" "kd" 487 3 29 21 NA NA
"p" "ku" 1568 3 9 22 3 NA
"p" "p" 5264 5 22 121 3 3
"td" "kd" 62 NA NA NA NA NA
"td" "ku" 41 NA NA NA 1 NA
"td" "p" 688 NA NA 3 34 NA
"td" "td" 171 NA NA NA NA NA
"tu" "kd" 91 NA 2 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 497 NA NA 6 NA 1
"tu" "td" 110 NA NA NA NA 11
"tu" "tu" 3145 1 1 5 4 3
"kd" "kd" 31 10 3 NA NA NA
"ku" "kd" 201 5 12 2 NA NA
"ku" "ku" 1193 12 9 8 1 2
"p" "kd" 461 2 9 22 NA NA
"p" "ku" 1466 1 7 9 2 NA
"p" "p" 5288 4 5 94 1 2
"td" "kd" 37 NA NA NA NA NA
"td" "ku" 26 NA NA NA 2 NA
"td" "p" 635 NA 1 8 15 NA
"td" "td" 103 NA NA NA 8 NA
"tu" "kd" 87 NA 2 NA NA NA
"tu" "p" 489 NA NA 5 NA NA
"tu" "td" 104 NA NA NA NA 7
"tu" "tu" 2931 NA 1 6 2 4
"kd" "kd" 40 44 44 1 NA NA
"ku" "kd" 193 8 33 16 NA NA
"ku" "ku" 1198 11 17 23 NA 2
"p" "kd" 505 18 43 19 NA NA
"p" "ku" 1572 10 7 11 1 6
"p" "p" 5513 4 22 140 2 1
"td" "kd" 51 NA 10 8 NA NA
"td" "ku" 43 NA 2 3 1 NA
"td" "p" 644 NA 6 32 34 3
"td" "td" 129 NA 1 NA 34 NA
"tu" "kd" 112 NA 3 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 485 1 1 6 1 NA
"tu" "td" 87 NA NA NA NA 5
"tu" "tu" 3141 NA 1 7 2 4
"kd" "kd" 38 3 NA 2 NA NA
"ku" "kd" 197 2 12 3 NA NA
"ku" "ku" 1257 14 6 8 NA 2
"p" "kd" 490 NA 8 15 1 NA
"p" "ku" 1649 5 2 21 NA 1
"p" "p" 5412 4 5 125 1 2
"td" "kd" 41 NA 2 NA NA NA
"td" "ku" 29 NA 1 NA 1 NA
"td" "p" 305 NA NA 1 29 NA
"td" "td" 152 NA NA NA NA 1
"tu" "kd" 99 NA 1 1 NA NA
"tu" "p" 490 NA NA 2 NA NA
"tu" "td" 103 NA NA NA NA 10
"tu" "tu" 3302 NA 1 9 2 6
"kd" "kd" 41 11 6 2 NA NA
"ku" "kd" 186 3 25 4 NA NA
"ku" "ku" 1236 14 5 16 1 NA
"p" "kd" 462 2 25 11 NA NA
"p" "ku" 1526 5 9 17 1 2
"p" "p" 5188 4 12 91 1 NA
"td" "kd" 42 NA 4 NA NA NA
"td" "ku" 41 NA NA 1 1 NA
"td" "p" 750 NA NA 4 10 NA
"td" "td" 154 NA NA 3 10 4
"tu" "kd" 98 NA 3 4 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 572 NA 1 3 NA 1
"tu" "td" 91 NA NA 1 NA 7
"tu" "tu" 2971 1 NA 8 3 3
"kd" "kd" 27 12 14 1 NA NA
"ku" "kd" 184 6 31 3 NA NA
"ku" "ku" 1242 16 11 14 2 4
"p" "kd" 442 4 12 6 NA NA
"p" "ku" 1544 7 2 17 4 1
"p" "p" 5276 7 5 106 1 1
"td" "kd" 49 NA NA NA 1 NA
"td" "ku" 42 NA NA NA 3 NA
"td" "p" 670 NA 1 NA 33 NA
"td" "td" 177 NA NA NA 22 NA
"tu" "kd" 121 1 5 NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 479 NA 1 6 2 2
"tu" "td" 97 NA NA NA NA 5
"tu" "tu" 3383 1 NA 11 2 2
"kd" "kd" 38 1 40 24 NA NA
"ku" "kd" 201 4 10 3 NA NA
"ku" "ku" 1204 12 16 15 NA NA
"p" "kd" 477 9 24 11 NA NA
"p" "ku" 1543 11 6 24 NA 2
"p" "p" 5354 7 11 102 1 1
"td" "kd" 128 NA 2 2 NA NA
"td" "ku" 51 NA NA NA 3 NA
"td" "p" 681 NA 2 8 37 NA
"td" "td" 133 NA NA NA NA 50
"tu" "kd" 103 NA 4 1 NA NA
"tu" "p" 520 NA 1 2 NA NA
"tu" "td" 116 NA NA NA NA 11
"tu" "tu" 3270 NA 2 10 6 4
"kd" "kd" 44 9 2 NA NA NA
"ku" "kd" 212 3 15 1 NA NA
"ku" "ku" 1184 7 10 13 1 1
"p" "kd" 501 1 28 32 NA NA
"p" "ku" 1562 2 3 20 1 1
"p" "p" 5381 2 13 138 5 NA
"td" "kd" 81 NA NA NA NA NA
"td" "ku" 34 NA NA NA NA NA
"td" "p" 701 NA NA 1 17 NA
"td" "td" 142 NA NA 1 3 NA
"tu" "kd" 106 NA 1 4 NA NA
"tu" "p" 521 NA NA 3 1 1
"tu" "td" 120 NA NA 1 NA 5
"tu" "tu" 3081 NA 1 8 1 5
"kd" "kd" 35 11 6 9 NA NA
"ku" "kd" 240 5 36 5 NA NA
"ku" "ku" 1141 13 14 12 1 2
"p" "kd" 486 1 7 11 NA NA
"p" "ku" 1534 5 8 20 NA 4
"p" "p" 5295 8 7 125 5 1
"td" "kd" 41 NA 8 NA NA NA
"td" "ku" 42 NA 3 NA 2 NA
"td" "p" 608 NA 7 NA 25 NA
"td" "td" 137 NA NA NA NA 15
"tu" "kd" 85 NA 5 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 470 NA 1 5 NA 1
"tu" "td" 128 NA NA NA NA 17
"tu" "tu" 3258 NA NA 10 6 3
"kd" "kd" 34 6 NA NA NA NA
"ku" "kd" 208 2 16 5 NA NA
"ku" "ku" 1201 19 9 18 NA 2
"p" "kd" 462 1 20 31 NA NA
"p" "ku" 1655 3 3 25 NA 3
"p" "p" 5308 15 4 141 3 3
"td" "kd" 52 NA 4 NA NA NA
"td" "ku" 27 NA NA NA 1 NA
"td" "p" 624 NA 1 1 25 2
"td" "td" 140 NA NA NA NA 3
"tu" "kd" 104 NA 5 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 468 NA NA 3 NA 1
"tu" "td" 104 NA NA 1 NA 5
"tu" "tu" 3276 NA 2 13 3 6
"kd" "kd" 45 NA 8 NA NA NA
"ku" "kd" 235 3 10 2 NA NA
"ku" "ku" 1259 7 9 17 1 1
"p" "kd" 525 3 17 15 NA NA
"p" "ku" 1498 4 7 19 1 NA
"p" "p" 5360 1 10 115 NA 6
"td" "kd" 66 NA 1 NA 1 NA
"td" "ku" 33 NA NA NA 1 NA
"td" "p" 740 NA NA 11 30 NA
"td" "td" 174 NA NA NA NA NA
"tu" "kd" 104 NA NA 1 NA NA
"tu" "p" 488 NA 2 3 NA 1
"tu" "td" 85 NA NA NA NA 7
"tu" "tu" 3118 NA NA 6 2 3
"kd" "kd" 34 2 7 1 NA NA
"ku" "kd" 175 3 18 12 3 NA
"ku" "ku" 1190 3 9 21 2 4
"p" "kd" 465 NA 29 22 NA NA
"p" "ku" 1520 4 8 25 NA 2
"p" "p" 5435 5 24 113 1 1
"td" "kd" 39 NA 23 2 7 NA
"td" "ku" 32 NA 2 NA 1 NA
"td" "p" 606 NA 8 16 15 NA
"td" "td" 147 NA NA NA NA 5
"tu" "kd" 107 NA 3 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 505 NA NA 3 NA NA
"tu" "td" 150 NA NA 1 NA 9
"tu" "tu" 3021 NA NA 11 6 3
"kd" "kd" 56 41 40 1 NA NA
"ku" "kd" 201 17 35 1 NA NA
"ku" "ku" 1205 15 19 7 4 NA
"p" "kd" 461 14 31 4 NA NA
"p" "ku" 1424 8 11 8 1 NA
"p" "p" 5337 12 19 94 NA 5
"td" "kd" 53 NA 1 NA 1 NA
"td" "ku" 35 NA NA NA 2 NA
