"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"td" "td" 233 NA NA NA NA 32
"tu" "kd" 134 NA 4 6 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 478 NA 4 6 NA 1
"tu" "td" 97 NA NA NA NA 6
"tu" "tu" 2955 NA 1 3 2 5
"kd" "kd" 38 9 13 9 NA NA
"ku" "kd" 222 5 29 9 NA NA
"ku" "ku" 1198 11 13 20 1 4
"p" "kd" 472 9 48 45 1 NA
"p" "ku" 1715 4 7 23 1 5
"p" "p" 5414 6 25 142 4 2
"td" "kd" 16 NA 16 3 NA NA
"td" "ku" 19 NA 3 3 1 NA
"td" "p" 612 NA 7 9 23 1
"td" "td" 132 NA NA NA 2 2
"tu" "kd" 113 1 5 9 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 442 NA NA 8 NA 2
"tu" "td" 112 NA NA NA NA 6
"tu" "tu" 3104 NA NA 11 NA NA
"kd" "kd" 62 16 36 4 NA NA
"ku" "kd" 246 16 28 2 NA NA
"ku" "ku" 1283 13 10 7 3 NA
"p" "kd" 475 3 20 32 NA NA
"p" "ku" 1575 11 9 14 1 1
"p" "p" 5271 4 9 116 2 2
"td" "kd" 47 NA NA NA NA NA
"td" "ku" 23 NA NA NA NA NA
"td" "p" 661 NA NA 1 29 1
"td" "td" 166 NA NA NA 5 1
"tu" "kd" 118 NA NA 2 NA NA
"tu" "p" 525 NA NA 5 NA 2
"tu" "td" 143 NA NA NA NA 9
"tu" "tu" 3214 NA 2 7 3 NA
"kd" "kd" 31 12 NA NA NA NA
"ku" "kd" 180 4 23 3 NA NA
"ku" "ku" 1250 14 6 16 2 1
"p" "kd" 434 5 34 35 NA NA
"p" "ku" 1650 3 8 19 NA NA
"p" "p" 5368 1 34 123 5 3
"td" "kd" 79 NA 20 NA NA NA
"td" "ku" 32 NA 1 NA 2 NA
"td" "p" 730 NA 8 11 38 NA
"td" "td" 112 NA NA 1 11 1
"tu" "kd" 110 NA 1 1 NA NA
"tu" "p" 485 NA NA 4 NA NA
"tu" "td" 104 1 NA NA NA 17
"tu" "tu" 3103 1 NA 7 6 9
"kd" "kd" 48 3 7 NA NA NA
"ku" "kd" 212 2 20 3 NA NA
"ku" "ku" 1193 11 13 12 NA NA
"p" "kd" 462 1 10 8 NA NA
"p" "ku" 1638 2 3 20 1 3
"p" "p" 5471 1 9 126 3 1
"td" "kd" 46 NA 11 NA NA NA
"td" "ku" 33 NA NA NA 1 NA
"td" "p" 641 NA 3 4 33 1
"td" "td" 170 NA NA NA 5 21
"tu" "kd" 122 NA 2 1 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 478 NA NA 4 NA 2
"tu" "td" 142 NA NA NA NA 18
"tu" "tu" 3220 NA NA 8 3 5
"kd" "kd" 33 NA 7 4 NA NA
"ku" "kd" 197 2 17 6 NA NA
"ku" "ku" 1197 15 11 9 1 2
"p" "kd" 463 NA 30 29 NA NA
"p" "ku" 1550 2 10 16 NA NA
"p" "p" 5309 9 11 112 2 NA
"td" "kd" 46 NA 3 2 3 NA
"td" "ku" 39 NA NA NA 2 NA
"td" "p" 684 1 1 4 21 NA
"td" "td" 160 NA NA NA 8 20
"tu" "kd" 89 NA 2 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 451 NA NA 1 NA 1
"tu" "td" 120 NA NA NA NA 8
"tu" "tu" 3121 NA NA 8 2 8
"kd" "kd" 38 7 10 4 NA NA
"ku" "kd" 211 5 11 11 NA NA
"ku" "ku" 1110 11 3 8 NA NA
"p" "kd" 488 4 20 18 NA NA
"p" "ku" 1554 4 9 19 NA 1
"p" "p" 5279 4 7 92 1 2
"td" "kd" 76 NA NA NA NA NA
"td" "ku" 39 NA NA NA 1 NA
"td" "p" 687 NA NA 2 35 1
"td" "td" 213 NA NA NA 17 13
"tu" "kd" 114 NA 3 1 NA NA
"tu" "p" 504 NA NA 7 NA NA
"tu" "td" 44 NA NA NA NA 8
"tu" "tu" 3208 NA 1 11 1 6
"kd" "kd" 22 5 30 NA NA NA
"ku" "kd" 212 3 33 3 2 NA
"ku" "ku" 1180 6 11 16 4 2
"p" "kd" 435 15 26 10 NA NA
"p" "ku" 1619 5 5 19 NA 1
"p" "p" 5406 3 14 114 2 4
"td" "kd" 77 NA 19 2 3 NA
"td" "ku" 49 NA NA 1 1 NA
"td" "p" 644 NA 8 11 27 NA
"td" "td" 168 NA NA 1 NA NA
"tu" "kd" 97 NA 1 3 1 NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 516 NA NA 8 NA 1
"tu" "td" 133 NA NA 1 NA 12
"tu" "tu" 3177 NA NA 8 4 5
"kd" "kd" 44 16 14 NA NA NA
"ku" "kd" 221 4 29 5 NA NA
"ku" "ku" 1234 14 15 9 NA 1
"p" "kd" 460 1 30 19 NA NA
"p" "ku" 1422 3 5 13 NA NA
"p" "p" 5215 6 6 117 2 1
"td" "kd" 67 NA NA 6 NA NA
"td" "ku" 46 NA NA 1 4 NA
"td" "p" 648 NA NA 5 34 NA
"td" "td" 123 NA NA NA NA 44
"tu" "kd" 87 NA 1 2 NA NA
"tu" "p" 469 NA 4 6 NA NA
"tu" "td" 132 NA NA 1 NA 8
"tu" "tu" 3190 NA NA 5 2 4
"kd" "kd" 33 6 3 1 NA NA
"ku" "kd" 190 2 27 11 NA NA
"ku" "ku" 1179 4 13 13 3 NA
"p" "kd" 494 4 18 16 NA NA
"p" "ku" 1486 4 3 17 NA 3
"p" "p" 5251 6 10 129 2 NA
"td" "kd" 44 NA 3 NA NA NA
"td" "ku" 32 NA NA NA 1 NA
"td" "p" 654 NA 1 7 24 1
"td" "td" 140 NA NA 7 5 36
"tu" "kd" 116 NA 5 3 NA NA
"tu" "p" 493 NA 1 5 NA 1
"tu" "td" 48 NA NA NA NA 12
"tu" "tu" 3109 1 NA 7 3 4
"kd" "kd" 32 5 32 NA NA NA
"ku" "kd" 202 5 35 3 2 NA
"ku" "ku" 1091 17 17 14 3 3
"p" "kd" 423 12 34 43 NA NA
"p" "ku" 1433 10 10 18 1 1
"p" "p" 5454 6 15 169 NA 4
"td" "kd" 47 NA 2 2 2 NA
"td" "ku" 33 NA NA NA 2 NA
"td" "p" 597 NA 1 3 30 NA
"td" "td" 220 NA NA NA 14 12
"tu" "kd" 94 NA 2 7 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 549 NA 1 4 1 1
"tu" "td" 117 NA NA NA NA 5
"tu" "tu" 3116 NA NA 9 1 5
"kd" "kd" 51 8 5 NA NA NA
"ku" "kd" 216 5 19 4 NA NA
"ku" "ku" 1240 10 16 4 1 6
"p" "kd" 482 4 14 13 NA NA
"p" "ku" 1457 1 10 26 NA NA
"p" "p" 5404 6 14 93 NA 1
"td" "kd" 64 NA 13 NA 3 NA
"td" "ku" 43 NA NA NA 2 NA
"td" "p" 613 NA 6 3 32 2
"td" "td" 124 NA NA NA 12 NA
"tu" "kd" 137 NA 4 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 550 NA 1 2 NA 1
"tu" "td" 101 NA NA NA NA 7
"tu" "tu" 3348 NA 2 14 2 3
"kd" "kd" 32 18 23 NA NA NA
"ku" "kd" 218 12 27 7 NA NA
"ku" "ku" 1193 10 13 11 NA 3
"p" "kd" 508 9 22 22 1 NA
"p" "ku" 1543 4 6 18 1 3
"p" "p" 5253 3 10 111 2 4
"td" "kd" 31 NA 3 NA NA NA
"td" "ku" 39 NA NA 1 NA NA
"td" "p" 669 NA 1 5 35 NA
"td" "td" 164 NA 1 NA 2 1
"tu" "kd" 98 NA NA 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 476 NA NA 5 1 1
"tu" "td" 125 NA NA NA NA 3
"tu" "tu" 3210 NA NA 7 2 4
"kd" "kd" 29 43 19 27 NA NA
"ku" "kd" 205 12 27 12 1 NA
"ku" "ku" 1223 13 10 12 1 NA
"p" "kd" 440 18 50 43 NA NA
"p" "ku" 1593 9 7 29 1 NA
"p" "p" 5090 9 19 118 4 3
"td" "kd" 61 NA 10 2 1 NA
"td" "ku" 40 NA NA NA 2 NA
"td" "p" 593 NA 1 2 30 1
"td" "td" 190 NA NA NA 33 32
"tu" "kd" 113 NA 1 2 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 538 NA NA 8 2 3
"tu" "td" 123 NA NA NA 2 3
"tu" "tu" 3014 NA NA 12 4 1
"kd" "kd" 36 5 1 4 NA NA
"ku" "kd" 148 1 11 5 NA NA
"ku" "ku" 1228 5 3 10 2 3
"p" "kd" 439 1 16 21 NA NA
"p" "ku" 1522 7 3 14 1 1
"p" "p" 5325 4 7 154 3 2
"td" "kd" 54 NA 13 NA NA NA
"td" "ku" 33 NA 1 NA 2 NA
"td" "p" 611 NA 12 4 28 NA
"td" "td" 218 NA NA NA NA 2
"tu" "kd" 110 NA 1 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 459 NA 1 3 NA NA
"tu" "td" 111 NA NA NA NA 6
"tu" "tu" 3023 NA 4 10 1 1
"kd" "kd" 33 32 18 NA NA NA
"ku" "kd" 224 12 26 1 NA NA
"ku" "ku" 1178 15 14 6 NA NA
"p" "kd" 467 6 18 5 NA NA
"p" "ku" 1490 4 3 19 5 2
"p" "p" 5269 7 8 77 3 7
"td" "kd" 51 NA 1 NA 2 NA
"td" "ku" 48 NA NA NA NA NA
"td" "p" 676 NA NA 1 31 NA
"td" "td" 140 NA NA NA NA 9
"tu" "kd" 92 NA 1 NA NA NA
"tu" "p" 512 NA NA 4 NA 1
"tu" "td" 123 NA NA 1 NA 13
"tu" "tu" 3390 NA NA 3 4 9
"kd" "kd" 62 11 23 28 NA NA
"ku" "kd" 247 14 14 16 NA NA
"ku" "ku" 1256 8 9 20 2 NA
"p" "kd" 482 4 19 35 3 NA
"p" "ku" 1568 5 5 21 NA 2
"p" "p" 5383 7 6 114 NA NA
"td" "kd" 65 NA NA NA 2 NA
"td" "ku" 35 NA NA NA 1 NA
"td" "p" 654 NA NA 5 15 NA
"td" "td" 131 NA NA NA 9 NA
"tu" "kd" 105 NA 3 5 NA NA
"tu" "p" 473 NA NA 3 1 1
"tu" "td" 120 NA NA NA NA 10
"tu" "tu" 3106 NA 1 9 4 2
"kd" "kd" 29 3 30 2 NA NA
"ku" "kd" 161 5 26 1 1 NA
"ku" "ku" 1178 8 16 11 2 1
"p" "kd" 417 7 26 19 NA NA
"p" "ku" 1574 4 3 24 NA 3
"p" "p" 5429 2 22 171 NA NA
"td" "kd" 61 NA NA NA 3 NA
"td" "ku" 48 NA NA NA 2 NA
"td" "p" 646 NA NA 5 41 1
"td" "td" 131 NA NA NA 4 2
"tu" "kd" 98 NA NA 1 NA NA
"tu" "p" 507 NA 1 5 1 4
"tu" "td" 134 NA NA 1 NA 15
"tu" "tu" 3164 NA NA 11 4 3
"kd" "kd" 33 42 39 NA NA NA
"ku" "kd" 201 13 32 3 NA NA
"ku" "ku" 1226 17 7 12 1 3
"p" "kd" 489 18 41 9 NA NA
"p" "ku" 1527 8 7 22 1 3
"p" "p" 5320 6 8 97 2 3
"td" "kd" 53 NA 1 NA 3 NA
"td" "ku" 34 NA NA NA 3 NA
"td" "p" 629 NA NA 3 49 NA
"td" "td" 211 NA NA 1 NA 3
"tu" "kd" 104 NA 2 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 455 1 1 1 NA 1
"tu" "td" 126 NA NA 2 NA 16
"tu" "tu" 3176 NA NA 11 5 4
"kd" "kd" 31 2 14 NA NA NA
"ku" "kd" 236 6 19 7 1 NA
"ku" "ku" 1180 11 9 16 1 1
"p" "kd" 485 6 20 10 1 NA
"p" "ku" 1499 3 4 19 1 NA
"p" "p" 5157 1 11 109 4 NA
"td" "kd" 52 NA 3 19 1 NA
"td" "ku" 39 NA NA 2 1 NA
"td" "p" 683 NA 2 14 18 1
"td" "td" 110 NA NA NA 23 1
"tu" "kd" 104 NA 4 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 444 NA NA 2 NA NA
"tu" "td" 96 NA NA 1 NA 7
"tu" "tu" 3172 NA NA 6 2 3
"kd" "kd" 32 17 14 NA NA NA
"ku" "kd" 222 5 14 4 NA NA
"ku" "ku" 1180 18 7 14 NA NA
"p" "kd" 469 5 17 17 NA NA
"p" "ku" 1471 2 4 16 2 NA
"p" "p" 5324 1 2 132 NA 4
"td" "kd" 49 NA 2 1 2 NA
"td" "ku" 41 NA NA NA 2 NA
"td" "p" 656 NA 1 3 26 NA
"td" "td" 191 NA NA NA 4 1
"tu" "kd" 109 NA 1 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 467 NA NA 4 NA 1
"tu" "td" 101 NA NA 1 1 8
"tu" "tu" 3043 1 NA 6 7 2
"kd" "kd" 36 8 26 19 NA NA
"ku" "kd" 88 6 15 12 1 NA
"ku" "ku" 1154 8 8 24 3 NA
"p" "kd" 469 6 15 24 NA NA
"p" "ku" 1544 7 1 30 NA 2
"p" "p" 5038 2 13 111 3 2
"td" "kd" 65 NA 4 NA 3 NA
"td" "ku" 38 NA NA NA 3 NA
"td" "p" 642 NA NA 1 26 NA
"td" "td" 100 NA 1 1 1 4
"tu" "kd" 94 NA 2 1 NA NA
"tu" "p" 446 NA NA 6 NA NA
"tu" "td" 103 NA NA NA NA 7
"tu" "tu" 3100 NA NA 7 NA NA
"kd" "kd" 46 NA 20 1 NA NA
"ku" "kd" 210 2 25 4 NA NA
"ku" "ku" 1153 10 20 11 1 1
"p" "kd" 435 5 18 17 NA NA
"p" "ku" 1459 4 6 22 NA 1
"p" "p" 5398 8 14 137 4 1
"td" "kd" 55 NA NA NA 3 NA
"td" "ku" 41 NA NA NA 2 NA
"td" "p" 699 NA NA 2 34 1
"td" "td" 123 NA NA NA 67 NA
"tu" "kd" 107 NA 2 1 NA NA
"tu" "ku" 6 NA NA NA NA NA
"tu" "p" 485 NA NA 4 NA 3
"tu" "td" 125 NA NA NA NA 18
"tu" "tu" 3288 1 NA 10 7 7
"kd" "kd" 46 19 21 NA NA NA
"ku" "kd" 240 14 24 5 1 NA
"ku" "ku" 1199 14 10 11 NA 2
"p" "kd" 531 4 40 31 1 NA
"p" "ku" 1507 3 5 18 NA NA
"p" "p" 5124 6 20 118 NA 1
"td" "kd" 50 NA 9 NA 3 NA
"td" "ku" 49 NA NA NA 2 NA
"td" "p" 641 NA 4 4 34 NA
"td" "td" 278 NA NA NA NA NA
"tu" "kd" 96 NA NA 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 506 NA 1 3 NA NA
"tu" "td" 97 NA NA NA NA 12
"tu" "tu" 3362 1 NA 5 NA 6
"kd" "kd" 53 8 6 NA NA NA
"ku" "kd" 212 5 27 4 NA NA
"ku" "ku" 1246 12 15 12 NA 1
"p" "kd" 472 1 27 8 NA NA
"p" "ku" 1681 15 8 27 NA 1
"p" "p" 5527 2 19 124 4 3
"td" "kd" 57 NA 1 NA NA NA
"td" "ku" 37 NA NA 1 1 NA
"td" "p" 645 NA 2 NA 23 NA
"td" "td" 101 NA NA NA 2 35
"tu" "kd" 115 NA 3 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 476 NA 1 4 NA NA
"tu" "td" 95 NA NA 1 NA 12
"tu" "tu" 3078 NA 1 11 5 NA
"kd" "kd" 25 14 3 18 NA NA
"ku" "kd" 235 2 21 11 NA NA
"ku" "ku" 1087 14 7 8 1 2
"p" "kd" 467 1 16 12 NA NA
"p" "ku" 1506 5 5 19 1 NA
"p" "p" 5238 7 10 103 2 4
"td" "kd" 46 NA NA 4 NA NA
"td" "ku" 46 NA NA NA 1 NA
"td" "p" 674 NA 1 2 21 1
"td" "td" 184 NA NA 9 2 NA
"tu" "kd" 138 NA 4 2 NA NA
"tu" "p" 488 NA NA 4 1 NA
"tu" "td" 109 NA NA NA NA 15
"tu" "tu" 3043 NA 1 6 2 5
"kd" "kd" 25 1 9 NA NA NA
"ku" "kd" 223 2 18 7 1 NA
"ku" "ku" 1350 14 16 11 1 1
"p" "kd" 482 4 16 17 NA NA
"p" "ku" 1514 10 3 19 3 NA
"p" "p" 5162 1 17 80 2 1
"td" "kd" 64 NA NA NA NA NA
"td" "ku" 60 NA NA NA 3 NA
"td" "p" 616 NA NA 1 11 NA
"td" "td" 149 NA NA NA NA NA
"tu" "kd" 104 NA 1 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 474 NA 1 7 NA 1
"tu" "td" 76 NA NA NA NA 7
"tu" "tu" 3149 NA NA 7 3 8
"kd" "kd" 31 4 25 4 NA NA
"ku" "kd" 207 5 31 7 NA NA
"ku" "ku" 1145 18 21 15 1 3
"p" "kd" 441 2 26 17 NA NA
"p" "ku" 1475 3 10 17 2 5
"p" "p" 5438 2 8 117 1 2
"td" "kd" 64 NA 3 3 1 NA
"td" "ku" 31 NA NA NA NA NA
"td" "p" 591 NA 1 8 20 4
"td" "td" 179 NA NA 4 11 14
"tu" "kd" 92 NA 4 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 516 NA 3 5 1 1
"tu" "td" 146 NA NA NA NA 8
"tu" "tu" 3178 NA NA 10 2 3
"kd" "kd" 37 2 36 NA NA NA
"ku" "kd" 194 5 22 3 NA NA
"ku" "ku" 1198 7 14 13 4 2
"p" "kd" 493 14 20 14 NA NA
"p" "ku" 1598 6 3 24 3 6
"p" "p" 5306 5 7 88 5 4
"td" "kd" 45 NA 12 7 NA NA
"td" "ku" 52 NA 2 2 1 NA
"td" "p" 657 NA 5 2 36 2
"td" "td" 124 NA NA NA NA 8
"tu" "kd" 88 NA 1 4 NA NA
"tu" "p" 484 NA 1 4 NA 1
"tu" "td" 115 NA NA 1 NA 5
"tu" "tu" 3124 NA NA 6 5 5
"kd" "kd" 32 9 6 NA NA NA
"ku" "kd" 247 2 14 5 NA NA
"ku" "ku" 1269 12 11 11 2 NA
"p" "kd" 502 1 12 16 NA NA
"p" "ku" 1576 5 5 22 NA 1
"p" "p" 5330 4 6 131 NA 2
"td" "kd" 42 NA 11 NA 2 NA
"td" "ku" 35 NA NA NA 1 NA
"td" "p" 610 NA 11 10 24 NA
"td" "td" 171 NA NA NA NA 19
"tu" "kd" 100 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 509 NA NA 3 1 1
"tu" "td" 132 NA NA NA 1 8
"tu" "tu" 3085 1 NA 12 3 NA
"kd" "kd" 29 3 13 5 NA NA
"ku" "kd" 245 4 24 2 NA NA
"ku" "ku" 1304 7 15 12 1 1
"p" "kd" 520 4 13 17 NA NA
"p" "ku" 1554 6 5 11 NA 1
"p" "p" 5392 1 7 119 1 3
"td" "kd" 83 NA 3 1 NA NA
"td" "ku" 37 NA NA NA 1 NA
"td" "p" 708 NA 1 8 46 NA
"td" "td" 140 NA NA NA 17 NA
"tu" "kd" 112 NA 1 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 412 NA NA 6 1 NA
"tu" "td" 90 NA NA NA NA 3
"tu" "tu" 3241 NA NA 6 3 2
"kd" "kd" 27 3 35 NA NA NA
"ku" "kd" 214 6 44 7 NA NA
"ku" "ku" 1164 11 19 9 NA 1
"p" "kd" 508 10 31 12 NA NA
"p" "ku" 1500 9 5 19 NA 1
"p" "p" 5506 2 12 133 1 1
"td" "kd" 23 NA 19 NA NA NA
"td" "ku" 58 NA NA NA NA NA
"td" "p" 639 NA 9 4 22 NA
"td" "td" 218 NA NA NA 1 22
"tu" "kd" 92 NA 2 NA NA NA
"tu" "p" 447 NA NA 3 NA NA
"tu" "td" 125 NA NA NA NA 7
"tu" "tu" 2959 NA 2 12 3 2
"kd" "kd" 26 NA NA NA NA NA
"ku" "kd" 193 1 8 NA NA 1
"ku" "ku" 1228 9 3 3 NA 2
"p" "kd" 425 NA 15 7 NA NA
"p" "ku" 1569 3 5 18 NA NA
"p" "p" 5321 4 11 117 3 NA
"td" "kd" 38 NA 17 9 NA NA
"td" "ku" 37 NA NA NA 5 NA
"td" "p" 659 NA 7 12 28 NA
"td" "td" 138 NA NA NA NA 9
"tu" "kd" 89 NA 3 3 NA NA
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 504 NA NA 9 NA NA
"tu" "td" 126 NA NA NA NA 7
"tu" "tu" 3127 1 NA 9 2 2
"kd" "kd" 22 33 23 NA NA NA
"ku" "kd" 182 11 21 1 NA NA
"ku" "ku" 1154 25 16 16 2 2
"p" "kd" 429 10 17 5 NA NA
"p" "ku" 1436 3 5 10 2 2
"p" "p" 5241 3 5 78 2 4
"td" "kd" 68 NA 1 NA NA NA
"td" "ku" 47 NA NA NA 1 NA
"td" "p" 624 NA 2 20 14 1
"td" "td" 148 NA NA NA 9 NA
"tu" "kd" 91 1 3 NA NA NA
"tu" "ku" 2 NA 1 NA NA NA
"tu" "p" 512 NA NA 2 1 NA
"tu" "td" 126 NA NA 2 NA 2
"tu" "tu" 3093 NA 1 6 1 4
"kd" "kd" 26 9 NA NA NA NA
"ku" "kd" 204 NA 14 1 NA NA
"ku" "ku" 1222 5 11 12 3 NA
"p" "kd" 459 2 8 9 NA NA
"p" "ku" 1472 5 4 13 1 1
"p" "p" 5652 5 1 132 1 2
"td" "kd" 65 NA 4 1 NA NA
"td" "ku" 32 NA NA NA 1 NA
"td" "p" 644 NA 1 5 20 1
"td" "td" 230 NA NA NA 6 5
"tu" "kd" 110 NA 3 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
