"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"p" "ku" 1388 5 12 24 4 1
"p" "p" 5231 7 7 127 2 3
"td" "kd" 72 NA 8 NA NA NA
"td" "ku" 46 NA 1 NA 1 NA
"td" "p" 658 NA 2 1 30 1
"td" "td" 167 NA NA NA 12 21
"tu" "kd" 105 1 1 NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 444 1 1 3 NA NA
"tu" "td" 104 NA NA 1 NA 7
"tu" "tu" 3201 NA 1 13 1 3
"kd" "kd" 28 10 3 1 NA NA
"ku" "kd" 234 4 23 1 2 NA
"ku" "ku" 1186 9 8 5 NA 2
"p" "kd" 502 1 12 8 1 NA
"p" "ku" 1583 11 3 21 1 2
"p" "p" 5381 3 11 127 NA NA
"td" "kd" 50 NA 13 NA 2 NA
"td" "ku" 56 NA 1 NA 1 NA
"td" "p" 713 NA 5 2 18 NA
"td" "td" 120 NA NA NA 1 53
"tu" "kd" 95 NA 2 1 NA NA
"tu" "p" 408 1 3 3 NA NA
"tu" "td" 125 NA NA NA NA 3
"tu" "tu" 3115 NA 1 10 NA 1
"kd" "kd" 43 3 NA 6 NA NA
"ku" "kd" 229 NA 11 7 NA NA
"ku" "ku" 1260 7 5 15 6 NA
"p" "kd" 513 NA 13 10 NA NA
"p" "ku" 1609 1 1 19 NA 2
"p" "p" 5440 4 8 115 3 NA
"td" "kd" 57 NA 14 2 NA NA
"td" "ku" 16 NA 1 1 1 NA
"td" "p" 626 NA 7 6 53 NA
"td" "td" 177 NA NA NA NA NA
"tu" "kd" 109 NA 1 1 NA NA
"tu" "p" 458 NA 1 5 NA 1
"tu" "td" 139 NA NA NA NA 10
"tu" "tu" 3193 NA 1 10 4 1
"kd" "kd" 35 16 14 7 NA NA
"ku" "kd" 219 6 21 4 1 NA
"ku" "ku" 1272 14 10 23 2 1
"p" "kd" 515 4 14 13 NA NA
"p" "ku" 1646 11 6 28 NA NA
"p" "p" 5432 3 6 145 2 NA
"td" "kd" 78 NA 9 18 8 NA
"td" "ku" 41 NA NA 1 3 NA
"td" "p" 642 NA 1 21 21 2
"td" "td" 154 NA NA NA 9 15
"tu" "kd" 86 NA 1 2 NA NA
"tu" "p" 468 NA NA 9 1 1
"tu" "td" 114 NA NA NA NA 11
"tu" "tu" 3045 NA 1 9 3 2
"kd" "kd" 41 16 NA NA NA NA
"ku" "kd" 250 10 32 1 1 NA
"ku" "ku" 1302 7 14 13 NA NA
"p" "kd" 480 4 32 15 1 NA
"p" "ku" 1565 9 1 14 NA 2
"p" "p" 5200 8 9 117 4 6
"td" "kd" 42 NA NA NA NA NA
"td" "ku" 38 NA NA NA NA NA
"td" "p" 586 NA NA 5 46 1
"td" "td" 104 NA NA 1 38 16
"tu" "kd" 114 NA 5 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 478 NA 1 5 NA 2
"tu" "td" 102 NA NA NA NA 10
"tu" "tu" 3151 NA 1 11 1 4
"kd" "kd" 50 6 12 NA NA NA
"ku" "kd" 266 3 24 2 NA NA
"ku" "ku" 1202 8 11 12 2 NA
"p" "kd" 522 5 23 9 NA NA
"p" "ku" 1595 6 3 14 3 1
"p" "p" 5248 5 6 86 2 2
"td" "kd" 46 1 3 1 1 NA
"td" "ku" 44 NA NA 2 3 NA
"td" "p" 621 NA 1 2 31 NA
"td" "td" 211 NA NA NA 1 NA
"tu" "kd" 82 NA 4 NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 512 NA 3 2 NA 1
"tu" "td" 101 NA NA NA NA 9
"tu" "tu" 3260 2 NA 11 3 2
"kd" "kd" 30 12 8 NA NA NA
"ku" "kd" 222 2 23 NA NA NA
"ku" "ku" 1206 14 15 14 2 NA
"p" "kd" 494 2 28 25 NA NA
"p" "ku" 1529 7 8 20 3 NA
"p" "p" 5258 14 8 112 2 NA
"td" "kd" 75 NA 11 NA 1 NA
"td" "ku" 36 NA 1 NA 1 1
"td" "p" 650 NA 2 3 27 1
"td" "td" 138 NA NA NA NA 10
"tu" "kd" 114 NA 2 NA NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 489 NA 1 5 NA NA
"tu" "td" 113 NA NA NA NA 11
"tu" "tu" 3026 NA 2 4 5 1
"kd" "kd" 52 2 9 NA NA NA
"ku" "kd" 190 2 33 7 NA NA
"ku" "ku" 1173 11 17 17 NA 2
"p" "kd" 481 2 32 42 NA NA
"p" "ku" 1589 3 6 17 1 2
"p" "p" 5591 4 7 116 NA 2
"td" "kd" 51 NA 3 NA NA NA
"td" "ku" 27 NA NA NA 3 NA
"td" "p" 698 NA 3 1 24 NA
"td" "td" 122 NA NA 5 NA 13
"tu" "kd" 133 NA 5 1 NA NA
"tu" "p" 466 NA 1 8 NA 2
"tu" "td" 121 NA NA NA NA 8
"tu" "tu" 3131 NA 2 14 1 3
"kd" "kd" 59 18 7 NA NA NA
"ku" "kd" 201 6 27 1 NA NA
"ku" "ku" 1188 19 9 3 2 4
"p" "kd" 520 6 21 13 NA NA
"p" "ku" 1531 7 7 10 3 3
"p" "p" 5299 5 5 139 3 NA
"td" "kd" 58 NA 3 28 3 NA
"td" "ku" 29 NA NA NA 1 NA
"td" "p" 646 NA 1 18 25 1
"td" "td" 205 NA NA NA 29 10
"tu" "kd" 109 NA 1 NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 510 1 1 4 1 1
"tu" "td" 128 NA NA NA NA 16
"tu" "tu" 2936 1 NA 9 4 9
"kd" "kd" 23 12 44 1 NA NA
"ku" "kd" 202 13 31 1 NA NA
"ku" "ku" 1229 14 17 8 4 1
"p" "kd" 522 11 30 20 NA NA
"p" "ku" 1544 5 9 24 2 3
"p" "p" 5116 10 12 117 3 NA
"td" "kd" 39 NA 2 NA NA NA
"td" "ku" 48 NA NA 1 2 NA
"td" "p" 645 NA 4 NA 27 NA
"td" "td" 125 NA NA NA 1 NA
"tu" "kd" 102 NA 5 5 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 500 NA 1 11 NA 1
"tu" "td" 151 NA NA NA NA 11
"tu" "tu" 3121 NA NA 11 3 2
"kd" "kd" 58 NA 5 NA NA NA
"ku" "kd" 236 NA 26 1 1 NA
"ku" "ku" 1202 10 9 9 NA 1
"p" "kd" 510 3 15 9 NA NA
"p" "ku" 1574 2 4 19 1 1
"p" "p" 5381 4 17 134 2 2
"td" "kd" 85 NA 22 NA NA NA
"td" "ku" 33 NA 2 NA 2 NA
"td" "p" 591 NA 10 11 35 1
"td" "td" 157 NA NA 3 1 18
"tu" "kd" 101 NA 5 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 547 NA NA 2 NA 1
"tu" "td" 148 1 NA NA NA 11
"tu" "tu" 3198 NA NA 17 1 1
"kd" "kd" 31 1 27 NA NA NA
"ku" "kd" 212 8 21 10 NA NA
"ku" "ku" 1194 10 5 12 1 3
"p" "kd" 463 7 30 14 NA NA
"p" "ku" 1531 7 4 20 NA NA
"p" "p" 5427 9 8 122 3 3
"td" "kd" 84 NA NA NA NA NA
"td" "ku" 36 NA NA NA 2 NA
"td" "p" 716 NA NA 9 23 NA
"td" "td" 218 NA NA NA 2 16
"tu" "kd" 92 NA 1 NA NA NA
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 461 NA NA 4 NA NA
"tu" "td" 85 NA NA NA 1 13
"tu" "tu" 3027 NA NA 9 3 6
"kd" "kd" 24 2 2 2 NA NA
"ku" "kd" 241 1 14 7 NA NA
"ku" "ku" 1171 7 9 8 2 NA
"p" "kd" 486 2 17 25 NA NA
"p" "ku" 1585 6 8 11 NA 2
"p" "p" 5418 NA 12 118 2 1
"td" "kd" 39 NA 2 NA 1 NA
"td" "ku" 28 NA NA NA NA NA
"td" "p" 684 NA NA NA 27 NA
"td" "td" 150 NA NA NA NA NA
"tu" "kd" 87 NA 3 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 447 1 NA 6 NA NA
"tu" "td" 118 NA NA NA NA 3
"tu" "tu" 3299 1 NA 10 4 1
"kd" "kd" 47 13 4 NA NA NA
"ku" "kd" 213 7 22 7 2 NA
"ku" "ku" 1194 16 10 8 1 NA
"p" "kd" 493 3 21 7 1 NA
"p" "ku" 1585 5 1 14 1 3
"p" "p" 5357 5 10 88 2 1
"td" "kd" 68 1 2 NA 1 NA
"td" "ku" 42 NA NA NA 3 NA
"td" "p" 620 NA NA 1 18 NA
"td" "td" 172 NA NA NA 4 NA
"tu" "kd" 88 NA NA 4 NA NA
"tu" "p" 473 NA 1 3 NA NA
"tu" "td" 116 NA NA NA NA 7
"tu" "tu" 3100 NA NA 7 1 5
"kd" "kd" 24 24 15 NA NA NA
"ku" "kd" 242 17 37 6 NA NA
"ku" "ku" 1275 17 24 15 2 1
"p" "kd" 485 4 31 27 1 NA
"p" "ku" 1465 14 16 23 4 1
"p" "p" 5286 6 7 161 1 6
"td" "kd" 52 NA 7 NA 4 NA
"td" "ku" 38 NA 1 NA 1 NA
"td" "p" 675 NA 2 12 39 NA
"td" "td" 194 NA NA 1 7 NA
"tu" "kd" 99 1 2 NA NA NA
"tu" "ku" 7 NA NA NA NA NA
"tu" "p" 477 NA 1 7 1 NA
"tu" "td" 120 NA NA NA NA 7
"tu" "tu" 3165 NA NA 11 1 2
"kd" "kd" 39 4 8 NA NA NA
"ku" "kd" 206 1 36 2 2 NA
"ku" "ku" 1196 19 16 12 1 2
"p" "kd" 486 3 45 15 1 NA
"p" "ku" 1425 13 8 21 1 1
"p" "p" 5094 9 37 116 7 3
"td" "kd" 67 NA 8 5 1 NA
"td" "ku" 56 NA NA 2 1 NA
"td" "p" 682 NA 2 3 68 1
"td" "td" 134 NA NA NA 37 2
"tu" "kd" 101 NA 3 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 494 NA 1 5 1 NA
"tu" "td" 144 NA NA NA NA 13
"tu" "tu" 3077 NA NA 13 2 8
"kd" "kd" 28 6 50 NA NA NA
"ku" "kd" 199 8 37 NA NA NA
"ku" "ku" 1192 11 26 10 1 3
"p" "kd" 456 16 28 11 1 NA
"p" "ku" 779 14 2 13 1 1
"p" "p" 5390 5 22 114 2 3
"td" "kd" 35 NA NA NA 17 NA
"td" "ku" 46 NA NA NA 4 NA
"td" "p" 664 NA NA 3 39 NA
"td" "td" 174 NA NA NA 20 NA
"tu" "kd" 101 1 1 NA NA NA
"tu" "p" 445 NA NA 1 NA NA
"tu" "td" 103 NA NA NA NA 9
"tu" "tu" 3133 1 1 13 1 5
"kd" "kd" 48 20 11 NA NA NA
"ku" "kd" 225 4 14 9 NA NA
"ku" "ku" 1263 9 13 18 NA 3
"p" "kd" 448 2 13 15 NA NA
"p" "ku" 1466 2 5 18 1 1
"p" "p" 5319 2 5 163 NA 4
"td" "kd" 44 NA 3 NA NA NA
"td" "ku" 32 NA NA NA NA NA
"td" "p" 733 NA 2 5 33 NA
"td" "td" 192 NA NA 12 13 NA
"tu" "kd" 112 NA 1 3 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 501 NA NA 2 1 NA
"tu" "td" 160 NA NA NA NA 3
"tu" "tu" 3067 NA 2 15 1 3
"kd" "kd" 34 10 32 9 NA NA
"ku" "kd" 196 2 25 5 NA NA
"ku" "ku" 1349 13 16 13 NA NA
"p" "kd" 393 12 32 22 NA NA
"p" "ku" 1543 7 7 23 1 1
"p" "p" 5243 3 12 121 2 NA
"td" "kd" 31 NA NA 2 NA NA
"td" "ku" 16 NA NA NA NA NA
"td" "p" 640 NA NA 5 22 6
"td" "td" 145 NA NA NA 31 35
"tu" "kd" 88 NA 1 7 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 447 NA NA 2 NA NA
"tu" "td" 117 NA NA 1 NA 6
"tu" "tu" 3103 NA 1 8 3 4
"kd" "kd" 26 7 6 7 NA NA
"ku" "kd" 224 3 11 10 NA NA
"ku" "ku" 1303 10 12 16 NA NA
"p" "kd" 427 1 28 9 NA NA
"p" "ku" 1539 10 5 11 NA 1
"p" "p" 5180 3 13 89 1 2
"td" "kd" 39 NA NA 7 NA NA
"td" "ku" 55 NA NA 1 3 1
"td" "p" 639 NA NA 4 18 2
"td" "td" 156 NA NA NA 36 33
"tu" "kd" 94 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 479 NA 1 5 1 NA
"tu" "td" 112 NA NA NA NA 7
"tu" "tu" 3073 NA NA 7 3 1
"kd" "kd" 44 23 26 NA NA NA
"ku" "kd" 219 10 28 3 NA NA
"ku" "ku" 1175 8 15 13 2 2
"p" "kd" 538 14 23 20 NA NA
"p" "ku" 1560 3 9 21 NA 7
"p" "p" 5230 1 6 107 1 2
"td" "kd" 39 NA 2 NA NA NA
"td" "ku" 22 NA 1 1 2 NA
"td" "p" 651 NA 1 17 19 1
"td" "td" 133 NA NA NA 2 35
"tu" "kd" 84 NA NA 3 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 580 NA NA 4 2 NA
"tu" "td" 136 NA NA NA NA 12
"tu" "tu" 3168 1 1 10 2 5
"kd" "kd" 44 11 11 NA NA NA
"ku" "kd" 223 9 29 6 NA NA
"ku" "ku" 1139 11 18 8 NA 2
"p" "kd" 474 6 25 33 NA NA
"p" "ku" 1671 6 4 16 NA 3
"p" "p" 5359 4 15 130 2 3
"td" "kd" 63 NA 4 3 NA NA
"td" "ku" 33 NA NA NA 2 NA
"td" "p" 654 NA NA 3 21 NA
"td" "td" 155 NA NA NA NA 1
"tu" "kd" 122 NA 5 2 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 469 NA NA 5 NA 1
"tu" "td" 103 NA NA NA NA 4
"tu" "tu" 3056 NA NA 6 1 3
"kd" "kd" 36 NA 12 6 NA NA
"ku" "kd" 213 3 23 9 NA NA
"ku" "ku" 1238 8 14 14 4 1
"p" "kd" 477 6 18 22 NA NA
"p" "ku" 1491 3 5 15 NA 2
"p" "p" 5443 4 15 92 3 5
"td" "kd" 75 NA 22 NA 3 NA
"td" "ku" 23 NA 1 NA 1 NA
"td" "p" 644 NA 10 NA 41 NA
"td" "td" 259 NA NA NA 6 23
"tu" "kd" 105 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 487 NA 1 7 NA NA
"tu" "td" 96 NA NA NA NA 7
"tu" "tu" 3113 NA NA 8 3 3
"kd" "kd" 26 11 6 NA NA NA
"ku" "kd" 189 1 25 8 1 NA
"ku" "ku" 1346 15 14 21 1 3
"p" "kd" 471 4 27 18 1 NA
"p" "ku" 1582 9 5 27 3 2
"p" "p" 5287 5 13 144 1 4
"td" "kd" 32 NA 7 NA 5 NA
"td" "ku" 45 NA NA NA 3 NA
"td" "p" 625 NA 3 5 24 NA
"td" "td" 188 NA NA 2 NA 25
"tu" "kd" 104 NA 6 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 446 NA 3 NA NA NA
"tu" "td" 123 NA NA NA NA 8
"tu" "tu" 3251 3 4 19 5 1
"kd" "kd" 44 8 14 6 NA NA
"ku" "kd" 116 3 23 4 NA NA
"ku" "ku" 1249 10 11 10 2 NA
"p" "kd" 473 5 18 11 NA NA
"p" "ku" 1488 10 7 11 NA 1
"p" "p" 5390 5 4 108 2 2
"td" "kd" 55 NA 13 NA 1 NA
"td" "ku" 29 NA NA NA 1 NA
"td" "p" 684 NA 11 5 20 NA
"td" "td" 177 NA NA NA NA NA
"tu" "kd" 127 NA 3 NA NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 537 NA 3 7 NA NA
"tu" "td" 104 NA NA NA NA 5
"tu" "tu" 3044 NA NA 13 3 5
"kd" "kd" 42 18 18 6 NA NA
"ku" "kd" 217 8 36 6 NA NA
"ku" "ku" 1227 9 12 13 NA 2
"p" "kd" 479 10 27 19 NA NA
"p" "ku" 1552 5 11 18 NA NA
"p" "p" 5494 3 12 103 1 6
"td" "kd" 42 NA 6 NA NA NA
"td" "ku" 47 NA NA NA 1 NA
"td" "p" 695 NA 5 24 28 NA
"td" "td" 113 NA NA NA 19 81
"tu" "kd" 140 NA 2 3 NA NA
"tu" "ku" 6 NA NA NA NA NA
"tu" "p" 548 NA 1 5 NA NA
"tu" "td" 115 NA NA 2 NA 9
"tu" "tu" 3226 NA NA 7 4 6
"kd" "kd" 16 2 1 NA NA NA
"ku" "kd" 234 2 38 15 NA NA
"ku" "ku" 1251 20 25 24 4 3
"p" "kd" 461 2 37 15 NA NA
"p" "ku" 1482 10 6 13 1 3
"p" "p" 5105 5 19 99 1 6
"td" "kd" 50 NA 7 NA NA NA
"td" "ku" 24 NA 2 NA 1 NA
"td" "p" 588 NA 3 1 38 NA
"td" "td" 127 NA NA 12 NA NA
"tu" "kd" 119 NA 10 4 NA NA
"tu" "p" 500 NA 1 3 NA 1
"tu" "td" 89 NA NA 1 NA 10
"tu" "tu" 3244 NA NA 13 NA 7
"kd" "kd" 28 NA 7 9 NA NA
"ku" "kd" 216 3 23 5 NA NA
"ku" "ku" 1397 10 13 14 NA 1
"p" "kd" 460 3 17 11 NA NA
"p" "ku" 1563 8 3 17 NA 1
"p" "p" 5694 4 12 151 3 3
"td" "kd" 47 NA 7 NA NA NA
"td" "ku" 44 NA NA NA 1 NA
"td" "p" 626 NA 1 2 38 1
"td" "td" 172 NA NA 2 9 26
"tu" "kd" 104 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 565 NA 1 9 NA 1
"tu" "td" 111 NA NA NA NA 11
"tu" "tu" 3134 NA NA 9 8 3
"kd" "kd" 39 14 7 7 NA NA
"ku" "kd" 207 3 13 4 NA NA
"ku" "ku" 1202 7 7 10 NA 1
"p" "kd" 525 3 12 11 NA NA
"p" "ku" 1532 6 6 13 NA 2
"p" "p" 5391 2 8 131 2 1
"td" "kd" 53 NA 1 NA 7 NA
"td" "ku" 39 NA NA NA 1 NA
"td" "p" 637 NA 1 16 27 NA
"td" "td" 165 NA NA 1 NA 1
"tu" "kd" 131 NA 1 NA NA NA
"tu" "p" 547 NA 1 2 NA 2
"tu" "td" 109 NA NA 2 NA 7
"tu" "tu" 3340 NA 1 13 4 5
"kd" "kd" 33 14 12 NA NA NA
"ku" "kd" 201 11 26 5 NA NA
"ku" "ku" 1163 10 8 12 NA 1
"p" "kd" 491 9 18 15 NA NA
"p" "ku" 1571 1 3 12 1 4
"p" "p" 5426 2 3 126 2 3
"td" "kd" 65 NA NA NA NA NA
"td" "ku" 25 NA NA NA NA NA
"td" "p" 670 NA NA 4 26 1
"td" "td" 74 NA NA NA 26 42
"tu" "kd" 94 NA 2 NA NA NA
"tu" "p" 486 NA NA 4 NA 1
"tu" "td" 104 NA NA NA NA 10
"tu" "tu" 3108 NA 1 6 7 10
"kd" "kd" 28 4 30 NA NA NA
"ku" "kd" 198 7 37 1 NA NA
"ku" "ku" 1232 8 24 15 1 4
"p" "kd" 481 15 60 32 NA NA
"p" "ku" 1682 18 8 22 NA 5
"p" "p" 5203 4 37 168 4 NA
"td" "kd" 62 NA 1 18 1 NA
"td" "ku" 33 NA NA 2 1 NA
"td" "p" 639 NA 1 20 36 2
"td" "td" 158 NA NA NA 10 NA
"tu" "kd" 93 1 14 4 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 549 NA 1 9 NA 1
"tu" "td" 120 NA NA NA NA 6
"tu" "tu" 3063 NA NA 9 7 1
"kd" "kd" 20 5 9 3 NA NA
"ku" "kd" 166 1 22 9 NA NA
"ku" "ku" 1188 7 10 19 NA NA
"p" "kd" 467 2 18 12 NA NA
"p" "ku" 1495 5 2 28 1 1
"p" "p" 5301 2 7 125 1 1
"td" "kd" 95 NA NA NA NA NA
"td" "ku" 31 NA NA NA 4 NA
"td" "p" 725 NA NA NA 31 2
"td" "td" 128 NA NA 2 3 5
"tu" "kd" 111 NA 4 NA 1 NA
"tu" "p" 502 NA NA 7 1 1
"tu" "td" 115 NA NA NA NA 7
"tu" "tu" 3019 NA NA 11 2 5
"kd" "kd" 15 7 NA 3 NA NA
"ku" "kd" 239 1 23 1 NA NA
"ku" "ku" 1181 13 4 5 2 1
"p" "kd" 472 1 34 9 NA NA
"p" "ku" 1556 6 7 8 1 2
"p" "p" 5469 12 9 90 2 1
"td" "kd" 60 NA 1 NA NA NA
"td" "ku" 25 NA NA NA NA NA
"td" "p" 571 NA 1 7 15 NA
"td" "td" 196 NA NA NA NA NA
"tu" "kd" 110 NA 3 1 NA NA
"tu" "p" 413 NA NA 3 NA NA
"tu" "td" 139 NA NA NA NA 18
"tu" "tu" 2975 NA NA 6 1 10
"kd" "kd" 29 15 30 NA NA NA
"ku" "kd" 220 5 40 6 1 NA
"ku" "ku" 1277 20 14 11 2 3
"p" "kd" 254 8 31 31 NA NA
"p" "ku" 738 3 1 18 1 1
"p" "p" 5062 2 15 104 1 6
"td" "kd" 59 NA 4 1 NA NA
"td" "ku" 39 NA 1 NA 2 NA
"td" "p" 660 NA NA 1 25 NA
"td" "td" 164 NA NA NA 1 NA
"tu" "kd" 81 2 7 7 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 431 1 NA 3 NA NA
"tu" "td" 122 1 NA NA NA 11
"tu" "tu" 3136 NA NA 5 5 5
"kd" "kd" 49 3 NA 2 NA NA
"ku" "kd" 202 2 21 6 NA NA
"ku" "ku" 1293 6 15 16 1 1
"p" "kd" 496 1 16 13 NA NA
"p" "ku" 1566 3 11 17 1 1
"p" "p" 5349 2 7 100 1 5
"td" "kd" 63 NA 1 NA NA NA
"td" "ku" 42 NA NA NA 2 NA
"td" "p" 689 NA NA 1 25 1
"td" "td" 148 NA NA NA 1 17
"tu" "kd" 116 NA 3 NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 535 NA NA 9 NA NA
"tu" "td" 134 NA NA NA NA 11
"tu" "tu" 3129 NA NA 4 2 5
"kd" "kd" 43 4 NA NA NA NA
"ku" "kd" 235 3 31 6 1 NA
"ku" "ku" 1175 14 10 14 1 2
"p" "kd" 468 3 19 31 NA NA
"p" "ku" 1594 16 3 22 1 1
"p" "p" 5365 7 24 129 3 NA
"td" "kd" 55 NA 11 NA 4 NA
"td" "ku" 36 NA 1 NA 1 NA
"td" "p" 644 NA 3 6 36 NA
"td" "td" 128 NA NA NA 12 NA
"tu" "kd" 100 NA 6 4 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 427 NA 1 3 1 NA
"tu" "td" 129 1 NA NA NA 11
"tu" "tu" 2942 NA NA 3 2 4
"kd" "kd" 24 12 17 2 NA NA
"ku" "kd" 190 5 16 8 NA NA
"ku" "ku" 1175 6 8 13 NA 3
"p" "kd" 423 3 16 13 NA NA
"p" "ku" 1362 8 3 15 1 3
"p" "p" 5040 3 9 131 6 2
"td" "kd" 17 NA NA 4 1 NA
"td" "ku" 28 NA NA NA 1 NA
"td" "p" 645 NA NA 1 33 1
"td" "td" 115 NA NA 2 NA 40
