"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"tu" "td" 120 NA NA 1 NA 9
"tu" "tu" 3105 NA 1 8 7 1
"kd" "kd" 45 2 12 NA NA NA
"ku" "kd" 247 3 26 13 NA NA
"ku" "ku" 1247 6 14 17 NA 1
"p" "kd" 503 5 19 27 NA NA
"p" "ku" 1555 1 3 27 NA 3
"p" "p" 5368 2 12 141 4 2
"td" "kd" 97 NA 5 NA 1 NA
"td" "ku" 37 NA NA NA NA NA
"td" "p" 681 NA 1 3 39 NA
"td" "td" 147 NA NA NA NA 24
"tu" "kd" 92 NA 2 6 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 524 NA 2 3 NA NA
"tu" "td" 113 NA NA NA NA 3
"tu" "tu" 3065 NA 4 11 1 2
"kd" "kd" 50 22 13 NA NA NA
"ku" "kd" 241 8 30 1 NA NA
"ku" "ku" 1248 10 16 4 NA 2
"p" "kd" 482 1 11 15 NA NA
"p" "ku" 1570 11 5 9 NA 6
"p" "p" 5250 5 11 111 NA 9
"td" "kd" 71 NA NA NA NA NA
"td" "ku" 32 NA NA 1 1 NA
"td" "p" 651 NA 1 7 33 1
"td" "td" 173 NA NA NA 4 10
"tu" "kd" 91 1 4 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 539 1 3 5 NA 1
"tu" "td" 98 NA NA NA NA 4
"tu" "tu" 3230 1 NA 5 1 2
"kd" "kd" 39 5 34 NA NA NA
"ku" "kd" 191 5 32 1 NA NA
"ku" "ku" 1220 17 21 9 NA 3
"p" "kd" 481 9 33 16 1 NA
"p" "ku" 1584 7 10 25 3 1
"p" "p" 5223 10 12 113 1 4
"td" "kd" 50 NA 5 NA NA NA
"td" "ku" 29 NA NA NA 1 NA
"td" "p" 657 NA NA 1 21 NA
"td" "td" 121 NA NA 1 NA 16
"tu" "kd" 134 NA 4 3 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 438 NA 1 6 NA NA
"tu" "td" 113 NA NA NA NA 5
"tu" "tu" 3095 2 NA 14 3 1
"kd" "kd" 65 11 3 NA NA NA
"ku" "kd" 215 1 25 1 NA NA
"ku" "ku" 1157 9 7 16 NA 1
"p" "kd" 445 3 32 16 NA NA
"p" "ku" 1558 7 4 23 2 2
"p" "p" 5372 17 12 115 2 2
"td" "kd" 41 NA 1 NA 2 NA
"td" "ku" 26 NA NA NA 3 NA
"td" "p" 633 NA 1 3 32 1
"td" "td" 130 NA NA 1 1 8
"tu" "kd" 118 NA 5 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 462 NA NA 5 1 NA
"tu" "td" 136 NA NA NA NA 10
"tu" "tu" 3173 NA NA 13 4 2
"kd" "kd" 36 42 53 NA NA NA
"ku" "kd" 227 19 34 2 NA NA
"ku" "ku" 1256 11 14 16 NA 1
"p" "kd" 477 26 37 15 NA NA
"p" "ku" 1590 8 9 19 1 1
"p" "p" 5293 6 12 157 NA 2
"td" "kd" 63 NA NA NA 11 NA
"td" "ku" 45 NA NA NA 6 NA
"td" "p" 736 NA 1 10 43 3
"td" "td" 128 NA NA NA 35 4
"tu" "kd" 121 NA 3 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 507 NA 1 5 1 1
"tu" "td" 115 NA NA NA NA 5
"tu" "tu" 3110 NA NA 9 1 7
"kd" "kd" 53 21 23 6 NA NA
"ku" "kd" 217 6 42 10 NA NA
"ku" "ku" 1243 2 20 7 2 1
"p" "kd" 480 12 29 20 NA NA
"p" "ku" 1506 13 5 19 NA 1
"p" "p" 5305 1 21 131 2 NA
"td" "kd" 64 NA 7 1 1 NA
"td" "ku" 29 NA NA 1 NA NA
"td" "p" 721 NA NA 3 13 5
"td" "td" 179 NA NA 1 91 NA
"tu" "kd" 116 NA 2 1 NA NA
"tu" "ku" 7 NA NA NA NA NA
"tu" "p" 496 NA 1 3 NA NA
"tu" "td" 122 NA NA NA 1 3
"tu" "tu" 3142 NA 1 8 3 4
"kd" "kd" 35 2 2 8 NA NA
"ku" "kd" 214 1 28 16 NA NA
"ku" "ku" 1226 4 17 15 1 1
"p" "kd" 460 NA 31 26 NA NA
"p" "ku" 1366 7 8 23 1 1
"p" "p" 5305 10 22 124 4 4
"td" "kd" 56 NA 10 NA 13 NA
"td" "ku" 48 NA 1 NA 1 NA
"td" "p" 657 NA 5 7 67 NA
"td" "td" 179 NA NA NA 10 35
"tu" "kd" 103 NA 4 4 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 488 NA 2 9 NA 1
"tu" "td" 114 1 NA NA 1 5
"tu" "tu" 3222 NA NA 11 3 1
"kd" "kd" 27 14 16 7 NA NA
"ku" "kd" 198 9 27 6 NA NA
"ku" "ku" 1204 14 10 7 NA 1
"p" "kd" 475 10 33 11 NA NA
"p" "ku" 1553 7 8 10 NA 1
"p" "p" 5289 5 12 94 NA 5
"td" "kd" 63 NA 4 7 NA NA
"td" "ku" 51 NA NA NA 2 NA
"td" "p" 698 NA NA 1 7 NA
"td" "td" 178 NA NA NA 5 NA
"tu" "kd" 107 NA 3 2 NA NA
"tu" "p" 439 1 NA 2 NA 1
"tu" "td" 113 NA NA NA NA 8
"tu" "tu" 3036 NA 1 4 3 3
"kd" "kd" 20 4 1 NA NA NA
"ku" "kd" 182 2 22 8 NA NA
"ku" "ku" 1189 6 11 14 2 NA
"p" "kd" 483 2 7 14 NA NA
"p" "ku" 1598 6 1 24 1 5
"p" "p" 5331 4 6 114 2 7
"td" "kd" 40 NA NA NA 1 NA
"td" "ku" 44 NA NA 1 2 NA
"td" "p" 666 NA NA 3 20 NA
"td" "td" 205 NA NA NA NA 23
"tu" "kd" 100 NA 3 NA NA NA
"tu" "p" 511 NA NA 8 NA NA
"tu" "td" 104 NA NA NA NA 13
"tu" "tu" 3225 NA 1 10 NA 7
"kd" "kd" 49 16 14 NA NA NA
"ku" "kd" 219 5 28 2 NA NA
"ku" "ku" 1190 11 13 12 3 NA
"p" "kd" 437 7 36 20 NA NA
"p" "ku" 1484 2 5 6 1 NA
"p" "p" 5336 6 17 123 2 2
"td" "kd" 46 NA NA 2 NA NA
"td" "ku" 43 NA NA NA 1 NA
"td" "p" 653 NA NA 25 30 NA
"td" "td" 231 NA NA NA 7 NA
"tu" "kd" 104 1 3 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 510 NA 2 7 1 NA
"tu" "td" 106 NA NA 2 NA 20
"tu" "tu" 3212 NA NA 12 4 7
"kd" "kd" 36 11 NA NA NA NA
"ku" "kd" 201 4 18 1 NA NA
"ku" "ku" 1119 5 8 3 NA 3
"p" "kd" 487 2 23 25 NA NA
"p" "ku" 1531 1 2 18 NA 1
"p" "p" 5292 12 7 145 2 1
"td" "kd" 43 NA 4 NA NA NA
"td" "ku" 40 NA NA NA 1 NA
"td" "p" 631 NA NA 2 26 NA
"td" "td" 185 NA NA NA NA 23
"tu" "kd" 74 NA 4 3 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 457 NA NA 2 NA NA
"tu" "td" 134 1 NA NA NA 9
"tu" "tu" 3207 NA NA 8 1 1
"kd" "kd" 30 22 16 NA NA NA
"ku" "kd" 218 4 43 8 1 NA
"ku" "ku" 1374 14 19 11 2 2
"p" "kd" 513 4 37 30 1 NA
"p" "ku" 1742 9 6 11 3 NA
"p" "p" 5529 9 23 120 1 2
"td" "kd" 20 NA 18 17 1 NA
"td" "ku" 23 NA 1 1 NA NA
"td" "p" 678 NA 10 12 16 NA
"td" "td" 155 NA NA NA NA 23
"tu" "kd" 127 NA 2 4 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 557 1 2 7 1 NA
"tu" "td" 114 1 NA NA NA 9
"tu" "tu" 3121 NA 2 9 NA 4
"kd" "kd" 27 12 15 NA NA NA
"ku" "kd" 210 8 28 3 NA NA
"ku" "ku" 1189 15 14 5 NA 1
"p" "kd" 468 3 18 13 NA NA
"p" "ku" 1510 7 3 20 NA 1
"p" "p" 5248 1 16 155 7 2
"td" "kd" 56 NA NA 5 2 NA
"td" "ku" 25 NA NA NA 3 NA
"td" "p" 694 NA NA 3 40 2
"td" "td" 134 NA NA NA 38 88
"tu" "kd" 86 NA 1 1 1 NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 478 1 NA 4 NA NA
"tu" "td" 161 NA NA NA 1 11
"tu" "tu" 3193 NA NA 15 4 3
"kd" "kd" 31 6 15 10 NA NA
"ku" "kd" 232 7 31 11 NA NA
"ku" "ku" 1160 9 20 17 1 NA
"p" "kd" 467 8 18 15 NA NA
"p" "ku" 1618 10 7 8 NA 1
"p" "p" 5366 5 7 120 3 NA
"td" "kd" 73 NA 4 NA 3 NA
"td" "ku" 34 NA NA NA NA NA
"td" "p" 651 NA 2 1 16 1
"td" "td" 110 NA NA NA 11 NA
"tu" "kd" 111 NA 3 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 522 NA NA 7 NA NA
"tu" "td" 114 NA NA NA NA 10
"tu" "tu" 3191 NA 1 11 9 4
"kd" "kd" 65 22 6 19 NA NA
"ku" "kd" 202 7 18 9 NA NA
"ku" "ku" 1143 7 13 10 1 NA
"p" "kd" 483 1 23 25 NA NA
"p" "ku" 1599 7 5 13 1 1
"p" "p" 5589 13 9 118 2 NA
"td" "kd" 33 NA 3 15 NA NA
"td" "ku" 35 NA NA NA NA NA
"td" "p" 678 NA 2 10 9 1
"td" "td" 109 NA NA NA 28 NA
"tu" "kd" 84 1 5 NA NA NA
"tu" "p" 504 NA 1 1 NA NA
"tu" "td" 120 NA NA NA 1 7
"tu" "tu" 3233 1 NA 10 6 4
"kd" "kd" 36 16 6 6 NA NA
"ku" "kd" 202 5 14 5 NA NA
"ku" "ku" 1251 10 7 7 4 NA
"p" "kd" 460 2 25 7 NA NA
"p" "ku" 1611 5 8 13 3 1
"p" "p" 5212 10 12 102 3 6
"td" "kd" 59 NA 3 1 10 NA
"td" "ku" 33 NA 1 NA NA NA
"td" "p" 662 NA 1 11 44 NA
"td" "td" 129 NA NA NA 2 2
"tu" "kd" 106 1 NA 1 NA NA
"tu" "p" 494 NA 1 5 1 NA
"tu" "td" 105 NA NA NA NA 7
"tu" "tu" 3205 3 1 12 5 2
"kd" "kd" 28 2 22 1 NA NA
"ku" "kd" 212 3 28 5 NA NA
"ku" "ku" 1217 6 12 11 1 1
"p" "kd" 443 8 29 12 1 NA
"p" "ku" 1558 6 9 20 3 2
"p" "p" 5294 1 10 120 2 6
"td" "kd" 51 NA 7 6 NA NA
"td" "ku" 28 NA NA NA NA NA
"td" "p" 640 NA NA 6 46 1
"td" "td" 123 NA NA NA NA 16
"tu" "kd" 114 NA 2 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 492 NA 1 3 1 3
"tu" "td" 129 NA NA NA NA 13
"tu" "tu" 3206 NA NA 10 6 4
"kd" "kd" 22 NA 5 3 NA NA
"ku" "kd" 204 2 27 5 1 NA
"ku" "ku" 1083 6 10 7 2 4
"p" "kd" 445 2 34 10 NA NA
"p" "ku" 1615 3 5 14 1 3
"p" "p" 5393 3 25 114 5 4
"td" "kd" 56 NA NA NA 1 NA
"td" "ku" 40 NA NA NA 1 NA
"td" "p" 600 NA NA 2 23 NA
"td" "td" 157 NA NA NA NA 1
"tu" "kd" 111 NA 7 NA NA NA
"tu" "ku" 7 NA NA NA NA NA
"tu" "p" 525 NA NA 4 NA NA
"tu" "td" 100 NA NA NA NA 8
"tu" "tu" 3141 NA 1 9 1 6
"kd" "kd" 39 9 NA NA NA NA
"ku" "kd" 233 NA 16 1 1 NA
"ku" "ku" 1291 9 4 17 1 NA
"p" "kd" 489 1 4 20 1 NA
"p" "ku" 1621 2 3 17 1 NA
"p" "p" 5470 4 5 123 2 3
"td" "kd" 65 NA 5 14 NA NA
"td" "ku" 41 NA NA 1 NA NA
"td" "p" 613 NA 1 8 16 2
"td" "td" 101 NA NA NA 26 10
"tu" "kd" 98 NA NA NA NA NA
"tu" "p" 571 NA 1 6 1 NA
"tu" "td" 111 NA NA NA NA 3
"tu" "tu" 3167 NA NA 9 5 1
"kd" "kd" 50 5 3 NA NA NA
"ku" "kd" 189 NA 18 7 NA NA
"ku" "ku" 1215 11 14 11 NA 4
"p" "kd" 416 NA 28 22 NA NA
"p" "ku" 1514 2 9 8 NA NA
"p" "p" 5271 4 19 162 1 1
"td" "kd" 51 NA 6 NA 3 NA
"td" "ku" 53 NA 3 NA NA NA
"td" "p" 663 NA 1 NA 17 5
"td" "td" 148 NA NA 8 44 94
"tu" "kd" 120 1 1 NA NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 483 NA NA 7 2 1
"tu" "td" 123 NA NA NA NA 9
"tu" "tu" 3076 1 NA 6 NA 4
"kd" "kd" 34 14 28 12 NA NA
"ku" "kd" 233 8 29 7 1 NA
"ku" "ku" 1212 11 16 12 2 NA
"p" "kd" 464 9 35 12 NA NA
"p" "ku" 1477 2 5 18 NA 1
"p" "p" 5343 4 19 113 2 2
"td" "kd" 50 NA 10 NA 5 NA
"td" "ku" 38 NA 1 NA 3 NA
"td" "p" 703 NA 6 NA 18 1
"td" "td" 169 NA NA NA 12 13
"tu" "kd" 108 NA 2 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 476 NA 3 5 NA 1
"tu" "td" 139 NA NA NA NA 9
"tu" "tu" 3118 NA NA 15 1 4
"kd" "kd" 43 1 34 29 NA NA
"ku" "kd" 216 1 33 18 1 NA
"ku" "ku" 1161 10 17 10 2 NA
"p" "kd" 474 19 15 28 1 NA
"p" "ku" 1602 12 6 24 4 4
"p" "p" 5526 5 20 132 7 1
"td" "kd" 91 NA 1 NA 3 NA
"td" "ku" 30 NA 1 NA 3 NA
"td" "p" 741 NA 1 9 24 NA
"td" "td" 140 NA NA 1 8 NA
"tu" "kd" 98 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 501 NA 1 2 NA NA
"tu" "td" 134 NA NA NA NA 5
"tu" "tu" 3121 3 NA 12 NA 5
"kd" "kd" 59 11 5 NA NA NA
"ku" "kd" 194 3 28 NA NA NA
"ku" "ku" 1203 16 10 6 1 2
"p" "kd" 481 1 21 9 NA NA
"p" "ku" 1537 10 8 24 NA 1
"p" "p" 5123 3 12 105 2 4
"td" "kd" 48 NA 8 1 2 NA
"td" "ku" 36 NA 1 NA 1 NA
"td" "p" 724 NA 2 11 35 NA
"td" "td" 145 NA NA NA NA 29
"tu" "kd" 112 NA 8 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 483 NA 2 5 NA NA
"tu" "td" 114 NA NA 1 NA 4
"tu" "tu" 3073 1 NA 14 2 4
"kd" "kd" 19 20 16 1 NA NA
"ku" "kd" 197 2 26 12 1 NA
"ku" "ku" 1232 9 17 16 1 2
"p" "kd" 502 7 30 14 NA NA
"p" "ku" 1456 8 10 19 1 2
"p" "p" 5366 3 13 85 1 2
"td" "kd" 42 NA NA 4 3 NA
"td" "ku" 28 NA NA NA NA NA
"td" "p" 676 NA NA 4 35 NA
"td" "td" 136 NA NA NA 4 NA
"tu" "kd" 86 NA 6 5 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 531 NA 4 4 NA NA
"tu" "td" 132 NA NA NA NA 10
"tu" "tu" 2992 1 1 5 3 5
"kd" "kd" 44 7 37 NA NA NA
"ku" "kd" 208 18 49 2 NA NA
"ku" "ku" 1208 17 25 4 NA 2
"p" "kd" 490 8 38 7 NA NA
"p" "ku" 1527 6 7 17 NA 2
"p" "p" 5300 5 15 102 3 1
"td" "kd" 40 NA 2 NA 5 NA
"td" "ku" 20 NA NA NA 2 NA
"td" "p" 614 NA 1 3 17 NA
"td" "td" 114 NA NA NA 16 NA
"tu" "kd" 108 NA 1 1 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 495 NA 1 5 1 1
"tu" "td" 124 NA NA NA 1 7
"tu" "tu" 3131 NA NA 8 1 1
"kd" "kd" 33 3 18 2 NA NA
"ku" "kd" 214 3 30 1 NA NA
"ku" "ku" 1289 18 22 19 1 2
"p" "kd" 457 5 28 15 NA NA
"p" "ku" 1643 10 4 15 1 2
"p" "p" 5200 3 11 115 3 4
"td" "kd" 91 NA 17 5 3 NA
"td" "ku" 49 NA NA NA NA NA
"td" "p" 633 NA 7 21 22 3
"td" "td" 174 NA NA NA 39 NA
"tu" "kd" 118 1 5 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 451 NA 4 7 NA NA
"tu" "td" 132 NA NA 1 2 5
"tu" "tu" 3191 NA 2 11 2 5
"kd" "kd" 62 4 5 NA NA NA
"ku" "kd" 217 7 19 4 NA NA
"ku" "ku" 1234 11 7 15 1 NA
"p" "kd" 485 3 16 17 1 NA
"p" "ku" 1575 7 4 15 3 1
"p" "p" 5356 1 12 115 4 1
"td" "kd" 70 NA 9 NA 4 NA
"td" "ku" 24 NA NA 1 1 NA
"td" "p" 654 NA 6 13 21 1
"td" "td" 193 NA NA NA 8 3
"tu" "kd" 125 NA 1 2 NA NA
"tu" "p" 535 NA NA 5 NA 1
"tu" "td" 138 NA NA NA NA 8
"tu" "tu" 3153 NA NA 11 8 8
"kd" "kd" 76 15 8 NA NA NA
"ku" "kd" 209 9 19 3 NA NA
"ku" "ku" 1228 11 5 8 2 1
"p" "kd" 491 3 17 22 NA NA
"p" "ku" 1604 3 3 14 1 3
"p" "p" 5202 8 6 119 2 1
"td" "kd" 43 NA 4 NA 1 NA
"td" "ku" 29 NA NA NA 4 NA
"td" "p" 656 NA NA 3 23 1
"td" "td" 137 NA NA NA NA 7
"tu" "kd" 106 NA 1 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 570 NA 1 2 1 NA
"tu" "td" 126 NA NA NA NA 8
"tu" "tu" 3034 1 1 14 8 7
"kd" "kd" 41 6 19 NA NA NA
"ku" "kd" 184 6 13 6 NA NA
"ku" "ku" 1221 12 19 10 NA NA
"p" "kd" 438 4 36 20 NA NA
"p" "ku" 1468 3 8 17 NA 1
"p" "p" 5373 6 17 107 1 NA
"td" "kd" 61 NA 3 3 NA NA
"td" "ku" 19 NA NA NA NA NA
"td" "p" 625 NA NA 9 17 NA
"td" "td" 208 NA NA 5 NA 5
"tu" "kd" 107 1 3 NA NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 414 NA 1 4 NA NA
"tu" "td" 100 NA NA 1 NA 6
"tu" "tu" 3267 1 1 12 6 7
"kd" "kd" 35 22 10 9 NA NA
"ku" "kd" 205 12 38 14 NA NA
"ku" "ku" 1192 19 12 23 NA NA
"p" "kd" 532 3 27 48 NA NA
"p" "ku" 1508 3 7 31 NA NA
"p" "p" 5433 7 21 121 3 3
"td" "kd" 63 NA 12 1 NA NA
"td" "ku" 41 NA NA NA NA NA
"td" "p" 621 NA 3 5 17 NA
"td" "td" 95 NA NA NA 7 19
"tu" "kd" 107 NA 3 7 NA NA
"tu" "p" 450 NA NA 4 NA 2
"tu" "td" 109 NA NA NA NA 18
"tu" "tu" 3018 NA NA 11 2 7
"kd" "kd" 75 9 35 NA NA NA
"ku" "kd" 201 9 22 1 NA NA
"ku" "ku" 1243 6 15 13 NA 4
"p" "kd" 437 9 43 38 NA NA
"p" "ku" 1437 8 6 23 1 NA
"p" "p" 5197 1 32 136 1 3
"td" "kd" 40 NA 4 NA NA NA
"td" "ku" 41 NA 1 NA 1 NA
"td" "p" 693 NA 3 10 24 2
"td" "td" 191 NA NA NA 11 NA
"tu" "kd" 120 NA 5 5 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 434 NA NA 1 NA NA
"tu" "td" 106 NA NA NA NA 3
"tu" "tu" 3180 NA 1 14 1 1
"kd" "kd" 36 7 5 NA NA NA
"ku" "kd" 109 2 34 13 NA NA
"ku" "ku" 1221 12 12 22 NA 2
"p" "kd" 505 4 38 28 NA NA
"p" "ku" 1549 4 5 21 NA 1
"p" "p" 5246 2 15 139 1 NA
"td" "kd" 67 NA 2 NA NA NA
"td" "ku" 36 NA NA NA NA NA
"td" "p" 644 NA 1 10 35 NA
"td" "td" 166 NA NA 2 10 12
"tu" "kd" 113 NA 4 3 NA NA
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 475 NA NA 1 NA NA
"tu" "td" 136 1 NA NA NA 13
"tu" "tu" 3122 NA NA 5 NA 4
"kd" "kd" 49 12 16 3 NA NA
"ku" "kd" 245 3 26 5 1 NA
"ku" "ku" 1144 11 7 4 2 1
"p" "kd" 479 10 25 13 1 NA
"p" "ku" 1501 2 2 10 NA 1
"p" "p" 5339 10 8 120 2 5
"td" "kd" 62 NA 1 3 3 NA
"td" "ku" 28 NA 1 NA 7 NA
"td" "p" 609 NA 3 10 23 1
"td" "td" 162 NA NA NA 9 2
"tu" "kd" 110 NA NA 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 514 NA NA 2 NA NA
"tu" "td" 107 NA NA 1 NA 11
"tu" "tu" 3233 1 NA 15 NA 4
"kd" "kd" 40 43 48 15 NA NA
"ku" "kd" 225 12 14 6 1 NA
"ku" "ku" 1165 18 19 15 1 1
"p" "kd" 538 24 34 25 2 NA
"p" "ku" 1586 11 6 19 1 1
"p" "p" 5392 18 16 94 1 NA
"td" "kd" 64 1 2 NA 2 NA
"td" "ku" 43 NA NA NA NA 2
"td" "p" 680 NA NA 7 13 1
"td" "td" 142 NA NA NA 5 NA
"tu" "kd" 119 2 4 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 476 NA NA 3 NA 1
"tu" "td" 121 NA NA 1 NA 5
"tu" "tu" 3253 1 NA 8 NA NA
"kd" "kd" 41 14 32 15 NA NA
"ku" "kd" 207 11 22 8 NA NA
"ku" "ku" 1262 11 11 8 2 2
"p" "kd" 397 7 19 9 NA NA
"p" "ku" 1509 12 2 15 NA 1
"p" "p" 5453 4 11 127 1 3
"td" "kd" 65 NA NA NA NA NA
"td" "ku" 36 NA NA NA NA NA
"td" "p" 608 NA NA 1 24 2
"td" "td" 121 NA NA NA 4 5
"tu" "kd" 100 1 4 2 NA NA
"tu" "p" 509 NA 1 6 NA NA
"tu" "td" 122 NA NA 1 NA 1
"tu" "tu" 3135 NA NA 11 2 3
"kd" "kd" 40 5 2 2 NA NA
"ku" "kd" 225 NA 24 1 NA NA
"ku" "ku" 1269 17 9 15 3 1
"p" "kd" 451 NA 61 36 NA NA
"p" "ku" 1678 13 5 25 NA 1
"p" "p" 5649 15 39 142 4 NA
"td" "kd" 37 NA 21 2 NA NA
"td" "ku" 40 NA 1 NA 5 1
"td" "p" 642 NA 9 3 17 NA
"td" "td" 194 NA NA 3 9 21
"tu" "kd" 122 NA 5 4 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 449 NA 1 1 NA NA
"tu" "td" 98 NA NA NA NA 7
"tu" "tu" 3045 1 2 12 6 2
"kd" "kd" 33 6 14 NA NA NA
"ku" "kd" 232 7 18 5 1 NA
"ku" "ku" 1208 6 19 6 NA 1
"p" "kd" 481 1 7 17 1 NA
"p" "ku" 1414 2 4 6 NA 1
"p" "p" 5079 3 2 101 1 3
"td" "kd" 47 NA NA NA 2 NA
"td" "ku" 35 NA NA NA NA NA
"td" "p" 655 NA NA 1 20 1
"td" "td" 195 NA NA NA 25 93
"tu" "kd" 95 NA NA 1 NA NA
"tu" "p" 460 NA 1 5 NA 1
"tu" "td" 112 NA NA NA NA 11
"tu" "tu" 3322 NA NA 9 4 4
"kd" "kd" 27 39 33 11 NA NA
"ku" "kd" 204 12 27 6 NA NA
"ku" "ku" 1244 14 6 21 1 1
"p" "kd" 461 16 39 12 NA NA
"p" "ku" 1433 7 9 19 NA 1
"p" "p" 5342 16 13 139 2 1
"td" "kd" 56 NA 2 NA NA NA
"td" "ku" 23 NA NA NA NA NA
"td" "p" 614 NA 1 14 38 NA
"td" "td" 140 NA NA NA 2 10
"tu" "kd" 93 NA NA 2 NA NA
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 414 NA NA 3 NA NA
"tu" "td" 157 NA NA NA NA 11
"tu" "tu" 3152 NA 1 14 1 7
"kd" "kd" 21 4 16 NA NA NA
"ku" "kd" 206 4 10 2 1 NA
"ku" "ku" 1357 6 12 13 3 2
"p" "kd" 510 5 11 22 1 NA
"p" "ku" 1511 8 6 21 2 4
"p" "p" 5319 5 13 124 1 1
"td" "kd" 57 NA 4 1 3 NA
"td" "ku" 45 NA 1 NA 2 NA
"td" "p" 668 NA NA NA 23 NA
"td" "td" 219 NA NA NA 37 20
"tu" "kd" 121 NA 3 3 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 450 NA 1 5 1 NA
"tu" "td" 115 NA NA NA 1 9
"tu" "tu" 3319 NA 1 12 3 1
"kd" "kd" 43 9 11 5 NA NA
"ku" "kd" 233 6 23 5 NA NA
"ku" "ku" 1241 11 15 7 NA 1
"p" "kd" 511 5 19 26 NA NA
"p" "ku" 1592 2 2 16 NA 1
"p" "p" 5423 4 8 103 NA 2
"td" "kd" 64 NA 4 NA NA NA
