"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"p" "ku" 1729 6 3 16 NA 2
"p" "p" 5391 5 16 79 2 5
"td" "kd" 45 NA 2 NA 1 NA
"td" "ku" 41 NA NA NA 3 NA
"td" "p" 670 NA 3 17 31 NA
"td" "td" 153 NA NA NA 2 3
"tu" "kd" 82 1 5 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 521 1 NA 5 1 1
"tu" "td" 97 NA NA 1 NA 5
"tu" "tu" 3192 NA NA 4 1 3
"kd" "kd" 37 22 25 NA NA NA
"ku" "kd" 219 15 34 2 NA NA
"ku" "ku" 1080 15 13 4 1 3
"p" "kd" 427 5 17 13 NA NA
"p" "ku" 1420 9 7 25 1 2
"p" "p" 5075 3 13 139 2 5
"td" "kd" 53 NA NA NA 1 NA
"td" "ku" 33 NA NA NA 1 NA
"td" "p" 616 NA NA NA 25 NA
"td" "td" 148 NA NA NA NA 1
"tu" "kd" 97 NA NA NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 458 1 NA 3 NA NA
"tu" "td" 124 NA NA NA NA 13
"tu" "tu" 3128 NA NA 13 4 11
"kd" "kd" 69 9 4 NA NA NA
"ku" "kd" 208 3 17 2 1 NA
"ku" "ku" 1167 15 17 7 NA 3
"p" "kd" 453 4 22 4 1 NA
"p" "ku" 1529 9 6 13 1 1
"p" "p" 5315 4 10 95 2 3
"td" "kd" 33 NA 12 NA NA NA
"td" "ku" 32 NA NA 1 6 NA
"td" "p" 707 NA NA 4 23 2
"td" "td" 91 NA NA NA NA 32
"tu" "kd" 104 NA 1 NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 421 NA NA 3 1 1
"tu" "td" 139 NA NA NA NA 12
"tu" "tu" 3111 2 1 8 4 3
"kd" "kd" 62 9 NA NA NA NA
"ku" "kd" 228 2 11 3 NA NA
"ku" "ku" 1337 4 4 19 3 1
"p" "kd" 478 1 9 18 NA NA
"p" "ku" 1628 2 NA 19 1 3
"p" "p" 5344 3 NA 100 4 3
"td" "kd" 52 NA 3 4 NA NA
"td" "ku" 38 NA 1 NA 9 NA
"td" "p" 705 NA 1 3 41 1
"td" "td" 205 NA NA NA 36 NA
"tu" "kd" 86 NA 1 1 NA NA
"tu" "p" 450 NA NA 8 NA 1
"tu" "td" 100 NA NA NA NA 7
"tu" "tu" 3086 NA NA 10 3 6
"kd" "kd" 19 1 NA NA NA NA
"ku" "kd" 216 1 18 5 NA NA
"ku" "ku" 1219 5 11 6 2 NA
"p" "kd" 488 NA 34 16 NA NA
"p" "ku" 1498 3 3 19 2 1
"p" "p" 5363 8 16 122 8 2
"td" "kd" 51 NA NA NA 1 NA
"td" "ku" 42 NA NA NA 4 NA
"td" "p" 627 NA NA 6 47 NA
"td" "td" 184 NA NA NA 24 NA
"tu" "kd" 83 NA 5 3 NA NA
"tu" "p" 443 NA 3 9 1 1
"tu" "td" 121 NA NA NA NA 21
"tu" "tu" 3098 NA NA 11 7 6
"kd" "kd" 54 6 3 3 NA NA
"ku" "kd" 103 3 26 8 3 NA
"ku" "ku" 1329 13 22 13 4 2
"p" "kd" 492 3 21 31 2 NA
"p" "ku" 1652 7 7 12 3 3
"p" "p" 5426 1 8 159 5 7
"td" "kd" 55 NA 7 2 5 NA
"td" "ku" 25 NA 2 NA 2 NA
"td" "p" 660 NA 6 29 27 NA
"td" "td" 257 NA NA NA 23 NA
"tu" "kd" 102 1 3 3 NA NA
"tu" "p" 506 1 NA 7 NA 1
"tu" "td" 121 NA NA NA NA 3
"tu" "tu" 3100 NA NA 11 3 4
"kd" "kd" 43 4 16 1 NA NA
"ku" "kd" 240 5 28 3 NA NA
"ku" "ku" 1283 8 20 4 3 2
"p" "kd" 510 5 23 15 1 NA
"p" "ku" 1672 5 3 23 1 NA
"p" "p" 5443 8 13 146 1 4
"td" "kd" 64 NA NA NA 1 NA
"td" "ku" 36 NA NA NA 3 NA
"td" "p" 651 NA NA 2 40 NA
"td" "td" 244 NA NA NA 7 NA
"tu" "kd" 97 NA 4 2 NA 1
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 437 1 1 3 NA 1
"tu" "td" 119 NA NA 1 NA 15
"tu" "tu" 3197 NA 1 10 1 5
"kd" "kd" 28 7 2 NA NA NA
"ku" "kd" 209 2 29 6 NA NA
"ku" "ku" 1119 10 14 11 2 NA
"p" "kd" 470 NA 21 14 NA NA
"p" "ku" 1534 8 3 16 NA 1
"p" "p" 4900 10 10 123 4 3
"td" "kd" 59 NA 3 NA NA NA
"td" "ku" 48 NA NA NA 1 NA
"td" "p" 673 NA 1 8 58 NA
"td" "td" 126 NA NA NA 5 5
"tu" "kd" 106 NA NA NA NA NA
"tu" "p" 533 NA NA 3 1 1
"tu" "td" 140 NA NA NA NA 11
"tu" "tu" 3214 NA NA 13 8 7
"kd" "kd" 22 NA 40 36 NA NA
"ku" "kd" 208 8 38 26 NA NA
"ku" "ku" 1177 7 23 15 NA NA
"p" "kd" 511 6 18 33 NA NA
"p" "ku" 1559 11 6 27 1 1
"p" "p" 5401 7 15 150 2 1
"td" "kd" 88 NA 5 4 1 NA
"td" "ku" 41 NA NA 1 1 NA
"td" "p" 711 NA 5 4 21 3
"td" "td" 150 NA NA NA 20 5
"tu" "kd" 122 NA 2 2 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 498 NA NA 5 NA 2
"tu" "td" 89 NA NA NA NA 7
"tu" "tu" 3119 NA 1 2 1 5
"kd" "kd" 39 1 31 28 NA NA
"ku" "kd" 213 5 26 21 NA NA
"ku" "ku" 1216 10 13 17 1 1
"p" "kd" 475 4 27 31 1 NA
"p" "ku" 1560 8 4 20 NA 1
"p" "p" 5250 4 11 126 5 3
"td" "kd" 36 NA 2 NA NA NA
"td" "ku" 27 NA NA NA NA NA
"td" "p" 621 NA 2 3 39 NA
"td" "td" 180 NA NA 2 NA NA
"tu" "kd" 115 NA 2 3 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 530 NA NA 10 1 NA
"tu" "td" 109 NA NA NA NA 10
"tu" "tu" 3204 NA NA 11 6 3
"kd" "kd" 43 25 51 NA NA NA
"ku" "kd" 171 12 22 5 NA NA
"ku" "ku" 1202 16 5 9 1 1
"p" "kd" 500 25 42 21 NA NA
"p" "ku" 1529 6 9 11 1 NA
"p" "p" 5349 15 16 134 3 4
"td" "kd" 41 NA NA NA 9 NA
"td" "ku" 47 NA NA NA 3 NA
"td" "p" 595 NA NA 2 41 NA
"td" "td" 146 NA NA NA 41 NA
"tu" "kd" 94 NA 4 1 NA NA
"tu" "p" 464 NA 2 6 NA NA
"tu" "td" 146 NA NA NA NA 6
"tu" "tu" 3045 1 NA 15 3 3
"kd" "kd" 30 2 19 11 NA NA
"ku" "kd" 235 9 38 8 NA NA
"ku" "ku" 1159 16 13 10 2 NA
"p" "kd" 490 9 11 15 NA NA
"p" "ku" 1575 6 5 19 NA NA
"p" "p" 5325 5 13 135 NA 1
"td" "kd" 49 NA NA 4 5 NA
"td" "ku" 37 NA NA NA NA 1
"td" "p" 647 NA NA 3 9 NA
"td" "td" 178 NA NA 3 NA 9
"tu" "kd" 108 NA 9 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 434 NA 1 1 NA NA
"tu" "td" 86 NA NA NA NA 4
"tu" "tu" 3197 NA 1 8 2 7
"kd" "kd" 37 NA 2 NA NA NA
"ku" "kd" 202 2 25 8 NA NA
"ku" "ku" 1280 4 16 18 4 1
"p" "kd" 485 1 17 11 NA NA
"p" "ku" 1757 1 6 11 4 2
"p" "p" 5567 2 13 76 2 3
"td" "kd" 81 NA 1 NA NA NA
"td" "ku" 39 NA NA NA NA NA
"td" "p" 683 NA NA 25 24 NA
"td" "td" 112 NA NA NA 4 NA
"tu" "kd" 89 NA 3 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 503 NA 2 3 NA NA
"tu" "td" 96 NA NA 1 NA 9
"tu" "tu" 3200 NA NA 3 3 1
"kd" "kd" 27 19 37 NA NA NA
"ku" "kd" 211 5 21 1 NA NA
"ku" "ku" 1236 17 3 11 1 1
"p" "kd" 493 21 21 21 NA NA
"p" "ku" 1621 5 12 20 NA 1
"p" "p" 5281 7 15 127 2 5
"td" "kd" 81 NA NA 2 NA NA
"td" "ku" 31 NA NA NA 2 NA
"td" "p" 687 NA NA 12 26 2
"td" "td" 187 NA NA NA 62 22
"tu" "kd" 103 NA 4 NA NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 475 NA 3 9 NA NA
"tu" "td" 123 NA NA NA NA 13
"tu" "tu" 3115 2 2 6 3 3
"kd" "kd" 61 19 20 NA NA NA
"ku" "kd" 226 14 32 6 NA NA
"ku" "ku" 1161 9 15 7 2 3
"p" "kd" 497 7 24 9 NA NA
"p" "ku" 1600 3 6 22 NA 3
"p" "p" 5482 5 15 111 2 NA
"td" "kd" 27 NA 12 3 4 NA
"td" "ku" 30 NA NA 1 5 NA
"td" "p" 634 NA 4 8 12 NA
"td" "td" 229 NA NA NA 12 6
"tu" "kd" 89 NA 3 2 NA NA
"tu" "p" 486 NA 1 1 NA NA
"tu" "td" 109 NA NA NA 1 6
"tu" "tu" 3392 NA 1 9 2 2
"kd" "kd" 33 25 48 NA NA NA
"ku" "kd" 107 5 38 2 NA NA
"ku" "ku" 1265 14 12 12 NA NA
"p" "kd" 505 29 37 38 NA NA
"p" "ku" 1587 12 7 27 1 3
"p" "p" 5197 9 7 141 NA NA
"td" "kd" 78 NA NA NA 5 NA
"td" "ku" 51 NA NA NA 1 NA
"td" "p" 671 NA NA NA 21 NA
"td" "td" 100 NA NA NA 3 19
"tu" "kd" 92 1 1 3 NA NA
"tu" "p" 481 NA 1 4 NA 2
"tu" "td" 112 NA NA NA NA 3
"tu" "tu" 3099 1 1 10 2 2
"kd" "kd" 54 13 17 NA NA NA
"ku" "kd" 188 4 7 NA 1 NA
"ku" "ku" 1309 8 8 4 2 2
"p" "kd" 468 6 24 27 NA NA
"p" "ku" 1712 7 2 22 1 3
"p" "p" 5359 7 15 120 1 NA
"td" "kd" 66 NA 7 NA 1 NA
"td" "ku" 48 NA 2 1 1 NA
"td" "p" 653 NA 1 6 19 NA
"td" "td" 208 NA NA NA 1 10
"tu" "kd" 149 NA 6 1 1 NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 498 NA NA 2 NA 1
"tu" "td" 115 NA NA NA 1 7
"tu" "tu" 2986 NA NA 7 1 3
"kd" "kd" 48 6 16 NA NA NA
"ku" "kd" 206 2 20 1 NA NA
"ku" "ku" 1278 6 6 14 2 NA
"p" "kd" 472 NA 14 10 NA NA
"p" "ku" 1541 2 3 11 2 3
"p" "p" 5297 6 4 137 4 3
"td" "kd" 50 NA 4 3 NA NA
"td" "ku" 17 NA 1 1 NA 1
"td" "p" 703 NA 1 9 27 2
"td" "td" 114 NA NA NA 64 6
"tu" "kd" 124 NA 1 NA NA NA
"tu" "p" 522 NA NA 4 1 NA
"tu" "td" 126 1 NA 2 NA 12
"tu" "tu" 3242 NA NA 10 1 6
"kd" "kd" 35 3 16 NA NA NA
"ku" "kd" 212 3 28 3 1 NA
"ku" "ku" 1173 6 14 10 NA 5
"p" "kd" 537 4 12 15 NA NA
"p" "ku" 1509 6 3 22 1 1
"p" "p" 5546 4 2 109 2 NA
"td" "kd" 61 NA 3 NA NA NA
"td" "ku" 32 NA 1 NA 4 NA
"td" "p" 675 NA 2 10 30 2
"td" "td" 123 NA NA NA 5 NA
"tu" "kd" 116 1 2 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 496 NA NA 9 NA NA
"tu" "td" 127 NA NA 1 NA 12
"tu" "tu" 3081 NA NA 3 10 4
"kd" "kd" 27 12 8 NA NA NA
"ku" "kd" 184 7 32 3 1 NA
"ku" "ku" 1200 11 18 7 2 NA
"p" "kd" 459 3 17 20 NA NA
"p" "ku" 1574 2 8 8 3 3
"p" "p" 5291 4 12 92 NA 8
"td" "kd" 45 NA NA NA 1 NA
"td" "ku" 42 NA NA NA 1 NA
"td" "p" 621 NA NA 1 11 NA
"td" "td" 224 NA NA NA 13 20
"tu" "kd" 110 NA 4 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 449 NA 1 1 NA 1
"tu" "td" 115 NA NA NA 1 8
"tu" "tu" 3301 NA NA 9 1 2
"kd" "kd" 44 NA 13 NA NA NA
"ku" "kd" 215 NA 13 7 NA NA
"ku" "ku" 1185 7 7 10 3 1
"p" "kd" 453 1 22 33 NA NA
"p" "ku" 1600 5 3 19 2 2
"p" "p" 5347 5 11 115 3 4
"td" "kd" 54 NA NA NA NA NA
"td" "ku" 30 NA NA NA 1 NA
"td" "p" 671 NA NA 15 25 NA
"td" "td" 106 NA NA NA NA 1
"tu" "kd" 116 NA 2 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 535 NA 1 6 1 1
"tu" "td" 162 NA NA NA NA 11
"tu" "tu" 2981 1 NA 6 5 6
"kd" "kd" 24 8 9 2 NA NA
"ku" "kd" 164 1 7 4 2 NA
"ku" "ku" 1351 8 9 8 5 2
"p" "kd" 429 NA 12 15 NA NA
"p" "ku" 1706 10 1 32 3 4
"p" "p" 5568 1 4 181 5 2
"td" "kd" 54 NA 3 27 6 NA
"td" "ku" 53 NA NA NA 2 1
"td" "p" 623 NA NA 20 31 1
"td" "td" 154 NA NA NA 24 22
"tu" "kd" 91 NA 4 2 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 481 NA 1 7 1 1
"tu" "td" 122 NA NA 1 NA 11
"tu" "tu" 3308 1 NA 6 1 4
"kd" "kd" 35 6 6 NA NA NA
"ku" "kd" 226 5 31 8 2 NA
"ku" "ku" 1191 19 22 8 2 NA
"p" "kd" 509 1 21 17 1 NA
"p" "ku" 1579 6 9 8 NA 2
"p" "p" 5224 4 10 126 5 3
"td" "kd" 62 NA 5 NA 12 NA
"td" "ku" 40 NA 2 NA 1 NA
"td" "p" 673 NA 3 8 26 NA
"td" "td" 160 NA NA NA NA 11
"tu" "kd" 101 NA 1 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 505 NA 1 2 NA NA
"tu" "td" 124 NA NA NA NA 7
"tu" "tu" 3080 NA 1 10 5 7
"kd" "kd" 41 13 NA NA NA NA
"ku" "kd" 186 7 23 7 NA NA
"ku" "ku" 1209 18 6 16 3 1
"p" "kd" 497 3 8 14 NA NA
"p" "ku" 1597 3 5 20 NA 2
"p" "p" 5488 4 7 102 2 NA
"td" "kd" 70 NA 4 NA NA NA
"td" "ku" 34 NA NA NA 1 NA
"td" "p" 677 NA 4 1 35 NA
"td" "td" 139 NA NA NA NA NA
"tu" "kd" 111 NA 1 4 NA NA
"tu" "p" 517 NA NA 1 NA 1
"tu" "td" 128 NA NA NA NA 10
"tu" "tu" 3217 NA NA 4 1 2
"kd" "kd" 33 11 NA 1 NA NA
"ku" "kd" 199 5 31 6 NA NA
"ku" "ku" 1286 17 16 17 NA 3
"p" "kd" 471 4 25 5 NA NA
"p" "ku" 1595 9 4 27 1 1
"p" "p" 5466 6 19 92 NA NA
"td" "kd" 70 NA NA NA NA NA
"td" "ku" 32 NA NA NA 1 NA
"td" "p" 629 NA NA 1 38 NA
"td" "td" 101 NA NA 1 1 7
"tu" "kd" 102 NA 3 3 NA NA
"tu" "p" 445 1 1 4 NA NA
"tu" "td" 109 NA NA NA NA 11
"tu" "tu" 2882 1 1 8 3 2
"kd" "kd" 54 2 18 NA NA NA
