"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"td" "p" 657 NA 2 4 34 NA
"td" "td" 99 NA NA NA NA NA
"tu" "kd" 116 NA 2 1 1 NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 527 NA NA 2 NA 1
"tu" "td" 141 NA NA NA NA 5
"tu" "tu" 3126 NA 2 7 7 8
"kd" "kd" 25 NA 12 NA NA NA
"ku" "kd" 173 3 26 13 NA NA
"ku" "ku" 1204 5 20 12 1 NA
"p" "kd" 416 1 30 11 NA NA
"p" "ku" 1463 7 6 17 1 2
"p" "p" 5368 2 18 91 4 1
"td" "kd" 49 NA 9 NA NA NA
"td" "ku" 38 NA NA NA NA NA
"td" "p" 672 NA 4 8 19 NA
"td" "td" 204 NA NA NA NA NA
"tu" "kd" 91 NA NA 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 484 NA 1 3 NA NA
"tu" "td" 149 NA NA 1 NA 15
"tu" "tu" 3228 NA NA 8 2 3
"kd" "kd" 35 16 8 9 NA NA
"ku" "kd" 208 5 26 12 NA NA
"ku" "ku" 1264 11 12 22 NA 1
"p" "kd" 485 3 52 38 NA NA
"p" "ku" 1609 1 10 18 1 3
"p" "p" 5410 7 27 152 1 2
"td" "kd" 61 NA 1 1 2 NA
"td" "ku" 39 NA NA NA 1 NA
"td" "p" 640 NA NA 12 24 NA
"td" "td" 190 NA NA NA NA NA
"tu" "kd" 105 NA 3 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 515 NA 1 4 NA 1
"tu" "td" 104 NA NA NA NA 12
"tu" "tu" 3221 NA NA 10 NA 3
"kd" "kd" 49 7 3 NA NA NA
"ku" "kd" 207 6 24 2 NA NA
"ku" "ku" 1121 9 10 11 1 2
"p" "kd" 514 2 18 27 NA NA
"p" "ku" 1436 5 3 12 2 2
"p" "p" 5113 7 20 103 4 4
"td" "kd" 93 NA 4 NA 1 NA
"td" "ku" 27 NA NA NA 1 NA
"td" "p" 605 NA 7 1 26 1
"td" "td" 115 NA NA NA 8 10
"tu" "kd" 115 1 2 1 NA NA
"tu" "ku" 10 NA NA NA NA NA
"tu" "p" 555 1 1 3 1 3
"tu" "td" 123 1 NA NA NA 7
"tu" "tu" 2887 1 1 8 2 3
"kd" "kd" 58 2 4 NA NA NA
"ku" "kd" 162 1 16 1 NA NA
"ku" "ku" 1284 5 14 14 NA NA
"p" "kd" 467 5 10 25 NA NA
"p" "ku" 1421 6 3 15 NA NA
"p" "p" 5243 4 10 142 2 NA
"td" "kd" 86 NA 1 NA 2 NA
"td" "ku" 37 NA NA 1 NA NA
"td" "p" 697 NA NA 5 27 NA
"td" "td" 172 NA NA NA NA NA
"tu" "kd" 93 NA 3 2 NA NA
"tu" "p" 230 NA 1 3 1 NA
"tu" "td" 94 NA NA 1 NA 5
"tu" "tu" 3209 NA 1 14 5 NA
"kd" "kd" 36 NA 22 NA NA NA
"ku" "kd" 181 3 21 2 NA NA
"ku" "ku" 1027 12 15 8 NA 2
"p" "kd" 470 3 25 15 NA NA
"p" "ku" 1343 2 7 16 NA 1
"p" "p" 5389 3 5 121 2 3
"td" "kd" 58 NA 3 NA NA NA
"td" "ku" 43 NA NA NA 2 NA
"td" "p" 670 NA 1 1 14 NA
"td" "td" 207 NA NA NA 28 4
"tu" "kd" 114 NA 4 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 479 NA NA 5 1 NA
"tu" "td" 135 NA NA 1 NA 14
"tu" "tu" 3094 NA NA 9 1 6
"kd" "kd" 35 19 5 NA NA NA
"ku" "kd" 192 8 8 5 NA NA
"ku" "ku" 1095 9 9 6 1 NA
"p" "kd" 453 2 10 22 NA NA
"p" "ku" 1444 NA 5 11 NA NA
"p" "p" 5213 1 3 110 NA 2
"td" "kd" 92 NA NA NA 1 NA
"td" "ku" 43 NA NA NA 1 NA
"td" "p" 701 NA 1 1 14 NA
"td" "td" 147 NA NA NA NA 7
"tu" "kd" 94 NA NA 2 NA NA
"tu" "p" 487 NA NA 5 NA NA
"tu" "td" 95 NA NA NA NA 3
"tu" "tu" 3107 NA NA 9 2 3
"kd" "kd" 45 36 57 4 NA NA
"ku" "kd" 199 3 19 4 NA NA
"ku" "ku" 1180 16 14 13 3 1
"p" "kd" 451 34 40 15 NA NA
"p" "ku" 1574 7 6 15 1 1
"p" "p" 5290 9 18 97 1 3
"td" "kd" 29 NA 5 NA NA NA
"td" "ku" 38 NA NA NA 1 NA
"td" "p" 634 NA 1 5 9 NA
"td" "td" 132 NA NA 3 17 9
"tu" "kd" 98 2 5 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 494 NA 2 5 NA 1
"tu" "td" 106 NA NA NA NA 14
"tu" "tu" 3189 NA 1 8 2 3
"kd" "kd" 43 5 3 NA NA NA
"ku" "kd" 245 3 16 1 1 NA
"ku" "ku" 1200 8 6 4 1 4
"p" "kd" 503 3 17 3 NA NA
"p" "ku" 1600 4 1 13 5 1
"p" "p" 5280 3 4 87 1 4
"td" "kd" 57 NA 3 6 2 NA
"td" "ku" 25 NA NA 1 2 NA
"td" "p" 678 NA 2 2 17 1
"td" "td" 108 NA NA NA 1 2
"tu" "kd" 87 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 452 NA 1 3 NA 1
"tu" "td" 93 NA NA NA NA 3
"tu" "tu" 2908 NA NA 3 2 4
"kd" "kd" 42 2 5 NA NA NA
"ku" "kd" 204 1 26 6 NA NA
"ku" "ku" 1268 11 14 13 NA 3
"p" "kd" 457 2 14 24 NA NA
"p" "ku" 1615 1 5 15 NA 1
"p" "p" 5083 1 18 132 3 3
"td" "kd" 44 NA 8 3 2 NA
"td" "ku" 37 NA 2 1 1 1
"td" "p" 598 NA 1 36 35 NA
"td" "td" 233 NA NA NA 4 20
"tu" "kd" 123 NA NA NA NA NA
"tu" "p" 530 NA NA 7 NA NA
"tu" "td" 135 NA NA 2 NA 16
"tu" "tu" 3162 1 NA 8 1 5
"kd" "kd" 66 NA 4 NA NA NA
"ku" "kd" 190 2 26 5 1 NA
"ku" "ku" 1263 5 12 15 4 3
"p" "kd" 473 1 30 31 NA NA
"p" "ku" 1642 1 7 13 1 2
"p" "p" 5455 4 16 153 2 3
"td" "kd" 63 NA 5 1 NA NA
"td" "ku" 33 NA NA 1 NA 1
"td" "p" 638 NA 3 5 13 NA
"td" "td" 151 NA NA 7 36 NA
"tu" "kd" 89 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 501 NA 1 3 NA NA
"tu" "td" 102 NA NA NA NA 4
"tu" "tu" 3008 NA 2 13 3 4
"kd" "kd" 54 30 46 30 NA NA
"ku" "kd" 233 23 38 32 NA NA
"ku" "ku" 1246 9 14 15 3 2
"p" "kd" 447 23 28 66 1 NA
"p" "ku" 1554 11 5 19 3 NA
"p" "p" 5105 5 10 183 3 3
"td" "kd" 40 1 17 22 1 NA
"td" "ku" 16 NA 1 1 1 1
"td" "p" 659 NA 5 16 21 NA
"td" "td" 103 NA NA NA 8 33
"tu" "kd" 132 NA 9 5 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 543 NA 4 5 NA 3
"tu" "td" 149 NA NA NA NA 5
"tu" "tu" 3045 NA NA 9 6 3
"kd" "kd" 31 NA 14 NA NA NA
"ku" "kd" 197 3 20 5 NA NA
"ku" "ku" 1303 16 23 12 NA 3
"p" "kd" 411 2 28 19 NA NA
"p" "ku" 1588 4 7 18 1 3
"p" "p" 5299 9 18 128 2 10
"td" "kd" 37 NA 1 NA NA NA
"td" "ku" 36 NA NA NA 3 NA
"td" "p" 664 NA 1 7 19 1
"td" "td" 141 NA NA NA 23 14
"tu" "kd" 88 NA 5 1 NA NA
"tu" "p" 511 NA NA 4 NA 2
"tu" "td" 97 1 NA NA NA 10
"tu" "tu" 3071 NA 1 10 4 6
"kd" "kd" 38 22 24 11 NA NA
"ku" "kd" 209 19 29 10 NA NA
"ku" "ku" 1286 15 16 15 2 4
"p" "kd" 498 13 11 25 1 NA
"p" "ku" 1494 12 3 18 1 1
"p" "p" 5129 8 5 124 2 NA
"td" "kd" 36 1 NA 1 3 NA
"td" "ku" 29 NA NA 1 NA NA
"td" "p" 695 NA 1 4 15 1
"td" "td" 203 NA NA NA 13 10
"tu" "kd" 135 NA 2 2 NA NA
"tu" "p" 494 NA 1 6 NA NA
"tu" "td" 126 NA NA NA NA 13
"tu" "tu" 3188 1 NA 15 4 5
"kd" "kd" 67 26 27 5 NA NA
"ku" "kd" 223 9 35 3 NA NA
"ku" "ku" 1203 9 15 10 NA 1
"p" "kd" 488 8 27 10 NA NA
"p" "ku" 1304 9 10 11 1 NA
"p" "p" 5369 7 9 96 5 4
"td" "kd" 84 NA 2 NA NA NA
"td" "ku" 41 NA NA NA 2 NA
"td" "p" 653 NA 4 1 33 NA
"td" "td" 225 NA NA NA NA 8
"tu" "kd" 121 NA 2 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 511 NA 1 2 NA NA
"tu" "td" 132 NA NA NA NA 10
"tu" "tu" 3175 NA 1 9 5 3
"kd" "kd" 12 18 14 NA NA NA
"ku" "kd" 183 7 34 2 2 NA
"ku" "ku" 1177 13 14 10 NA 4
"p" "kd" 435 4 21 13 1 NA
"p" "ku" 1623 12 6 12 1 1
"p" "p" 5228 10 8 115 NA 3
"td" "kd" 20 NA 9 1 6 NA
"td" "ku" 55 NA NA 2 2 NA
"td" "p" 687 NA 2 7 14 NA
"td" "td" 118 NA NA NA 8 4
"tu" "kd" 85 1 3 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 473 NA 1 1 NA 1
"tu" "td" 116 NA NA NA NA 7
"tu" "tu" 3122 1 NA 10 3 10
"kd" "kd" 28 17 4 3 NA NA
"ku" "kd" 229 2 19 3 NA NA
"ku" "ku" 1153 11 9 5 1 2
"p" "kd" 480 1 17 17 NA NA
"p" "ku" 1506 4 10 28 NA 1
"p" "p" 5453 2 5 92 1 NA
"td" "kd" 51 NA 17 17 3 NA
"td" "ku" 29 NA 1 1 NA NA
"td" "p" 616 NA 4 10 26 2
"td" "td" 139 NA NA NA NA 60
