"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"p" "p" 5226 2 14 126 5 4
"td" "kd" 90 NA NA 1 1 NA
"td" "ku" 51 NA NA NA 1 NA
"td" "p" 680 NA NA 1 21 NA
"td" "td" 172 NA NA NA 1 1
"tu" "kd" 93 NA 1 1 1 NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 452 NA 1 5 3 NA
"tu" "td" 74 NA NA 1 NA 3
"tu" "tu" 3369 1 2 12 2 1
"kd" "kd" 44 6 7 15 NA NA
"ku" "kd" 232 1 28 4 1 NA
"ku" "ku" 1267 12 22 11 NA 4
"p" "kd" 432 1 16 20 NA NA
"p" "ku" 1523 8 5 20 NA 1
"p" "p" 5098 2 9 108 2 3
"td" "kd" 50 NA 4 NA 2 NA
"td" "ku" 25 NA NA NA 1 NA
"td" "p" 684 NA NA 3 43 1
"td" "td" 165 NA NA NA 4 20
"tu" "kd" 125 NA 2 NA NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 483 NA 1 6 NA 2
"tu" "td" 101 NA NA NA NA 10
"tu" "tu" 3279 NA NA 6 2 5
"kd" "kd" 52 5 16 6 NA NA
"ku" "kd" 206 3 27 11 NA NA
"ku" "ku" 1108 11 9 8 2 4
"p" "kd" 428 9 22 18 NA NA
"p" "ku" 1451 9 8 14 3 1
"p" "p" 5341 3 21 109 5 1
"td" "kd" 74 NA NA NA 4 NA
"td" "ku" 31 NA NA NA 1 NA
"td" "p" 634 NA 2 10 23 1
"td" "td" 186 NA NA NA NA 1
"tu" "kd" 98 NA 3 NA 1 NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 467 NA 2 3 NA NA
"tu" "td" 126 NA NA 1 NA 7
"tu" "tu" 3167 NA NA 6 5 3
"kd" "kd" 35 8 2 NA NA NA
"ku" "kd" 181 1 13 2 NA NA
"ku" "ku" 1096 6 10 10 2 2
"p" "kd" 476 2 19 15 NA NA
"p" "ku" 1497 6 5 16 2 3
"p" "p" 5168 8 7 128 2 6
"td" "kd" 88 NA 6 2 NA NA
"td" "ku" 35 NA NA NA 4 NA
"td" "p" 696 NA 1 3 40 1
"td" "td" 268 NA NA 1 11 22
"tu" "kd" 129 NA 4 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 515 NA NA 1 NA NA
"tu" "td" 120 NA NA NA NA 9
"tu" "tu" 3235 2 NA 9 2 1
"kd" "kd" 32 10 12 NA NA NA
"ku" "kd" 220 5 29 NA NA NA
"ku" "ku" 1172 16 19 3 1 1
"p" "kd" 520 3 15 12 NA NA
"p" "ku" 1622 4 7 10 1 3
"p" "p" 5334 3 8 97 1 1
"td" "kd" 71 NA 1 1 NA NA
"td" "ku" 29 NA NA NA 3 NA
"td" "p" 599 NA NA 10 35 NA
"td" "td" 160 NA NA NA 13 1
"tu" "kd" 112 NA 1 NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 448 NA 1 3 NA 2
"tu" "td" 124 NA NA NA NA 6
"tu" "tu" 3210 NA NA 13 6 2
"kd" "kd" 33 39 57 NA NA NA
"ku" "kd" 198 15 37 6 1 NA
"ku" "ku" 1209 18 28 15 3 8
"p" "kd" 501 18 37 16 NA NA
"p" "ku" 1630 9 13 25 3 NA
"p" "p" 5501 7 21 109 1 2
"td" "kd" 36 NA 23 1 4 NA
"td" "ku" 40 NA 3 NA NA NA
"td" "p" 705 NA 13 3 28 NA
"td" "td" 100 NA NA 12 NA 1
"tu" "kd" 109 NA 2 3 NA NA
"tu" "p" 480 NA 1 6 NA 2
"tu" "td" 113 NA NA NA NA 2
"tu" "tu" 3173 NA NA 10 NA 3
"kd" "kd" 45 1 12 NA NA NA
"ku" "kd" 184 NA 25 3 1 NA
"ku" "ku" 1160 8 19 4 1 4
"p" "kd" 439 3 32 16 1 NA
"p" "ku" 1589 8 7 19 2 NA
"p" "p" 5320 4 12 109 NA 5
"td" "kd" 54 NA 1 NA 5 NA
"td" "ku" 41 NA NA 1 1 NA
"td" "p" 654 NA NA 6 29 1
"td" "td" 126 NA NA NA 4 5
"tu" "kd" 115 NA 5 1 NA NA
"tu" "p" 507 NA 2 4 NA NA
"tu" "td" 134 NA NA 2 NA 7
"tu" "tu" 3203 NA NA 14 3 2
"kd" "kd" 45 11 10 NA NA NA
"ku" "kd" 203 1 23 4 NA NA
"ku" "ku" 1227 12 8 14 NA 1
"p" "kd" 516 NA 18 16 NA NA
"p" "ku" 1620 8 6 19 NA 1
"p" "p" 5185 2 5 104 3 3
"td" "kd" 41 NA 6 NA NA NA
"td" "ku" 25 NA NA NA 2 NA
"td" "p" 629 NA 3 1 33 NA
"td" "td" 151 NA NA 1 7 6
"tu" "kd" 96 NA 1 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 517 NA NA 3 NA 1
"tu" "td" 115 NA NA NA NA 9
"tu" "tu" 3205 NA NA 8 1 6
"kd" "kd" 25 25 28 NA NA NA
"ku" "kd" 205 3 31 12 NA NA
"ku" "ku" 1152 12 17 24 1 1
"p" "kd" 484 18 29 12 NA NA
"p" "ku" 1390 4 6 11 1 1
"p" "p" 5481 10 9 151 5 NA
"td" "kd" 67 NA 2 NA NA NA
"td" "ku" 51 NA 1 NA 1 NA
"td" "p" 654 NA NA 1 26 NA
"td" "td" 205 NA NA NA 2 4
"tu" "kd" 88 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 511 NA NA 1 NA 1
"tu" "td" 117 NA NA NA NA 3
"tu" "tu" 3360 NA NA 10 3 2
"kd" "kd" 44 9 6 NA NA NA
"ku" "kd" 219 3 25 9 NA NA
"ku" "ku" 1144 7 14 20 3 NA
"p" "kd" 509 NA 10 14 NA NA
"p" "ku" 1523 5 NA 20 1 1
"p" "p" 5348 1 13 133 4 3
"td" "kd" 42 NA NA 4 13 NA
"td" "ku" 51 NA NA 1 NA NA
"td" "p" 669 NA NA 3 29 NA
"td" "td" 260 NA NA NA NA NA
"tu" "kd" 104 NA 3 NA 1 NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 504 NA NA 2 NA 1
"tu" "td" 140 NA NA 1 NA 4
"tu" "tu" 3096 NA NA 8 2 2
"kd" "kd" 25 1 11 4 NA NA
"ku" "kd" 207 1 16 5 NA NA
"ku" "ku" 1073 13 10 11 1 NA
"p" "kd" 480 2 6 17 NA NA
"p" "ku" 1382 3 4 21 NA 2
"p" "p" 5214 1 6 130 2 2
"td" "kd" 42 NA 10 1 NA NA
"td" "ku" 42 NA NA NA 2 NA
"td" "p" 681 NA 1 6 17 NA
"td" "td" 166 NA NA NA NA NA
"tu" "kd" 98 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 525 NA NA 3 NA 1
"tu" "td" 145 NA NA NA NA 6
"tu" "tu" 3197 NA 1 8 1 1
"kd" "kd" 32 19 10 NA NA NA
"ku" "kd" 233 6 14 NA NA NA
"ku" "ku" 1276 31 20 12 4 2
"p" "kd" 473 3 17 10 NA NA
"p" "ku" 1461 5 5 23 NA 1
"p" "p" 5469 4 6 101 NA 2
"td" "kd" 81 NA 14 NA NA NA
"td" "ku" 22 NA NA 1 NA NA
"td" "p" 627 NA 16 6 18 NA
"td" "td" 174 NA NA 1 2 1
"tu" "kd" 107 NA 3 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 507 NA 1 4 1 4
"tu" "td" 107 NA NA NA NA 2
"tu" "tu" 3030 NA 1 5 1 1
"kd" "kd" 50 15 3 6 NA NA
"ku" "kd" 210 6 21 11 NA NA
"ku" "ku" 1162 9 10 10 NA 1
"p" "kd" 450 1 21 26 NA NA
"p" "ku" 1493 5 5 19 NA 2
"p" "p" 5373 9 17 112 8 4
"td" "kd" 78 NA 1 NA 7 NA
"td" "ku" 45 NA NA NA 2 NA
"td" "p" 604 NA NA 2 25 NA
"td" "td" 130 NA NA NA NA 14
"tu" "kd" 90 NA 7 2 NA NA
"tu" "p" 511 NA NA 8 NA 1
"tu" "td" 106 NA NA NA NA 4
"tu" "tu" 3078 NA 1 11 NA 4
"kd" "kd" 22 42 47 NA NA NA
"ku" "kd" 198 14 34 1 NA NA
"ku" "ku" 1214 9 13 6 NA NA
"p" "kd" 453 26 51 13 NA NA
"p" "ku" 1489 11 5 17 1 NA
"p" "p" 5204 14 23 128 4 1
"td" "kd" 39 NA NA NA NA NA
"td" "ku" 27 NA 1 1 1 1
"td" "p" 633 NA NA 4 8 3
"td" "td" 129 NA NA NA 39 3
"tu" "kd" 57 1 1 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 485 NA NA 5 NA NA
"tu" "td" 117 NA NA NA NA 2
"tu" "tu" 3205 1 1 9 NA 1
"kd" "kd" 29 3 7 4 NA NA
"ku" "kd" 235 1 9 2 NA NA
"ku" "ku" 1266 4 9 9 NA 1
"p" "kd" 492 1 16 8 NA NA
"p" "ku" 1609 5 1 26 NA 1
"p" "p" 5344 5 5 122 2 2
"td" "kd" 51 NA 1 NA 7 NA
"td" "ku" 18 NA NA NA 1 NA
"td" "p" 553 NA NA 1 28 NA
"td" "td" 243 NA NA NA NA NA
"tu" "kd" 106 NA 1 3 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 474 NA 1 7 NA 2
"tu" "td" 117 NA NA NA NA 12
"tu" "tu" 3231 NA NA 9 2 6
"kd" "kd" 31 1 3 NA NA NA
"ku" "kd" 206 1 29 5 NA NA
"ku" "ku" 1295 11 14 7 1 2
"p" "kd" 473 2 20 15 NA NA
"p" "ku" 1597 5 9 10 5 3
"p" "p" 5495 1 8 99 6 1
"td" "kd" 53 NA 1 NA 2 NA
"td" "ku" 52 NA 1 NA 3 NA
"td" "p" 677 NA NA 7 31 1
"td" "td" 157 NA NA NA 1 19
"tu" "kd" 95 NA 2 1 NA NA
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 485 1 NA 3 NA 1
"tu" "td" 127 NA NA NA 1 3
"tu" "tu" 3341 NA 1 6 4 2
"kd" "kd" 42 1 11 3 NA NA
"ku" "kd" 247 2 15 6 NA NA
"ku" "ku" 1161 6 10 19 NA 1
"p" "kd" 459 2 11 3 NA NA
"p" "ku" 1519 10 1 19 1 1
"p" "p" 5277 3 6 131 3 2
"td" "kd" 45 NA NA 1 NA NA
"td" "ku" 21 NA NA NA NA NA
"td" "p" 668 NA 2 19 29 NA
"td" "td" 138 NA NA NA NA 12
"tu" "kd" 113 NA 1 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 510 NA NA 2 1 1
"tu" "td" 103 NA NA NA NA 5
"tu" "tu" 3271 NA 2 13 6 4
"kd" "kd" 42 NA 4 NA NA NA
"ku" "kd" 210 2 19 3 NA NA
"ku" "ku" 1275 11 19 10 5 3
"p" "kd" 444 1 24 7 NA NA
"p" "ku" 1712 9 7 21 NA 1
"p" "p" 5422 10 12 126 4 1
"td" "kd" 34 NA 7 NA NA NA
"td" "ku" 20 NA 1 NA NA NA
"td" "p" 607 NA 3 3 26 NA
"td" "td" 192 NA NA NA 8 NA
"tu" "kd" 102 NA 2 4 NA NA
"tu" "p" 473 NA NA 6 1 NA
"tu" "td" 128 NA NA NA NA 6
"tu" "tu" 3169 NA 2 3 2 4
"kd" "kd" 46 NA 7 3 NA NA
"ku" "kd" 204 1 13 6 NA NA
"ku" "ku" 1194 3 14 13 1 1
"p" "kd" 417 NA 19 29 NA NA
"p" "ku" 1473 4 13 21 1 2
"p" "p" 5450 4 16 127 4 NA
"td" "kd" 24 NA 1 NA NA NA
"td" "ku" 27 NA NA NA 1 NA
"td" "p" 610 NA NA 30 18 NA
"td" "td" 143 NA NA NA 4 7
"tu" "kd" 90 NA 3 NA NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 502 NA NA 4 1 NA
"tu" "td" 93 NA NA 1 NA 12
"tu" "tu" 2946 NA NA 12 NA NA
"kd" "kd" 61 8 21 NA NA NA
"ku" "kd" 224 7 30 NA NA NA
"ku" "ku" 1213 19 8 8 2 1
"p" "kd" 492 15 24 10 NA NA
"p" "ku" 1482 9 8 7 NA 1
"p" "p" 5292 8 15 105 NA 2
"td" "kd" 55 NA 2 NA 1 NA
"td" "ku" 12 NA NA NA 1 NA
"td" "p" 648 NA 1 17 15 NA
"td" "td" 194 NA NA NA 6 15
"tu" "kd" 99 1 1 1 NA NA
"tu" "p" 461 NA NA 1 1 NA
"tu" "td" 102 NA NA 1 NA 8
"tu" "tu" 3181 NA 2 4 1 4
"kd" "kd" 54 16 45 2 NA NA
"ku" "kd" 206 5 41 10 NA NA
"ku" "ku" 1179 14 13 11 1 2
"p" "kd" 476 12 48 11 NA NA
"p" "ku" 1604 6 5 12 1 1
"p" "p" 5168 3 26 84 3 3
"td" "kd" 67 NA NA 2 2 NA
"td" "ku" 42 NA NA NA 1 NA
"td" "p" 711 NA NA 5 26 NA
"td" "td" 119 NA NA NA 13 NA
"tu" "kd" 111 NA 1 2 1 NA
"tu" "p" 439 NA NA 5 NA NA
"tu" "td" 102 NA NA NA NA 9
"tu" "tu" 3128 1 NA 7 1 3
"kd" "kd" 53 17 20 NA NA NA
"ku" "kd" 217 7 20 2 NA NA
"ku" "ku" 1115 14 17 11 1 1
"p" "kd" 532 6 34 16 NA NA
"p" "ku" 1546 6 5 11 1 NA
"p" "p" 5424 6 14 133 3 5
"td" "kd" 73 NA NA 1 7 NA
"td" "ku" 50 NA 1 NA NA NA
"td" "p" 684 NA 1 3 26 NA
"td" "td" 249 NA NA 2 1 4
"tu" "kd" 117 NA 3 NA NA NA
"tu" "p" 556 NA 1 5 NA 1
"tu" "td" 123 NA NA NA NA 3
"tu" "tu" 3167 NA NA 11 6 5
"kd" "kd" 38 19 8 3 NA NA
"ku" "kd" 230 8 23 5 NA NA
"ku" "ku" 1197 14 9 16 NA 2
"p" "kd" 492 7 24 12 NA NA
"p" "ku" 1508 4 4 9 NA 3
"p" "p" 5343 7 6 119 2 3
"td" "kd" 62 NA NA NA 1 NA
"td" "ku" 25 NA NA NA 4 NA
"td" "p" 620 NA NA 4 27 NA
"td" "td" 119 NA NA NA 4 34
"tu" "kd" 107 NA 1 1 NA NA
"tu" "ku" 7 NA NA NA NA NA
"tu" "p" 476 NA 1 3 NA NA
"tu" "td" 109 NA NA NA NA 7
"tu" "tu" 3151 NA NA 5 2 2
"kd" "kd" 66 1 5 NA NA NA
"ku" "kd" 224 4 6 1 NA NA
"ku" "ku" 1314 6 7 9 NA 5
"p" "kd" 466 3 21 6 NA NA
"p" "ku" 1575 4 1 19 NA 1
"p" "p" 5220 6 16 99 1 5
"td" "kd" 53 NA 11 NA 1 NA
"td" "ku" 51 NA NA NA NA NA
"td" "p" 694 NA 1 8 34 1
"td" "td" 122 NA NA NA 27 1
"tu" "kd" 106 NA 5 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 560 1 2 6 NA NA
"tu" "td" 119 NA NA 1 1 13
"tu" "tu" 3161 NA NA 12 7 4
"kd" "kd" 49 4 7 NA NA NA
"ku" "kd" 92 3 38 8 NA NA
"ku" "ku" 1231 10 20 21 NA 1
"p" "kd" 485 2 45 25 NA NA
"p" "ku" 1450 10 9 25 1 NA
"p" "p" 5183 7 34 147 NA 2
"td" "kd" 48 NA 6 NA NA NA
"td" "ku" 20 NA NA NA 1 NA
"td" "p" 592 NA NA 15 24 NA
"td" "td" 147 NA NA NA NA 4
"tu" "kd" 119 NA 2 NA NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 555 NA 1 6 NA NA
"tu" "td" 74 NA NA 1 NA 3
"tu" "tu" 3157 NA NA 6 6 4
"kd" "kd" 45 4 9 1 NA NA
"ku" "kd" 227 3 20 3 NA NA
"ku" "ku" 1191 9 13 21 NA 2
"p" "kd" 511 5 32 20 NA NA
"p" "ku" 1588 5 2 30 NA 4
"p" "p" 5371 1 19 203 2 5
"td" "kd" 61 NA NA NA NA NA
"td" "ku" 33 NA NA NA 1 NA
"td" "p" 701 NA NA 22 48 1
"td" "td" 100 NA NA NA NA 11
"tu" "kd" 116 NA 2 3 1 NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 449 NA NA 3 1 2
"tu" "td" 111 NA NA 2 NA 9
"tu" "tu" 3147 NA NA 21 3 NA
"kd" "kd" 49 8 2 NA NA NA
"ku" "kd" 227 2 16 5 NA NA
"ku" "ku" 1231 7 9 8 1 1
"p" "kd" 509 NA 14 23 NA NA
"p" "ku" 1480 6 3 11 2 2
"p" "p" 5278 1 7 107 1 3
"td" "kd" 58 NA 1 10 NA NA
"td" "ku" 42 NA 1 1 1 NA
"td" "p" 665 NA 1 1 24 NA
"td" "td" 141 NA NA 8 NA NA
"tu" "kd" 95 NA 3 NA NA NA
"tu" "p" 489 NA 1 2 NA NA
"tu" "td" 128 NA NA NA NA 7
"tu" "tu" 3087 NA 1 12 2 1
"kd" "kd" 37 18 12 1 NA NA
"ku" "kd" 177 4 27 5 1 NA
"ku" "ku" 1096 11 17 4 3 3
"p" "kd" 493 3 24 15 1 NA
"p" "ku" 1469 4 4 11 NA 1
"p" "p" 5280 5 6 120 3 4
"td" "kd" 50 NA 5 NA 5 NA
"td" "ku" 41 NA NA 1 1 NA
"td" "p" 671 NA NA 5 33 NA
"td" "td" 153 NA NA NA 10 44
"tu" "kd" 117 NA 3 2 NA NA
"tu" "ku" 8 NA NA NA NA NA
"tu" "p" 506 1 NA 2 NA NA
"tu" "td" 118 NA NA 1 NA 11
"tu" "tu" 3154 NA NA 9 4 3
"kd" "kd" 45 45 47 38 NA NA
"ku" "kd" 241 13 27 16 1 NA
"ku" "ku" 1277 16 13 20 4 3
"p" "kd" 446 23 15 60 NA NA
"p" "ku" 1669 7 5 29 2 4
"p" "p" 5428 12 13 183 6 6
"td" "kd" 108 NA NA NA 1 NA
"td" "ku" 39 NA NA NA NA NA
"td" "p" 661 1 2 3 41 1
"td" "td" 155 NA NA NA 15 9
"tu" "kd" 111 1 5 5 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 457 NA 1 7 NA 1
"tu" "td" 116 NA NA NA NA 7
"tu" "tu" 3138 1 1 11 1 3
"kd" "kd" 65 1 39 4 NA NA
"ku" "kd" 223 4 40 5 NA NA
"ku" "ku" 1325 16 12 11 1 NA
"p" "kd" 480 9 18 14 NA NA
"p" "ku" 1631 7 7 15 NA 2
"p" "p" 5426 6 13 103 1 4
"td" "kd" 43 NA 13 NA NA NA
"td" "ku" 36 NA 2 1 NA NA
"td" "p" 692 NA 3 9 8 2
"td" "td" 180 NA NA NA 22 NA
"tu" "kd" 99 NA 4 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 493 1 1 7 NA NA
"tu" "td" 125 1 NA NA NA 9
"tu" "tu" 3203 NA NA 8 3 4
"kd" "kd" 26 6 6 NA NA NA
"ku" "kd" 216 3 30 3 NA NA
"ku" "ku" 995 9 18 9 3 1
"p" "kd" 495 4 23 11 NA NA
"p" "ku" 1355 1 2 9 NA 1
"p" "p" 5276 5 11 97 1 2
"td" "kd" 75 NA 2 NA 2 NA
"td" "ku" 40 NA NA NA 2 NA
"td" "p" 692 NA 1 2 26 NA
"td" "td" 211 NA NA NA 6 NA
"tu" "kd" 90 NA 2 NA NA NA
"tu" "ku" 7 NA NA NA NA NA
"tu" "p" 474 NA 1 5 1 1
"tu" "td" 131 NA NA NA NA 3
"tu" "tu" 3152 NA 2 10 1 4
"kd" "kd" 26 6 8 NA NA NA
"ku" "kd" 206 5 26 1 NA NA
"ku" "ku" 1270 8 18 13 NA 6
"p" "kd" 470 2 29 10 NA NA
"p" "ku" 1619 3 4 8 1 1
"p" "p" 5282 3 17 111 3 6
"td" "kd" 58 NA 7 NA NA NA
"td" "ku" 21 NA 1 NA NA NA
"td" "p" 650 NA 1 1 53 NA
"td" "td" 121 NA NA NA 1 NA
"tu" "kd" 91 1 5 2 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 469 NA 2 7 2 NA
"tu" "td" 100 NA NA NA NA 5
"tu" "tu" 3027 NA NA 7 1 4
"kd" "kd" 43 3 37 29 NA NA
"ku" "kd" 182 3 23 16 1 NA
"ku" "ku" 1198 9 16 11 1 2
"p" "kd" 430 13 23 17 1 NA
"p" "ku" 1594 9 9 16 NA NA
"p" "p" 5623 8 13 99 2 3
"td" "kd" 41 NA 5 NA 3 NA
"td" "ku" 17 NA NA NA NA NA
"td" "p" 620 NA NA 8 30 NA
"td" "td" 122 NA NA NA 2 NA
"tu" "kd" 112 1 2 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 524 NA NA 2 1 1
"tu" "td" 150 NA NA NA NA 6
"tu" "tu" 3140 NA 1 7 1 2
"kd" "kd" 32 22 13 NA NA NA
"ku" "kd" 210 3 18 1 NA NA
"ku" "ku" 1236 3 12 12 3 1
"p" "kd" 495 2 32 13 1 NA
"p" "ku" 1562 5 6 15 1 4
"p" "p" 5181 9 11 89 3 1
"td" "kd" 68 NA 13 6 1 NA
"td" "ku" 46 NA 1 1 3 1
"td" "p" 681 NA 6 4 29 1
"td" "td" 207 NA NA NA 5 11
"tu" "kd" 93 1 1 5 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 558 NA 1 2 NA 1
"tu" "td" 118 NA NA NA NA 10
"tu" "tu" 3321 NA 1 6 NA 5
"kd" "kd" 38 32 12 NA NA NA
"ku" "kd" 213 4 30 6 1 NA
"ku" "ku" 1179 19 5 14 NA 1
"p" "kd" 503 5 21 24 NA NA
"p" "ku" 1490 9 5 18 1 1
"p" "p" 5388 6 11 128 7 2
"td" "kd" 59 NA 7 5 1 NA
"td" "ku" 34 NA NA 2 1 NA
"td" "p" 613 NA 1 10 24 1
"td" "td" 102 NA NA NA 5 9
"tu" "kd" 116 1 3 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 546 1 NA 6 NA NA
"tu" "td" 107 NA NA 1 NA 3
"tu" "tu" 3014 1 NA 11 1 9
"kd" "kd" 48 24 13 3 NA NA
"ku" "kd" 207 7 24 10 NA NA
"ku" "ku" 1297 11 10 16 6 2
"p" "kd" 513 6 29 15 NA NA
"p" "ku" 1454 7 6 20 1 3
"p" "p" 5363 5 6 139 2 NA
"td" "kd" 33 NA 1 NA 5 NA
"td" "ku" 41 NA NA NA 1 NA
"td" "p" 712 NA 1 1 23 1
"td" "td" 138 NA NA NA 65 NA
"tu" "kd" 109 NA 1 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 525 NA NA 3 NA 1
"tu" "td" 136 NA NA 1 NA 14
"tu" "tu" 3059 NA 1 11 2 NA
"kd" "kd" 35 3 4 NA NA NA
"ku" "kd" 216 1 26 4 1 NA
"ku" "ku" 1232 8 15 15 1 NA
"p" "kd" 238 2 14 11 NA NA
"p" "ku" 1653 9 4 28 1 1
"p" "p" 5233 3 8 183 2 4
"td" "kd" 43 NA 3 NA 1 NA
"td" "ku" 31 NA NA NA 1 1
"td" "p" 667 NA NA 2 38 1
"td" "td" 187 NA NA NA NA 15
"tu" "kd" 89 NA 3 NA NA NA
"tu" "p" 507 NA NA 8 1 NA
"tu" "td" 116 NA NA NA 1 14
"tu" "tu" 3146 NA 1 10 NA 3
"kd" "kd" 32 NA 54 NA NA NA
"ku" "kd" 246 5 22 2 NA NA
"ku" "ku" 1187 5 12 14 NA NA
"p" "kd" 501 9 20 11 1 NA
"p" "ku" 1472 3 3 10 NA 1
"p" "p" 5208 4 11 160 3 NA
"td" "kd" 53 NA 1 NA 2 NA
"td" "ku" 34 NA 1 NA 1 NA
"td" "p" 640 NA NA 1 28 NA
"td" "td" 207 NA NA NA 5 69
"tu" "kd" 131 NA 1 1 NA NA
"tu" "p" 492 NA 1 8 NA NA
"tu" "td" 103 NA NA NA NA 10
"tu" "tu" 2957 NA NA 12 1 3
"kd" "kd" 40 1 1 NA NA NA
"ku" "kd" 195 NA 15 1 NA NA
"ku" "ku" 1179 11 4 14 3 3
"p" "kd" 422 1 22 23 NA NA
"p" "ku" 1554 1 3 10 NA 3
"p" "p" 5501 2 8 120 1 NA
"td" "kd" 55 NA 18 17 NA NA
"td" "ku" 38 NA NA NA NA NA
"td" "p" 700 NA 11 17 39 1
"td" "td" 191 NA NA NA 20 1
"tu" "kd" 101 NA 1 3 NA NA
"tu" "p" 461 NA NA 4 1 1
"tu" "td" 143 NA NA NA 1 7
"tu" "tu" 3271 NA NA 8 4 2
"kd" "kd" 47 17 30 NA NA NA
"ku" "kd" 205 7 20 4 NA NA
"ku" "ku" 1196 10 19 8 1 6
"p" "kd" 504 16 29 21 NA NA
"p" "ku" 1645 5 7 17 4 4
"p" "p" 5442 2 13 119 4 1
"td" "kd" 56 NA 3 NA 3 NA
"td" "ku" 38 NA NA NA 1 NA
"td" "p" 625 NA NA 2 22 NA
"td" "td" 215 NA NA 1 8 NA
"tu" "kd" 120 NA 3 4 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 457 1 1 4 NA 1
"tu" "td" 101 NA NA NA NA 6
"tu" "tu" 3164 NA 1 7 NA 1
"kd" "kd" 27 3 2 NA NA NA
"ku" "kd" 210 2 23 1 NA NA
"ku" "ku" 1167 10 11 6 NA NA
"p" "kd" 449 1 17 8 NA NA
"p" "ku" 1549 1 5 6 1 NA
"p" "p" 5417 3 12 118 3 2
"td" "kd" 46 NA NA 1 NA NA
